mass_bin,N,mean_logMstar,lowF_mean_mu,highF_mean_mu,high_minus_low_mu,lowF_H0,highF_H0,high_minus_low_H0
"(4.999, 8.5]",210,7.442657047619048,-0.019547698881088246,0.0306968625401772,0.050244561421265446,68.26235752191106,66.73135851501708,-1.5309990068939783
"(8.5, 9.5]",319,9.07955761755486,-0.007312192015644117,-0.007169766860258979,0.00014242515538513863,67.83714953205399,67.85384420936444,0.016694677310454153
"(9.5, 10.0]",257,9.756019883268483,-0.005087712388035912,-0.00971423923329095,-0.0046265268452550384,67.80226035095956,67.88908263619541,0.08682228523585422
"(10.0, 10.5]",344,10.257553197674419,0.02775098478411794,0.010243471244374714,-0.017507513539743225,66.67739461634767,67.28741614594003,0.610021529592359
"(10.5, 11.0]",352,10.748340624999999,-0.0009306928948419978,-0.012889162734219662,-0.011958469839377664,67.61888362917217,67.974498334716,0.3556147055438288
"(11.0, 13.0]",216,11.276623148148147,-0.012235344045869075,0.008278181776851882,0.02051352582272096,67.96597792914457,67.49311212384517,-0.47286580529940636
