verdict,input_rows,usable_rows,best_BIC_model,BIC_intercept_only,BIC_linear_mass,BIC_mass_step_10,delta_BIC_linear_mass_minus_intercept,delta_BIC_mass_step_minus_intercept,N_total,N_low_mass,N_high_mass,mean_mu_low_mass,mean_mu_high_mass,mass_step_mu_high_minus_low,mean_H0_low_mass,mean_H0_high_mass,H0_high_minus_low,pearson_r_mu_logM,N_calibrator,N_noncalibrator,mean_mu_calibrator,mean_mu_noncalibrator,N_used_in_shoes_hf,mean_mu_used_in_shoes_hf,interpretation
PANTHEON_MASS_BASELINE_COMPLETE,1701,1698,M4_logMstar_plus_logz,-5948.386225115639,-5941.017977488403,-5941.746913333751,7.368247627236087,6.639311781887955,1698,772,926,-0.0042674099848013115,0.003268248093756011,0.007535658078557323,67.76228064193948,67.49933178188915,-0.26294886005032936,0.006372669642028071,76,1622,0.11135986639655555,-0.005383102724776054,277,-0.002929212146392403,This establishes the host-mass control baseline. The later Flux capacity model must beat this mass-only BIC and survive fixed-mass tests.
