t,a,z,H,sigma,C_sigma_base,rho_m,rho_r,C_sigma,G_esc,G_leak,Sdot_struct,source_gated,throughput_raw,rho_DE_flux,Omega_DE_flux,w_flux
2.5622020116265425e-09,4.5971062417659255e-05,21751.814649240336,4820714.742835921,5.0,1.0,3087931322090.37,20151359309704.645,0.9749999999681291,0.02500000003187086,1.6271333395181315e-26,1.1562000273176973e-11,4.703229034996838e-39,1.1268850851589532e-47,0.6301889999999999,2.711739398524432e-14,-1.0
2.8218455044827704e-09,4.602856936840554e-05,21724.637223181,4809076.1352687115,5.0,1.0,3076371822305.14,20050841452505.316,0.9749999999680093,0.025000000031990655,1.643488356064488e-26,1.1603996750130661e-11,4.767758391763425e-39,1.2498390979730257e-47,0.6301889999999999,2.7248808255094346e-14,-1.0
3.0821173576110097e-09,4.608614825678411e-05,21697.49375192241,4797466.059035308,5.0,1.0,3064855594866.7817,19950824992728.395,0.9749999999678891,0.02500000003211089,1.6600077639116292e-26,1.1646145772893028e-11,4.8331731068701565e-39,1.374781709618358e-47,0.6301889999999999,2.738085443971782e-14,-1.0
3.3430190681758352e-09,4.614379917278458e-05,21670.384193042257,4785884.443561091,5.0,1.0,3053382477787.6465,19851307429331.816,0.9749999999677685,0.025000000032231462,1.6766932154271968e-26,1.1688447895575569e-11,4.899485327663166e-39,1.5017450713140043e-47,0.6301889999999999,2.7513535549071154e-14,-1.0
3.604552136828491e-09,4.6201522206508864e-05,21643.308504171324,4774331.218446895,5.0,1.0,3041952309686.525,19752286273749.496,0.9749999999676473,0.0250000000323527,1.6935463795874242e-26,1.1730903674302446e-11,4.966707368153385e-39,1.6307618538967704e-47,0.6301889999999999,2.7646854607283284e-14,-1.0
3.866718067716979e-09,4.6259317448171854e-05,21616.26664299323,4762806.313468469,5.0,1.0,3030564929786.2827,19653759049828.24,0.9749999999675258,0.025000000032474157,1.7105689421442066e-26,1.1773513667218113e-11,5.034851711303514e-39,1.7618652562168717e-47,0.6301889999999999,2.7780814652722633e-14,-1.0
4.129518368492834e-09,4.631718498810129e-05,21589.25856724445,4751309.6585760955,5.0,1.0,3019220177911.6445,19555723293766.26,0.9749999999674038,0.02500000003259617,1.7277626057936655e-26,1.181627843449453e-11,5.103931011346185e-39,1.895089013667541e-47,0.6301889999999999,2.7915418738062643e-14,-1.0
4.3929545503179e-09,4.637512491673766e-05,21562.284234714396,4739841.1838942,5.0,1.0,3007917894486.9907,19458176554051.996,0.9749999999672814,0.025000000032718628,1.7451290903463704e-26,1.1859198538338281e-11,5.173958096133215e-39,2.0304674068523312e-47,0.6301889999999999,2.805066993034762e-14,-1.0
4.6570281278744835e-09,4.643313732463483e-05,21535.343603245085,4728400.819720823,5.0,1.0,2996657920534.0166,19361116391401.95,0.9749999999671584,0.02500000003284164,1.7626701328995258e-26,1.1902274542998372e-11,5.2449459695185003e-39,2.1680352703941054e-47,0.6301889999999999,2.8186571311060612e-14,-1.0
4.921740619372173e-09,4.6491222302459954e-05,21508.436630731212,4716988.496527233,5.0,1.0,2985440097669.543,19264540378700.113,0.9749999999670349,0.025000000032965097,1.7803874880106424e-26,1.1945507014773484e-11,5.3169078137724125e-39,2.307828001884567e-47,0.6301889999999999,2.8323125976189835e-14,-1.0
5.187093546554658e-09,4.6549379940993344e-05,21481.56327512019,4705604.144957545,5.0,1.0,2974264268103.3384,19168446100937.703,0.9749999999669112,0.025000000033088776,1.7982829278729743e-26,1.1988896522019181e-11,5.3898569920294436e-39,2.449881570978264e-47,0.6301889999999999,2.846033703629545e-14,-1.0
5.453088434709951e-09,4.660761033112913e-05,21454.723494411854,4694247.695828195,5.0,1.0,2963130274635.801,19072831155151.92,0.9749999999667868,0.025000000033213232,1.8163582424929227e-26,1.2032443635155786e-11,5.4638070507705075e-39,2.5942325286352485e-47,0.6301889999999999,2.859820761657835e-14,-1.0
5.719726812677249e-09,4.666591356387514e-05,21427.917246658526,4682919.080127556,5.0,1.0,2952037960655.7993,18977693150366.32,0.9749999999666619,0.025000000033338132,1.834615239869008e-26,1.2076148926675698e-11,5.538771722337841e-39,2.7409180165112003e-47,0.6301889999999999,2.873674085694749e-14,-1.0
5.987010212853795e-09,4.67242897303528e-05,21401.144489965034,4671618.229015556,5.0,1.0,2940987170138.511,18883029707531.34,0.9749999999665367,0.025000000033463254,1.8530557461726546e-26,1.2120012971150723e-11,5.614764927485021e-39,2.8899757764991193e-47,0.6301889999999999,2.8875939912087666e-14,-1.0
