proxy_bin,N,mean_proxy,mean_logMstar,mean_age,mean_sigma,mean_Reff,early_fraction,mean_mu_resid,std_mu_resid,mean_H0_proxy,mean_Gsat
"(-2.149, -0.643]",1167,-0.9540503201385694,9.863841060875684,1.7966443362700748,92.46645354681088,4.715855008214635,0.005998286203941731,-0.0023726910697700063,0.10155742941627223,67.54754459494922,2.1073290050689704e-05
"(-0.643, -0.306]",1166,-0.47295280177705845,10.276009658090796,2.206346425186803,114.36014658148865,5.230971251376394,0.02058319039451115,-0.01672540952408697,0.10219146342240627,67.9962949795584,0.006173049240910347
"(-0.306, -2.38e-08]",1167,-0.14908644151664907,10.503438946797468,2.7862430762253156,133.92876771763815,5.334891990427235,0.16023993144815768,-0.05820344351038872,0.10700400574618736,69.31512807097698,0.35846685398540445
"(-2.38e-08, 0.288]",1166,0.13981884674807415,10.583452046580076,3.9180370710142602,154.77775522823913,4.754433888808506,0.4794168096054888,-0.12354327901639013,0.10014172118323067,71.42153456659521,0.9564234744617365
"(0.288, 0.569]",1167,0.4229895035721122,10.738820779167254,5.2365881216505334,178.6260839248866,4.8248248567547245,0.7874892887746359,-0.1424608825086455,0.09965057796427682,72.04587550694106,0.9995196574330043
"(0.569, 1.656]",1167,0.7972778673907341,11.155612020556765,6.083468339293069,219.33866915561964,6.486228913046362,0.8937446443873179,-0.15204910044358735,0.0989788669424877,72.36359803794417,0.9999963004750823
