fill_bin,N,mean_Ffill,mean_Gsat,mean_Goverflow,mean_mu_resid,std_mu_resid,mean_H0_proxy
"(0.0223, 0.176]",243,0.06652387998631008,4.6236604487532906e-07,0.0,-0.0022596567877985227,0.18736494021016797,67.72174130558346
"(0.176, 0.386]",242,0.2759810632150014,0.00028255459297501996,0.0,-0.007318266440659621,0.17553194275149286,67.84987342715824
"(0.386, 0.699]",243,0.5284811316498915,0.01835714757022677,0.0,-0.004414450353449629,0.17927061971277392,67.76094373033933
"(0.699, 1.075]",242,0.8771888793679609,0.30284112816781356,0.00330432451835295,0.02140353798742735,0.14902480576833688,66.89336978656164
"(1.075, 1.574]",243,1.3120095484840846,0.8418723934382314,0.2006263001295489,-0.0025493688571969417,0.16601697069807336,67.67264744673393
"(1.574, 2.373]",242,1.9481503569062433,0.9864611713125382,0.4733594091856096,-0.0013413323805138986,0.16432373829994426,67.63208674804288
"(2.373, 15.333]",243,3.3861829159531047,0.9993548400595308,0.684387217555328,-0.0045710756545670386,0.18768196060816755,67.79953185833111
