scalar_source,Omega_flux_0,Omega_sigma_scaled_0,Omega_flux_1090,Omega_sigma_scaled_1090,w_flux_0,w_sigma_0,w_flux_z1,w_sigma_z1,w_flux_z2,w_sigma_z2,w_flux_z3,w_sigma_z3,rms_Omega_difference_z0_5,rms_w_difference_z0_5,rho_correlation_z0_5,fossil_hump_flux_abs_z1_3,fossil_hump_sigma_abs_z1_3,exhaust_fraction_DE_0_est,exhaust_fraction_DE_z2_est,bridge_verdict
cmbr_universe_backend.py,0.7000000000000001,0.7000000000000001,1.218728308463459e-09,1.3548518663696517e-09,-1.014143774878395,-0.9996244114059992,-1.0304690703921917,-0.9999151984911546,-1.0263169528280764,-0.9999724636274209,-1.0103689509989293,-0.9999881037326517,0.005150012791633479,0.0218969971351129,-0.9049052238391847,0.03266398399514969,8.46476398143059e-05,0.10000000000000002,0.021890841911116277,PASS_TOY_BRIDGE: throughput behaves as a small fossil correction on a smoother scalar floor
