case,label,N,a,z,H,Omega_m,mu_eff,D_raw,D_norm,f,gamma,sigma8_z,fsigma8
A,A: LCDM baseline,-1.9409730545018662,0.14356418601234408,5.965525510060127,10.114319368846196,0.9910842611354928,1.0,0.14187308536516297,0.18426338722207086,0.9948997666129316,0.5709516252188273,0.1494376070370995,0.14867544036440525
A,A: LCDM baseline,-1.9391262675803613,0.1438295634458297,5.952673539724873,10.086505240464287,0.9910503535620522,1.0,0.1421339956448609,0.18460225496273117,0.994881516382891,0.5708192415960689,0.14971242877477497,0.1489461281608137
A,A: LCDM baseline,-1.937279480658856,0.1440954314277186,5.939845282337225,10.058782031145633,0.9910162465108794,1.0,0.14239538093462106,0.1849417396418531,0.9948631381048911,0.5706893584114535,0.14998775084954286,0.14921728448747076
A,A: LCDM baseline,-1.9354326937373512,0.14436179086478604,5.927040694144842,10.031124847458075,0.9909819119231735,1.0,0.14265724205831729,0.18528184232947598,0.9948446811244398,0.5705546966887988,0.15026357412920502,0.14948891748918758
A,A: LCDM baseline,-1.9335859068158459,0.14462864266548375,5.914259731476096,10.003553820982967,0.9909473711241,1.0,0.14291957985088274,0.18562256411000294,0.9948260909971021,0.5704226882156441,0.1505398994932124,0.1497610197519291
A,A: LCDM baseline,-1.9317391198943406,0.14489598773994253,5.901502350739948,9.976052707282523,0.990912605138262,1.0,0.14318239513146466,0.18596390604733445,0.9948073652259197,0.5702923898054939,0.15081672780438826,0.1500335916190782
A,A: LCDM baseline,-1.9298923329728357,0.14516382699997557,5.888768508425782,9.948633040907689,0.9908776260488735,1.0,0.14344568873011818,0.18630586921953807,0.9947885419999227,0.5701603605925571,0.1510940599370454,0.15030663958962232
A,A: LCDM baseline,-1.9280455460513304,0.14543216135908169,5.876058161103261,9.92128712742998,0.9908424242344532,1.0,0.14370946148055347,0.18664845470942848,0.9947696187752082,0.5700263053081581,0.1513718967693465,0.150580164042523
A,A: LCDM baseline,-1.9261987591298255,0.14570099173244808,5.863371265422189,9.894018002918642,0.9908070022635678,1.0,0.14397371421542726,0.18699166359845218,0.9947505440293684,0.5698960244487354,0.15165023917834472,0.15085415792484225
A,A: LCDM baseline,-1.9243519722083202,0.1459703190369539,5.850707778112341,9.866826424814445,0.9907713601430816,1.0,0.14423844776105268,0.1873354969598166,0.9947313580899618,0.5697651110050983,0.15192908803441127,0.15112862807383928
A,A: LCDM baseline,-1.9225051852868154,0.1462401441911729,5.838067655983345,9.83970702841198,0.9907354906502677,1.0,0.14450366295701284,0.18767995588396422,0.9947120760467973,0.5696315049605338,0.152208444221895,0.15140357754381434
A,A: LCDM baseline,-1.92065839836531,0.14651046811537705,5.825450855924504,9.812668925719679,0.990699403698743,1.0,0.14476936063796358,0.18802504145493787,0.9946926671338433,0.5694991665916563,0.15248830861995463,0.1516790024079113
A,A: LCDM baseline,-1.9188116114438052,0.1467812917315392,5.812857334904677,9.78569844812938,0.990663081993834,1.0,0.1450355416419976,0.1883707547612443,0.9946731393769986,0.5693661700656536,0.15276868211136913,0.15195490463420225
A,A: LCDM baseline,-1.9169648245222999,0.14705261596333669,5.800287049972107,9.75881296574758,0.99062654563835,1.0,0.14530220680395672,0.18871709688716787,0.9946534917887665,0.5692338643247536,0.15304956557549315,0.15223128481641807
A,A: LCDM baseline,-1.9151180376007946,0.14732444173615408,5.7877399582542965,9.731990602106558,0.9905897669809561,1.0,0.14556935696380832,0.18906406892365013,0.9946337107136258,0.5691020216356499,0.15333095989708026,0.1525081416097151
A,A: LCDM baseline,-1.9132712506792897,0.14759676997708657,5.775216016957847,9.705256889766858,0.9905527766001821,1.0,0.14583699295866318,0.18941167195792244,0.9946138377773921,0.5689680873728208,0.1536128659578751,0.15278548214234627
A,A: LCDM baseline,-1.9114244637577844,0.14786960161494317,5.762715183368314,9.678581839622053,0.9905155361991956,1.0,0.14610511563695072,0.1897599070919167,0.9945938352709868,0.5688337650069111,0.15389528465154445,0.15306330139169982
A,A: LCDM baseline,-1.9095776768362795,0.1481429375802496,5.750237414850075,9.651999051861946,0.9904780871229242,1.0,0.14637372583367755,0.19010877541013138,0.9945736806885527,0.5687039152651976,0.15417821685761657,0.15334159662207758
A,A: LCDM baseline,-1.9077308899147742,0.1484167788052519,5.737782668846158,9.625470519146294,0.9904403801360229,1.0,0.1466428243863508,0.19045827800031262,0.9945533944027335,0.5685734184716779,0.15446166345825355,0.15362037169749873
A,A: LCDM baseline,-1.9058841029932694,0.14869112622391908,5.725350902878128,9.599037815282282,0.9904024676447003,1.0,0.1469124121320517,0.19080841594965342,0.9945329370250193,0.5684495176793424,0.15474562533516895,0.1538996212563588
A,A: LCDM baseline,-1.904037316071764,0.14896598077194687,5.712942074545916,9.572658526532198,0.9903642938018367,1.0,0.14718248990788202,0.19115919034537343,0.9945123488391324,0.5683246489494321,0.15503010337009787,0.15417935224336954
A,A: LCDM baseline,-1.9021905291502592,0.14924134338676034,5.700556141527691,9.546371552391783,0.990325908502098,1.0,0.1474530585535477,0.1915106022780746,0.9944915891144942,0.5682059909638002,0.1553150984475185,0.1544595590685468
A,A: LCDM baseline,-1.900343742228754,0.14951721500751772,5.688193061579699,9.520141217050083,0.9902872637062464,1.0,0.14772411891303366,0.1918626528439163,0.9944707124130419,0.5680850323563367,0.15560061145641613,0.15474025092696705
A,A: LCDM baseline,-1.898496955307249,0.14979359657511288,5.675852792536145,9.493998644618676,0.9902483999291856,1.0,0.1479956718353787,0.19221534314562194,0.9944497066919846,0.5679654164331277,0.1558866432910994,0.15502142669803184
A,A: LCDM baseline,-1.8966501683857437,0.15007048903217926,5.663535292309018,9.467916433145465,0.990209279332104,1.0,0.14826771817198503,0.19256867428898441,0.994428612968606,0.5678407369315106,0.15617319484836636,0.1553030935359368
A,A: LCDM baseline,-1.8948033814642384,0.1503478933230926,5.651240518887973,9.441917482405549,0.9901699320565205,1.0,0.14854025878149651,0.1929226473892021,0.9944073803657887,0.5677179918005814,0.1564602670326429,0.1555852442712622
A,A: LCDM baseline,-1.8929565945427336,0.15062581039397419,5.638968430340178,9.415982569950804,0.9901303307589149,1.0,0.14881329450837713,0.19327726354305658,0.9943859927165393,0.5675972245074657,0.1567478607334189,0.15586787710159458
A,A: LCDM baseline,-1.8911098076212283,0.15090424119269455,5.626718984810157,9.390126465159732,0.9900904949101519,1.0,0.14908682620448327,0.1936325238569307,0.9943644876641892,0.5674757391765284,0.1570359768479708,0.15615099866327795
A,A: LCDM baseline,-1.8892630206997234,0.15118318666887598,5.6144921405196815,9.364338031537022,0.9900504079611876,1.0,0.1493608547260226,0.1939884294428586,0.9943428680938571,0.5673523137294416,0.15732461627815833,0.15643461017178947
A,A: LCDM baseline,-1.887416233778218,0.15146264777389648,5.602287855767585,9.338624001203875,0.990010078410612,1.0,0.1496353809292501,0.19434498141293607,0.994321076446581,0.5672332306511066,0.15761377992589118,0.15671870331872664
A,A: LCDM baseline,-1.8855694468567132,0.1517426254608923,5.590106088929666,9.31298123086426,0.9899695008074245,1.0,0.1499104056621999,0.19470218086858151,0.994299168905439,0.5671125306879834,0.15790346868441962,0.15700328768020444
A,A: LCDM baseline,-1.883722659935208,0.15202312068476193,5.577946798458501,9.287408507726916,0.9899286723719033,1.0,0.1501859297912604,0.19506002893505178,0.9942771538102168,0.5669892556105302,0.158193683466327,0.15728836534765395
A,A: LCDM baseline,-1.881875873013703,0.15230413440216864,5.565809942883344,9.261910589732954,0.9898875990591027,1.0,0.15046195417485866,0.1954185267272637,0.994254993029956,0.5668675538129287,0.15848442517581088,0.15757393104853243
A,A: LCDM baseline,-1.8800290860921978,0.1525856675715444,5.55369548080995,9.236478410735199,0.9898462665004746,1.0,0.15073847967108106,0.19577767535969143,0.9942326829489566,0.566746964490391,0.15877569471670977,0.15785998494527884
A,A: LCDM baseline,-1.8781822991706925,0.15286772115309263,5.541603370920462,9.211124538735126,0.989804692369647,1.0,0.15101550714204592,0.19613747595204598,0.9942102883142127,0.5666221147883731,0.1590674929971093,0.15814653807407503
A,A: LCDM baseline,-1.8763355122491876,0.15315029610879166,5.529533571973254,9.185832145003953,0.9897628503941912,1.0,0.15129303745727365,0.19649792963365192,0.9941877358471746,0.5664987663731074,0.15935982093289172,0.1584335795582828
A,A: LCDM baseline,-1.8744887253276823,0.15343339340239823,5.517486042802789,9.160621517206017,0.9897207702833968,1.0,0.15157107147008506,0.19685903751279413,0.9941650202138336,0.5663790744435719,0.15965267942287606,0.15872110926563626
A,A: LCDM baseline,-1.8726419384061774,0.1537170139994503,5.505460742319493,9.13546815402901,0.9896784135412958,1.0,0.15184961004351213,0.19722080071037015,0.9941421818777227,0.5662569558845069,0.1599460693761102,0.1590091343923318
A,A: LCDM baseline,-1.8707951514846721,0.15400115886727098,5.493457629509596,9.110399973175907,0.9896358222345627,1.0,0.15212865404501036,0.19758322035302275,0.9941192186619805,0.5661349693966582,0.16023999170630146,0.15929765535347065
A,A: LCDM baseline,-1.8689483645631673,0.15428582897497106,5.48147666343501,9.085384889978762,0.9895929453193624,1.0,0.15240820434327382,0.19794629756900337,0.9940960874954227,0.5660144716903606,0.16053444732846173,0.15958666599746382
A,A: LCDM baseline,-1.867101577641662,0.1545710252934531,5.469517803233174,9.060458363322274,0.9895498375461765,1.0,0.1526882617937712,0.19831003346938647,0.9940727887059896,0.5658984024990639,0.16082943714367243,0.1598761670874251
A,A: LCDM baseline,-1.865254790720157,0.15485674879541406,5.45758100811693,9.035582269261615,0.9895064373382931,1.0,0.15296882726237307,0.1986744291787563,0.9940493504412292,0.5657806923311105,0.16112496206397137,0.16016616387955843
A,A: LCDM baseline,-1.8634080037986518,0.15514300045534915,5.4456662373743665,9.010795152922164,0.9894628054290329,1.0,0.15324990161055763,0.19903948581599246,0.9940257195759786,0.5656696931871891,0.1614210229967699,0.16045664853905478
A,A: LCDM baseline,-1.861561216877147,0.15542978124955475,5.433773450368699,8.986059647132796,0.989418880340761,1.0,0.1535314857005908,0.1994052045009975,0.9940019601763842,0.5655559660872008,0.16171762085030897,0.1607476321202684
A,A: LCDM baseline,-1.8597144299556416,0.15571709215613214,5.42190260653811,8.961408815804877,0.9893747149806225,1.0,0.1538135804086343,0.1997715863717218,0.9939780371765538,0.5654456865154248,0.1620147565474664,0.16103910970668786
A,A: LCDM baseline,-1.8578676430341363,0.15600493415499037,5.410053665395631,8.936813116053193,0.9893302595992066,1.0,0.1540961865990507,0.20013863255079106,0.9939539610425626,0.5653351865929137,0.16231243099869155,0.1613310837175971
A,A: LCDM baseline,-1.8560208561126315,0.15629330822784993,5.398226586528993,8.912297834304885,0.9892855551840579,1.0,0.15437930514932824,0.20050634417787852,0.9939297643651341,0.5652236071347351,0.16261064512825948,0.1616235601955934
A,A: LCDM baseline,-1.8541740691911262,0.15658221535824615,5.386421329600486,8.887841162782298,0.9892405640403501,1.0,0.1546629369358297,0.20087472239119564,0.993905415623276,0.5651119096740549,0.16290939985925967,0.16191653477605594
A,A: LCDM baseline,-1.8523272822696213,0.15687165653153218,5.374637854346835,8.863460699214988,0.9891953149069909,1.0,0.15494708283341146,0.20124376832699742,0.9938809063908148,0.5650023950968736,0.1632086961131949,0.1622100068238452
A,A: LCDM baseline,-1.850480495348116,0.15716163273488282,5.362876120579046,8.839142282513183,0.9891497824749234,1.0,0.15523174371844897,0.20161348312351177,0.9938562967421193,0.5648881775715309,0.16350853481316804,0.16250398689514509
A,A: LCDM baseline,-1.8486337084266111,0.15745214495729745,5.351136088182283,8.81489590973978,0.9891039829005216,1.0,0.15551692047835058,0.20198386793329606,0.993831516635332,0.564776598872816,0.16380891689390312,0.1627984643150588
A,A: LCDM baseline,-1.8467869215051058,0.15774319418960386,5.339417717115719,8.79071497882607,0.989057903596576,1.0,0.15580261398137468,0.20235492388403586,0.9938065695950479,0.5646666577048401,0.1641098432699531,0.16309344037689305
A,A: LCDM baseline,-1.844940134583601,0.15803478142446103,5.327720967412414,8.766601973449356,0.9890115477981007,1.0,0.15608882511065672,0.20272665212273894,0.99378149224848,0.5645551724652754,0.1644113148715413,0.16338892183557502
A,A: LCDM baseline,-1.8430933476620956,0.15832690765636326,5.31604579917916,8.74255776364218,0.9889649159807719,1.0,0.15637555474661458,0.20309905379288348,0.9937562568597212,0.5644447098058968,0.16471333262602852,0.1636849048853323
A,A: LCDM baseline,-1.8412465607405903,0.15861957388164288,5.304392172596364,8.718577406233253,0.9889179981144214,1.0,0.15666280377389505,0.20347213004344017,0.993730871113226,0.5643340566448162,0.16501589746523,0.16398139153565378
A,A: LCDM baseline,-1.8393997738190855,0.15891278109847393,5.292760047917903,8.694669157177824,0.9888708080836793,1.0,0.15695057307204976,0.20384588201676215,0.9937053379591465,0.5642236655998878,0.16531901031559412,0.1642783830167291
A,A: LCDM baseline,-1.8375529868975802,0.15920653030687582,5.281149385470981,8.670820732254684,0.9888233222443054,1.0,0.15723886353064176,0.20422031086820522,0.9936796529369711,0.5641127398082593,0.16562267211411444,0.164575879344847
A,A: LCDM baseline,-1.8357061999760753,0.15950082250871617,5.26956014565601,8.647047687898771,0.9887755682410523,1.0,0.15752767603262893,0.2045954177445466,0.9936538271170245,0.5640017038346284,0.1659268837908273,0.16487388310035733
A,A: LCDM baseline,-1.83385941305457,0.15979565870771484,5.257992288946462,8.623330483904986,0.9887275084615804,1.0,0.1578170114678111,0.2049712038014496,0.993627821057586,0.5638921754157152,0.16623164628297563,0.16517238848696844
A,A: LCDM baseline,-1.8320126261330651,0.16009103990944681,5.246445775888741,8.59969189247482,0.9886791846671036,1.0,0.15810687071477664,0.20534767018001632,0.9936016525894739,0.563784658666475,0.16653696051599323,0.16547139918591883
A,A: LCDM baseline,-1.8301658392115598,0.16038696712134612,5.2349205671020425,8.57610520175834,0.9886305449179479,1.0,0.15839725466319388,0.20572481803573933,0.9935753275149304,0.5636760340071308,0.1668428274269846,0.16577091690428325
A,A: LCDM baseline,-1.828319052290055,0.1606834413527087,5.22341662327823,8.552600315734686,0.9885816454533699,1.0,0.1586881642044677,0.20610264852636667,0.9935488534248645,0.5635684500471468,0.1671492479548834,0.1660709436564028
A,A: LCDM baseline,-1.8264722653685497,0.16098046361469656,5.211933905181684,8.529143434526773,0.9885324196418457,1.0,0.15897960022631927,0.20648116280486195,0.9935222152005498,0.5634599263974371,0.16745622303474306,0.16637147765859525
A,A: LCDM baseline,-1.8246254784470448,0.16127803492034046,5.200472373649188,8.505771510621104,0.9884829385675693,1.0,0.1592715636131781,0.20686036201991367,0.9934953647508743,0.5633581592531541,0.16776375359815,0.16667251157296983
A,A: LCDM baseline,-1.8227786915255395,0.16157615628454403,5.189031989589775,8.482446946353194,0.9884331269516836,1.0,0.15956405525029665,0.20724024732127913,0.9934683626330235,0.5632541413629666,0.1680718405775574,0.1669740562633045
A,A: LCDM baseline,-1.8209319046040342,0.1618748287240868,5.177612713984612,8.459204038146167,0.9883830518524502,1.0,0.1598570760282387,0.20762081986561393,0.9934411536275711,0.5631559361611262,0.1683804849110129,0.1672761031783665
A,A: LCDM baseline,-1.8190851176825293,0.16217405325762768,5.16621450788686,8.436011436683254,0.9883326491491449,1.0,0.16015062683377382,0.2080020808046458,0.9934137945492044,0.56305548877335,0.16868968753256774,0.16757866259304774
A,A: LCDM baseline,-1.817238330761024,0.16247383090570894,5.154837332421528,8.412896467346956,0.9882819730246324,1.0,0.16044470857035828,0.20838403131177494,0.9933862969854445,0.5629544642999469,0.16899944939384948,0.16788173722593513
A,A: LCDM baseline,-1.8153915438395192,0.16277416269075892,5.1434811487853676,8.389835095266507,0.9882309731359641,1.0,0.160739322134555,0.2087666725514486,0.9933586289374806,0.5628531753176136,0.16930977143922482,0.16818532242258658
A,A: LCDM baseline,-1.8135447569180139,0.16307504963709624,5.132145918246715,8.36684737524135,0.9881796896734398,1.0,0.161034468426841,0.2091500056931976,0.9933308006411256,0.5627526907392012,0.1696206546171833,0.16848942065615852
A,A: LCDM baseline,-1.811697969996509,0.16337649277093266,5.120831602145374,8.343916503272764,0.9881280864387364,1.0,0.16133014834399978,0.20953403190175568,0.9933028094795084,0.5626515011467768,0.16993209987232386,0.1687940322239317
A,A: LCDM baseline,-1.8098511830750037,0.16367849312037716,5.10953816189248,8.321055346784169,0.9880761892597261,1.0,0.16162636278835618,0.20991875234905355,0.9932746421164349,0.5625519679337387,0.17024410815508245,0.16909915560017116
A,A: LCDM baseline,-1.8080043961534988,0.16398105171543895,5.098265558970367,8.298254249785494,0.9880239764550148,1.0,0.16192311265885032,0.21030416820262593,0.9932463398936099,0.5624495968487591,0.17055668041232963,0.16940479856395055
A,A: LCDM baseline,-1.8061576092319935,0.16428416958803138,5.087013754932436,8.275518974823472,0.9879714591146911,1.0,0.16222039886733214,0.21069028064677467,0.9932178698130097,0.5623476988604954,0.17086981760453426,0.16971095625651303
A,A: LCDM baseline,-1.8043108223104882,0.1645878477719752,5.0757827114030265,8.25284693175834,0.9879186304521235,1.0,0.16251822230810087,0.21107709084300696,0.9931891918165663,0.5622492749505321,0.17118352067367865,0.17001762255020536
A,A: LCDM baseline,-1.8024640353889834,0.16489208730300206,5.064572390077288,8.23023686005716,0.98786548643869,1.0,0.16281658387528597,0.21146459995260944,0.9931603183019485,0.5621530760617253,0.17149779056156628,0.17032480026220606
A,A: LCDM baseline,-1.800617248467478,0.16519688921875847,5.053382752721035,8.207693153971798,0.9878120355659616,1.0,0.16311548447703456,0.21185280915507482,0.9931313240160864,0.5620533359725819,0.1718126282247657,0.17063250295154517
A,A: LCDM baseline,-1.7987704615459732,0.16550225455880863,5.0422137611706415,8.185207610989778,0.9877582583000342,1.0,0.1634149250320875,0.21224171964365476,0.9931021761460109,0.561951887764313,0.172128034631004,0.17094072576778602
A,A: LCDM baseline,-1.796923674624468,0.1658081843646387,5.031065377332883,8.162791528990175,0.9877041787998025,1.0,0.16371490644682224,0.21263133259554357,0.993072848570062,0.5618519976804371,0.17244401073498583,0.1712494649594387
A,A: LCDM baseline,-1.795076887702963,0.16611467967965982,5.019937563184831,8.14042984388959,0.9876497616337848,1.0,0.16401542962980784,0.21302164919078187,0.9930433408195408,0.5617520678992285,0.1727605574937241,0.17155872117541413
A,A: LCDM baseline,-1.7932301007814577,0.166421741549212,5.008830280773702,8.118140677118777,0.9875950470230817,1.0,0.16431649548975766,0.21341267060959782,0.9930136879436215,0.5616511108417608,0.17307767586438383,0.17186850121080252
A,A: LCDM baseline,-1.7913833138599529,0.16672937102056734,4.997743492216752,8.095902182745878,0.987539983240537,1.0,0.16461810494421603,0.21380439804368903,0.9929838583439847,0.5615493382965742,0.17339536681343182,0.17217880035737204
A,A: LCDM baseline,-1.7895365269384476,0.16703756914293413,4.9866771597011175,8.07373922636133,0.9874846269701782,1.0,0.1649202588984963,0.21419683266886774,0.992953826633801,0.5614513573600438,0.17371363129445175,0.17248961493227907
A,A: LCDM baseline,-1.7876897400169427,0.1673463369674598,4.9756312454837195,8.051623259226453,0.9874289097851982,1.0,0.1652229582564478,0.2145899756590447,0.9929235877396245,0.5613544527369925,0.17403247025948526,0.17280094475323762
A,A: LCDM baseline,-1.7858429530954374,0.1676556755472351,4.964605711891103,8.029585812377649,0.9873729052391887,1.0,0.1655262039259911,0.2149838281934183,0.9928931681419733,0.5612598087403537,0.17435188466486226,0.173112795136419
A,A: LCDM baseline,-1.783996166173932,0.1679655859372972,4.953600521319333,8.007593090631032,0.9873165311395858,1.0,0.1658299968185941,0.21537839145579424,0.9928625576213649,0.5611645474323056,0.17467187547064913,0.17342516502430924
A,A: LCDM baseline,-1.7821493792524272,0.16827606919463353,4.9426156362338585,7.985679078441536,0.9872598682906931,1.0,0.16613433785203474,0.2157736666381736,0.9928317795669257,0.5610704282217248,0.17499244364355881,0.17373805923339947
A,A: LCDM baseline,-1.780302592330922,0.16858712637818551,4.931651019169373,7.963810924085045,0.9872028353615464,1.0,0.16643922794261726,0.21616965493064344,0.9928008365437517,0.5609736524476814,0.17531359014875184,0.17405147895716924
A,A: LCDM baseline,-1.778455805409417,0.16889875854885178,4.920706632729707,7.942017675398888,0.9871455024465117,1.0,0.1667446680028127,0.21656635751831232,0.9927696582391163,0.5608828150612182,0.1756353159473513,0.17436541258777116
A,A: LCDM baseline,-1.7766090184879118,0.16921096676949227,4.909782439587681,7.920273396891726,0.9870878038976034,1.0,0.16705065894088036,0.21696377558081856,0.9927383004581092,0.560790647169023,0.17595762199604387,0.174679870613003
A,A: LCDM baseline,-1.774762231566407,0.16952375210493134,4.898878402484997,7.898600261626087,0.9870297938884552,1.0,0.16735720168801418,0.21736191032758784,0.9927068092713002,0.5606959754573004,0.17628050927567374,0.1749948618997739
A,A: LCDM baseline,-1.7729154446449016,0.16983711562196202,4.887994484232089,7.876979171345117,0.9869714228606049,1.0,0.16766429717143308,0.2177607629628831,0.9926751243954562,0.5606013233279705,0.1766039787628982,0.1753103765871925
A,A: LCDM baseline,-1.7710686577233967,0.17015105838934888,4.877130647708025,7.855425502988564,0.9869127286570681,1.0,0.16797194630079637,0.21816033466816104,0.9926432033582882,0.5605115765228252,0.17692803141587862,0.1756264078685336
A,A: LCDM baseline,-1.7692218708018914,0.1704655814778325,4.866286855860348,7.8339269172064165,0.9868536782215209,1.0,0.16828014998679636,0.21856062662622,0.9926110896616805,0.5604219446108025,0.17725266819386443,0.17594296412135207
A,A: LCDM baseline,-1.767375083880386,0.17078068596013246,4.855463071704976,7.812492072799624,0.9867942926503619,1.0,0.16858890915515745,0.21896164003938184,0.9925787994201565,0.5603321119482083,0.1775778900719387,0.17626004893116942
A,A: LCDM baseline,-1.7655282969588812,0.17109637291095123,4.844659258326065,7.791115311662894,0.9867345558081746,1.0,0.16889822473186317,0.219363376110305,0.99254633809599,0.5602409887673531,0.17790369802545736,0.1765776640089025
A,A: LCDM baseline,-1.763681510037376,0.1714126434069781,4.833875378875877,7.769798651779519,0.9866744716225426,1.0,0.16920809764313,0.2197658360419504,0.9925136445040238,0.5601533599421689,0.1782300930300218,0.17689579919351814
A,A: LCDM baseline,-1.761834723115871,0.17172949852689234,4.823111396574671,7.748543039287082,0.9866140413039641,1.0,0.16951852880561513,0.2201690210248636,0.9924807858115322,0.5600642132205197,0.1785570760511644,0.17721446715146916
A,A: LCDM baseline,-1.7599879361943658,0.17204693935136742,4.8123672747105575,7.72734392801468,0.9865532511827292,1.0,0.16982951915850747,0.220572932278854,0.9924477577141656,0.5599733219850013,0.1788846480781506,0.1775336678746482
A,A: LCDM baseline,-1.758141149272861,0.17236496696307413,4.801642976639393,7.706208791996181,0.9864921202465798,1.0,0.1701410696274335,0.22097757100611629,0.9924145216476397,0.5598843654822048,0.17921281008596032,0.1778533951945876
A,A: LCDM baseline,-1.7562943623513556,0.17268358244668489,4.7909384657846354,7.685126596917248,0.9864306167936667,1.0,0.17045318114273839,0.22138293841497378,0.9923811020540861,0.5597942035311924,0.17954156305454375,0.1781736542085813
A,A: LCDM baseline,-1.7544475754298507,0.17300278688887677,4.780253705637242,7.664111269011649,0.9863687780267116,1.0,0.17076585463201466,0.2217890357101746,0.9923474903729153,0.5597050251655802,0.17987090796095162,0.17849444410614795
A,A: LCDM baseline,-1.7526007885083454,0.17332258137833598,4.769588659755517,7.643145361184792,0.986306553770429,1.0,0.17107909103105975,0.22219586410712344,0.9923136821239787,0.5596150851641909,0.1802008457908771,0.17881576480860054
A,A: LCDM baseline,-1.7507540015868401,0.1736429670057608,4.758943291765015,7.62224917681906,0.9862439998867496,1.0,0.17139289126647292,0.22260342480927836,0.9922796800134209,0.5595264911840268,0.18053137752032478,0.17913761751824997
A,A: LCDM baseline,-1.7489072146653353,0.1739639448638657,4.748317565358403,7.6013989307602285,0.9861810472791158,1.0,0.17170725627460118,0.22301171903275785,0.9922454692718585,0.5594374830002009,0.18086250413556662,0.17946000028967876
A,A: LCDM baseline,-1.74706042774383,0.17428551604738532,4.737711444295329,7.580621229128197,0.9861177709194767,1.0,0.17202218698665075,0.22342074798700348,0.992211094703851,0.5593478843599642,0.18119422661745985,0.1797829219461275
A,A: LCDM baseline,-1.745213640822325,0.17460768165307752,4.727124892402319,7.559886022792026,0.9860540823355421,1.0,0.17233768434580674,0.22383051289701492,0.9921765019477753,0.559258036780164,0.18152654595947912,0.18010637338073807
A,A: LCDM baseline,-1.7433668539008198,0.17493044277972786,4.716557873572632,7.539226146833285,0.9859900760667561,1.0,0.17265374926527371,0.2242410149488534,0.992141614712093,0.5591772003073079,0.1818594631235201,0.18043034139404357
A,A: LCDM baseline,-1.741520066979315,0.17525380052815265,4.706010351766156,7.5186082820463565,0.985925652527752,1.0,0.1729703826633762,0.2246522553352299,0.9921065197334049,0.559095104268035,0.18219297907687146,0.180754842391816
A,A: LCDM baseline,-1.7396732800578096,0.1755777560012034,4.695482291009267,7.49806265797354,0.9858609001182076,1.0,0.17328758548086481,0.22506423527798225,0.9920712235799773,0.5590148267660292,0.18252709481044363,0.18107987828509534
A,A: LCDM baseline,-1.7378264931363048,0.1759023103037699,4.684973655394725,7.477561735700841,0.9857957348159966,1.0,0.17360535865169419,0.2254769559901216,0.9920357260627954,0.5589330306647246,0.18286181130798862,0.18140544975007838
A,A: LCDM baseline,-1.7359797062147995,0.17622746454278468,4.674484409081531,7.457129497693874,0.9857302277098806,1.0,0.17392370311992159,0.2258904186977804,0.9920000224775763,0.5588528765272983,0.1831971295638999,0.18173155664521617
A,A: LCDM baseline,-1.7341329192932946,0.17655321982722602,4.664014516294828,7.436744869610974,0.9856643130184481,1.0,0.1742426198202856,0.2263046246149881,0.9919641151713228,0.5587715999158884,0.18353305056275537,0.18205820010617726
A,A: LCDM baseline,-1.7322861323717893,0.1768795772681226,4.653563941325752,7.416425408205824,0.9855980433229168,1.0,0.17456210969723848,0.22671957496839004,0.9919279922219777,0.5586921048529886,0.18386957529936435,0.18238537865740623
A,A: LCDM baseline,-1.730439345450284,0.1772065379785564,4.643132648531338,7.396156429664329,0.9855313715399961,1.0,0.17488217368946868,0.22713527097714573,0.9918916877543448,0.5586101797693421,0.1842067047624652,0.1827130992825079
A,A: LCDM baseline,-1.7285925585287791,0.1775341030736671,4.63272060233438,7.375949138748741,0.985464331282208,1.0,0.1752028127493955,0.22755171387824813,0.9918551802961308,0.5585286430066387,0.18454443995525924,0.18304135876447214
A,A: LCDM baseline,-1.7267457716072738,0.17786227367065585,4.622327767223311,7.355795168755772,0.9853968946286285,1.0,0.17552402781284504,0.22796890488713908,0.9918184282393545,0.5584492701901165,0.18488278186346982,0.18337015011634608
A,A: LCDM baseline,-1.724898984685769,0.17819105088878864,4.611954107752095,7.335699445551127,0.985329075755046,1.0,0.1758458198129398,0.22838684521574906,0.9917814268540202,0.5583729027552855,0.1852217314699725,0.1836994731216615
A,A: LCDM baseline,-1.7230521977642637,0.17852043584940075,4.601599588540085,7.315659846748852,0.985260866374078,1.0,0.17616818969506007,0.22880553609192877,0.9917442559922454,0.5582937651409864,0.18556128977055425,0.18402934326445977
A,A: LCDM baseline,-1.7212054108427588,0.1788504296758999,4.591264174271928,7.295675091792241,0.9851922607497652,1.0,0.1764911384141211,0.2292249787559129,0.9917068755795992,0.5582143913263459,0.1859014577710454,0.18435975385181624
A,A: LCDM baseline,-1.7193586239212535,0.17918103349377076,4.580947829697417,7.275749230437557,0.9851232707064622,1.0,0.1768146669241108,0.22964517444673174,0.9916693340148574,0.5581319802884888,0.18624223647629945,0.18469071461188946
A,A: LCDM baseline,-1.7175118369997486,0.17951224843057814,4.570650519631394,7.255874847563877,0.9850538701143785,1.0,0.17713877617911428,0.2300661244035417,0.9916315417151147,0.5580515950771179,0.18658362689127234,0.18502220959299012
A,A: LCDM baseline,-1.7156650500782433,0.1798440756159714,4.560372208953615,7.236062093508208,0.9849840913949173,1.0,0.17746346711481864,0.23048782984160418,0.9915935164690337,0.557973240952986,0.186925630001541,0.18535424277141754
