SNID,zHD,MU_SH0ES,mu_resid,MHOST,Reff_kpc,stellar_age_Gyr,sigma_v_km_s,logsSFR,metallicity,morphology
SN_EXAMPLE_001,0.023,35.12,,10.55,4.8,5.6,180.0,-10.8,8.85,early/quiescent
