w0_offset,hump_amp,w0,w_z2,H0_eff_z0p1,H0_eff_z0p3,H0_eff_z0p5,H0_eff_z1p0,H0_eff_z1p5,H0_mean_lowz,H0_mean_z0p1_to_1p5,delta_H0_lowz,omega_de_1090,target_distance,cmb_safe,w_reasonable,not_too_extreme_z2,score
-0.025,-0.14,-1.0368521184071542,-1.14004824081265,67.27944723803827,67.09398075110566,66.97021218201525,66.82350699981288,66.78065998575572,67.11454672371973,66.98956143134555,-0.28545327628027906,1.2313764436939262e-09,5.885453276280273,True,True,True,5.885453276280273
-0.034999999999999996,-0.055,-1.039656189374239,-1.0550675580349553,67.27252183433153,67.08832113042516,66.97914149031395,66.88568567542295,66.88523942731983,67.11332815169021,67.02218191156268,-0.2866718483097941,1.4900451898337906e-09,5.886671848309788,True,True,True,5.886671848309788
-0.030000000000000002,-0.1,-1.038465798862253,-1.100057899053284,67.27525385629762,67.08909450052711,66.97150098884902,66.84939892892102,66.82646190950344,67.11194978189125,67.00234203681964,-0.28805021810875076,1.3463655488529747e-09,5.888050218108745,True,True,True,5.888050218108745
-0.04,-0.015,-1.041269869829338,-1.0150772162755894,67.26832934790853,67.08343584826146,66.98043561203482,66.91188916437926,66.93236400424132,67.11073360273494,67.03529079536509,-0.28926639726506664,1.6291894489712167e-09,5.889266397265061,True,True,True,5.889266397265061
-0.025,-0.145,-1.0372754083502667,-1.145048240071613,67.27798610745069,67.08986798542267,66.96386739885415,66.81333111720254,66.76853207861495,67.11057383057583,66.982716937509,-0.2894261694241749,1.2165404133248159e-09,5.889426169424169,True,True,True,5.889426169424169
-0.034999999999999996,-0.06,-1.0400794793173518,-1.0600675572939182,67.27106101724075,67.08420909319042,66.97279177524595,66.87542850043592,66.87286344711649,67.10935396189238,67.0152707666459,-0.29064603810762435,1.472092632924584e-09,5.890646038107619,True,True,True,5.890646038107619
-0.030000000000000002,-0.105,-1.0388890888053657,-1.105057898312247,67.2737929157505,67.08498245293376,66.96515484771864,66.83918757041857,66.81422206223736,67.10797673880097,66.99546796981177,-0.2920232611990343,1.3301440917423312e-09,5.892023261199029,True,True,True,5.892023261199029
-0.04,-0.02,-1.0416931597724506,-1.0200772155345523,67.26686872084993,67.07932452904133,66.97408454003612,66.90159621999678,66.9198728681869,67.10675926330913,67.0283493756222,-0.29324073669087625,1.6095604360432412e-09,5.893240736690871,True,True,True,5.893240736690871
-0.025,-0.15,-1.0376986982933794,-1.150048239330576,67.27652504344444,67.08575592752658,66.95752483183402,66.80316536755404,66.75642631476707,67.10660193426834,66.97587949702522,-0.29339806573166527,1.2018831323527524e-09,5.89339806573166,True,True,True,5.89339806573166
-0.034999999999999996,-0.065,-1.0405027692604643,-1.065067556552881,67.26960026672951,67.08009776360795,66.96644427665551,66.8651815358722,66.86051019015109,67.10538076899765,67.00836680660325,-0.29461923100235765,1.4543563743540501e-09,5.894619231002352,True,True,True,5.894619231002352
-0.030000000000000002,-0.11,-1.0393123787484784,-1.11005789757121,67.27233204178378,67.0808711130448,66.95881092271549,66.82898637909173,66.80200462283732,67.10400469251469,66.98860101589462,-0.2959953074853132,1.314118076107943e-09,5.8959953074853075,True,True,True,5.8959953074853075
-0.04,-0.025,-1.0421164497155633,-1.0250772147935152,67.2654081603698,67.0752139173908,66.9677356844975,66.89131351995465,66.90740472351004,67.1027859207527,67.02141520114455,-0.29721407924731125,1.5901679199500314e-09,5.897214079247306,True,True,True,5.897214079247306
-0.025,-0.155,-1.038121988236492,-1.1550482385895389,67.27506404601947,67.08164457738705,66.95118448058746,66.7930097416521,66.74434264580364,67.10263103466467,66.96904909828996,-0.2973689653353375,1.18740244714593e-09,5.897368965335332,True,True,True,5.897368965335332
-0.034999999999999996,-0.07,-1.040926059203577,-1.070067555811844,67.26813958279767,67.07598714164729,66.9600989941772,66.85494477256374,66.84817960730888,67.10140857287405,67.00147001969894,-0.298591427125956,1.436833808088331e-09,5.89859142712595,True,True,True,5.89859142712595
-0.030000000000000002,-0.115,-1.039735668691591,-1.115057896830173,67.27087123439739,67.07676048082992,66.9524692134729,66.81879534574617,66.78980954256264,67.10003364290007,66.9817411634018,-0.29996635709993313,1.2982851472063166e-09,5.8999663570999274,True,True,True,5.8999663570999274
-0.04,-0.03,-1.042539739658676,-1.030077214052478,67.26394766646813,67.07110401327971,66.96138904505418,66.88104105510935,66.89495952079939,67.098813574934,67.01448826014214,-0.3011864250660068,1.5710090512995723e-09,5.901186425066001,True,True,True,5.901186425066001
-0.025,-0.16,-1.0385452781796047,-1.160048237848502,67.27360311517573,67.07753393497383,66.9448463447464,66.78286423027757,66.73228102337835,67.09866113163199,66.96222572971037,-0.3013388683680205,1.1730962300202154e-09,5.901338868368015,True,True,True,5.901338868368015
-0.034999999999999996,-0.075,-1.0413493491466896,-1.075067555070807,67.26667896544512,67.07187722727828,66.95375592744503,66.84471820133979,66.83587164953447,67.09743737338947,66.99458039420853,-0.3025626266105377,1.4195223594919217e-09,5.902562626610532,True,True,True,5.902562626610532
-0.030000000000000002,-0.12,-1.0401589586347035,-1.1200578960891359,67.26941049359124,67.07265055625892,66.94612971962397,66.80861446118514,66.77763677273553,67.09606358982471,66.97488840067896,-0.3039364101752966,1.282642978664696e-09,5.903936410175291,True,True,True,5.903936410175291
-0.04,-0.035,-1.0429630296017887,-1.0350772133114412,67.26248723914485,67.06699481667769,66.95504462134127,66.8707788163141,66.88253721070004,67.09484222572128,67.00756854083559,-0.3051577742787259,1.5520810150302648e-09,5.90515777427872,True,True,True,5.90515777427872
-0.025,-0.165,-1.0389685681227174,-1.1650482371074649,67.27214225091313,67.07342400025658,66.9385104239427,66.77272882420901,66.72024139921098,67.09469222503748,66.95540937970648,-0.3053077749625288,1.158962378926507e-09,5.905307774962523,True,True,True,5.905307774962523
-0.034999999999999996,-0.08,-1.0417726390898023,-1.08006755432977,67.2652184146719,67.06776802047064,66.94741507609288,66.83450181302587,66.82358626783137,67.09346717041181,66.98769791841853,-0.3065328295881926,1.4024194849493795e-09,5.906532829588187,True,True,True,5.906532829588187
-0.030000000000000002,-0.125,-1.0405822485778162,-1.125057895348099,67.2679498193653,67.06854133930138,66.93979244080097,66.79844371620786,66.76548626473931,67.09209453315587,66.96804271608296,-0.307905466844133,1.2671892721392166e-09,5.907905466844127,True,True,True,5.907905466844127
-0.04,-0.04,-1.0433863195449011,-1.040077212570404,67.26102687839985,67.0628863275545,66.94870241299314,66.86052679441792,66.87013774391347,67.0908718729825,67.00065603145578,-0.3091281270175017,1.5333810299973085e-09,5.909128127017496,True,True,True,5.909128127017496
-0.025,-0.17,-1.03939185806583,-1.1700482363664277,67.27068145323166,67.06931477320487,66.93217671780732,66.76260351422144,66.70822372508482,67.09072431474796,66.94860003671003,-0.30927568525204663,1.1449988171418908e-09,5.909275685252041,True,True,True,5.909275685252041
-0.034999999999999996,-0.085,-1.042195929032915,-1.0850675535887329,67.26375793047791,67.0636595211939,66.94107643975401,66.82429559844353,66.81132341326257,67.0894979638086,66.98082258062638,-0.3105020361914086,1.38552267149158e-09,5.910502036191403,True,True,True,5.910502036191403
-0.045,0.0,-1.045,-1.0000868708110382,67.25683588475734,67.05800547745628,66.94999172916098,66.88668991002977,66.91729948001597,67.08827769712487,67.01376449628407,-0.3117223028751397,1.6765721015432998e-09,5.911722302875134,True,True,True,5.911722302875134
-0.030000000000000002,-0.13,-1.041005538520929,-1.1300578946070619,67.26648921171946,67.06443282992699,66.93345737663618,66.78828310161086,66.75335797002035,67.08812647276086,66.96120409798277,-0.3118735272391433,1.251921756977237e-09,5.911873527239138,True,True,True,5.911873527239138
-0.04,-0.045,-1.0438096094880138,-1.045077211829367,67.25956658423314,67.05877854587987,66.94236241964421,66.85028498026628,66.85776107119833,67.08690251658574,66.99375072024436,-0.3130974834142677,1.5149063485640452e-09,5.913097483414262,True,True,True,5.913097483414262
-0.025,-0.17500000000000002,-1.0398151480089426,-1.1750482356253908,67.26922072213121,67.06520625378863,66.92584522597147,66.7524882910874,66.69622795284916,67.08675740063043,66.94179768916557,-0.3132425993695733,1.1312034929644985e-09,5.913242599369568,True,True,True,5.913242599369568
-0.034999999999999996,-0.09,-1.0426192189760277,-1.0900675528476957,67.26229751286306,67.0595517294179,66.93474001806115,66.81409954841146,66.79908303695144,67.08552975344737,66.97395436914101,-0.3144702465526308,1.3688294364264792e-09,5.914470246552625,True,True,True,5.914470246552625
-0.045,-0.005,-1.0454232899431126,-1.005086870070001,67.25537578061319,67.05389841330478,66.94365037931006,66.87641236710056,66.90480750937442,67.084308191076,67.0068288899406,-0.31569180892400084,1.6563722067581244e-09,5.915691808923995,True,True,True,5.915691808923995
-0.030000000000000002,-0.135,-1.0414288284640416,-1.1350578938660247,67.26502867065369,67.06032502810528,66.92712452676085,66.77813260818712,66.7412518400873,67.08415940850661,66.95437253475886,-0.31584059149339794,1.236838189883673e-09,5.915840591493392,True,True,True,5.915840591493392
-0.04,-0.05,-1.0442328994311265,-1.05007721108833,67.25810635664463,67.05467147162335,66.93602464092777,66.84005336470074,66.84540714337051,67.0829341563986,66.9868525954534,-0.3170658436014122,1.4966542561982551e-09,5.9170658436014065,True,True,True,5.9170658436014065
-0.025,-0.18,-1.0402384379520553,-1.1800482348843537,67.26776005761175,67.06109844197704,66.9195159480652,66.74238314557623,66.68425403441812,67.08279148255133,66.93500232552967,-0.31720851744867673,1.117574379412042e-09,5.917208517448671,True,True,True,5.917208517448671
-0.034999999999999996,-0.095,-1.0430425089191402,-1.0950675521066588,67.2608371618273,67.05544464511206,66.92840581064695,66.80391365374477,66.78686509008183,67.08156253919543,66.96709327228258,-0.31843746080457436,1.3523373269743292e-09,5.918437460804569,True,True,True,5.918437460804569
-0.045,-0.01,-1.0458465798862253,-1.010086869328964,67.25391574304632,67.04979205648897,66.93731124407695,66.86614505665443,66.89233855179786,67.08033968120408,66.99990053041292,-0.3196603187959255,1.6364156869809732e-09,5.91966031879592,True,True,True,5.91966031879592
-0.030000000000000002,-0.14,-1.0418521184071543,-1.1400578931249878,67.26356819616795,67.0562179338059,66.92079389080637,66.76799222672682,66.72916782651306,67.08019334026007,66.94754801480401,-0.31980665973993894,1.2219363545914206e-09,5.919806659739933,True,True,True,5.919806659739933
-0.04,-0.055,-1.0446561893742392,-1.055077210347293,67.25664619563422,67.05056510475451,66.9296890764773,66.8298319385594,66.83307591130404,67.07896679228868,66.9799616453459,-0.3210332077113236,1.478622071073302e-09,5.921033207711318,True,True,True,5.921033207711318
-0.034999999999999996,-0.1,-1.0434657988622529,-1.1000675513656217,67.25937687737061,67.05133826824598,66.92207381714313,66.793737905255,66.77466952389815,67.07759632091991,66.96023927838257,-0.3224036790800966,1.336043919907286e-09,5.922403679080091,True,True,True,5.922403679080091
-0.045,-0.015,-1.0462698698293378,-1.015086868587927,67.25245577205656,67.04568640697829,66.93097432309551,66.8558879695529,66.87989255786631,67.07637216737679,66.99297940590992,-0.3236278326232167,1.616699609949327e-09,5.923627832623211,True,True,True,5.923627832623211
-0.030000000000000002,-0.145,-1.0422754083502668,-1.1450578923839505,67.26210778826214,67.0521115469983,66.91446546840345,66.7578619480168,66.71710588093265,67.07622826788797,66.94073052652267,-0.3237717321120357,1.20721406153567e-09,5.92377173211203,True,True,True,5.92377173211203
-0.04,-0.06,-1.045079479317352,-1.0600772096062558,67.25518610120186,67.04645944524293,66.92335572592557,66.81962069267689,66.82076732593114,67.07500042412344,66.97307785819567,-0.3249995758765607,1.4608071436740763e-09,5.924999575876555,True,True,True,5.924999575876555
-0.034999999999999996,-0.105,-1.0438890888053656,-1.1050675506245846,67.25791665949284,67.04723259878918,66.91574403718127,66.78357229375092,66.76249628970625,67.07363109848777,66.95339237578409,-0.3263689015122395,1.3199468211933465e-09,5.926368901512234,True,True,True,5.926368901512234
-0.045,-0.02,-1.0466931597724505,-1.02008686784689,67.25099586764394,67.04158146474238,66.9246396159995,66.84564109665503,66.86746947821685,67.07240564946194,66.98606550465153,-0.32759435053806385,1.5972210787295364e-09,5.927594350538058,True,True,True,5.927594350538058
-0.030000000000000002,-0.15,-1.0426986982933795,-1.1500578916429136,67.26064744693622,67.04800586765198,66.90813925918239,66.74774176284124,66.70506595504615,67.07226419125686,66.93392005833161,-0.32773580874314234,1.1926691475322327e-09,5.927735808743137,True,True,True,5.927735808743137
-0.04,-0.065,-1.0455027692604646,-1.0650772088652187,67.25372607334754,67.04235449305808,66.91702458890474,66.8094196178842,66.80848133824304,67.07103505177012,66.96620122228752,-0.3289649482298813,1.4432068564077102e-09,5.928964948229876,True,True,True,5.928964948229876
-0.034999999999999996,-0.11,-1.0443123787484783,-1.1100675498835475,67.25645650819406,67.04312763671113,66.90941647039274,66.77341681003777,66.7503453388737,67.06966687176599,66.94655255284188,-0.3303331282340167,1.3040436656446035e-09,5.930333128234011,True,True,True,5.930333128234011
-0.045,-0.025,-1.0471164497155632,-1.0250868671058528,67.24953602980833,67.03747722975072,66.9183071224221,66.83540442881504,66.85506926354135,67.06844012732705,66.9791588148675,-0.3315598726729547,1.5779772312911649e-09,5.931559872672949,True,True,True,5.931559872672949
-0.030000000000000002,-0.155,-1.0431219882364922,-1.1550578909018765,67.25918717219015,67.04390089573639,66.90181526277301,66.73763166198111,66.69304800061748,67.06830111023318,66.92711659865962,-0.3316988897668267,1.1782994754596634e-09,5.931698889766821,True,True,True,5.931698889766821
-0.04,-0.07,-1.045926059203577,-1.0700772081241816,67.25226611207114,67.03825024816946,66.910695665047,66.7992287050089,66.79621789928977,67.06707067509586,66.95933172591725,-0.33292932490414273,1.4258186232189525e-09,5.932929324904137,True,True,True,5.932929324904137
-0.034999999999999996,-0.115,-1.044735668691591,-1.1150675491425106,67.2549964234741,67.03902338198128,66.90309111640795,66.76327144491731,66.73821662282953,67.06570364062111,66.93971979792204,-0.33429635937889657,1.288332116569714e-09,5.934296359378891,True,True,True,5.934296359378891
-0.045,-0.03,-1.0475397396586759,-1.0300868663648157,67.24807625854964,67.03337370197262,66.91197684199584,66.8251779568839,66.84269186458893,67.06447560083937,66.97225932479819,-0.3355243991606329,1.558965240086466e-09,5.935524399160627,True,True,True,5.935524399160627
-0.030000000000000002,-0.16,-1.0435452781796049,-1.1600578901608394,67.25772696402376,67.03979663122088,66.89549347880474,66.72753163621447,66.68105196947509,67.06433902468312,66.92032013594778,-0.335660975316884,1.164102933945273e-09,5.935660975316878,True,True,True,5.935660975316878
-0.04,-0.075,-1.0463493491466898,-1.0750772073831447,67.25080621737263,67.03414671054645,66.90436895398354,66.78904794487511,66.78397696018098,67.06310729396755,66.95246935739173,-0.336892706032458,1.4086398892102048e-09,5.936892706032452,True,True,True,5.936892706032452
-0.034999999999999996,-0.12,-1.0451589586347034,-1.1200675484014735,67.2535364053329,67.0349198345689,66.89676797485716,66.7531361891886,66.72611009306566,67.06174140491964,66.93289409940263,-0.3382585950803616,1.2728098654305624e-09,5.938258595080356,True,True,True,5.938258595080356
-0.045,-0.035,-1.0479630296017886,-1.0350868656237786,67.24661655386788,67.02927088137764,66.90564877435325,66.8149616717094,66.8303372321659,67.06051206986626,66.96536702269482,-0.33948793013374257,1.5401823116349156e-09,5.939487930133737,True,True,True,5.939487930133737
-0.030000000000000002,-0.165,-1.0439685681227175,-1.1650578894198023,67.25626682243714,67.03569307407481,66.88917390690655,66.71744167631638,66.66907781351249,67.06037793447284,66.91353065864948,-0.33962206552716623,1.1500774370548813e-09,5.9396220655271605,True,True,True,5.9396220655271605
-0.04,-0.08,-1.0467726390898024,-1.0800772066421076,67.24934638925194,67.03004388015849,66.89804445534568,66.77887732830354,66.77175847208663,67.05914490825204,66.94561410502925,-0.3408550917479687,1.3916681302661168e-09,5.940855091747963,True,True,True,5.940855091747963
-0.034999999999999996,-0.125,-1.0455822485778161,-1.1250675476604364,67.2520764537704,67.03081699444341,66.89044704537018,66.74301103364715,66.71402570113636,67.05778016452801,66.92607544567352,-0.34221983547199386,1.2574746315030626e-09,5.942219835471988,True,True,True,5.942219835471988
-0.045,-0.04,-1.048386319544901,-1.0400868648827415,67.24515691576293,67.0251687679352,66.89932291912618,66.80475556413488,66.8180053171352,67.05654953427477,66.95848189681888,-0.3434504657252404,1.5216256861127773e-09,5.943450465725235,True,True,True,5.943450465725235
-0.030000000000000002,-0.17,-1.04439185806583,-1.1700578886787654,67.25480674743015,67.03159022426746,66.88285654670706,66.70736177305957,66.6571254846887,67.05641783946822,66.90674815523059,-0.34358216053178126,1.1362209239863354e-09,5.943582160531776,True,True,True,5.943582160531776
-0.04,-0.085,-1.0471959290329151,-1.0850772059010705,67.24788662770894,67.02594175697482,66.89172216876385,66.76871684611176,66.75956238623627,67.05518351781586,66.93876595715912,-0.34481648218414307,1.3749008526827123e-09,5.944816482184137,True,True,True,5.944816482184137
-0.049999999999999996,0.0,-1.05,-1.0000965231233756,67.24096798484813,67.0202944978445,66.90060336505016,66.83077140338662,66.86485888366016,67.05395528258093,66.97149922695792,-0.34604471741907616,1.6637190133594148e-09,5.9460447174190705,True,True,True,5.9460447174190705
-0.034999999999999996,-0.13,-1.0460055385209288,-1.1300675469193995,67.25061656878658,67.02671486157412,66.88412832757649,66.73289596908614,66.7019633986595,67.0538199193124,66.91926382513657,-0.34618008068760275,1.2423241615420496e-09,5.946180080687597,True,True,True,5.946180080687597
-0.045,-0.045,-1.0488096094880137,-1.0450868641417046,67.2436973442348,67.02106736161444,66.8929992759458,66.7945596250004,66.80569607041771,67.05258799393168,66.95160393544262,-0.3474120060683248,1.5032926369475737e-09,5.947412006068319,True,True,True,5.947412006068319
-0.030000000000000002,-0.17500000000000002,-1.0448151480089427,-1.1750578879377283,67.25334673900271,67.02748808176807,66.87654139783434,66.69729191721345,66.64519493502789,67.05245873953504,66.89997261416929,-0.3475412604649648,1.1225313587667055e-09,5.947541260464959,True,True,True,5.947541260464959
-0.04,-0.09,-1.0476192189760278,-1.0900772051600334,67.2464269327436,67.02184034096473,66.88540209386835,66.75856648911369,66.74738865392061,67.05122312252556,66.93192490212219,-0.3487768774744495,1.3583355928009858e-09,5.948776877474444,True,True,True,5.948776877474444
-0.049999999999999996,-0.005,-1.0504232899431127,-1.0050965223823385,67.23950860333004,67.01619380830786,66.89427836577022,66.82053987775734,66.85243500075174,67.04999359246938,66.96459113118344,-0.3500064075306284,1.64367397682836e-09,5.950006407530623,True,True,True,5.950006407530623
-0.034999999999999996,-0.135,-1.0464288284640415,-1.1350675461783624,67.24915675038139,67.0226134359303,66.87781182110501,66.72279098629517,66.68992313731563,67.04986066913891,66.91245922620551,-0.35013933086109716,1.227356229450197e-09,5.9501393308610915,True,True,True,5.9501393308610915
-0.045,-0.05,-1.0492328994311264,-1.0500868634006675,67.24223783928329,67.01696666238463,66.88667784444331,66.78437384514287,66.79340944299285,67.04862744870374,66.9447331268494,-0.3513725512962651,1.4851804704174777e-09,5.951372551296259,True,True,True,5.951372551296259
-0.030000000000000002,-0.18,-1.0452384379520554,-1.1800578871966911,67.25188679715474,67.02338664654604,66.87022845991623,66.68723209954508,66.63328611662062,67.048500634539,66.89320402395654,-0.35149936546100946,1.109006729953139e-09,5.951499365461004,True,True,True,5.951499365461004
-0.04,-0.095,-1.0480425089191403,-1.0950772044189965,67.24496730435597,67.01773963209752,66.87908423028892,66.74842624812075,66.73523722649186,67.04726372224746,66.925090928271,-0.3527362777525411,1.3419699166449121e-09,5.952736277752535,True,True,True,5.952736277752535
-0.049999999999999996,-0.01,-1.0508465798862254,-1.0100965216413016,67.23804928838769,67.01209382577971,66.88795557815818,66.81031854535209,66.84003400446903,67.04603289744186,66.95769024842933,-0.3539671025581441,1.623870449521913e-09,5.953967102558138,True,True,True,5.953967102558138
-0.034999999999999996,-0.14,-1.0468521184071542,-1.1400675454373252,67.24769699855472,67.01851271748116,66.8714975255841,66.71269607606092,66.67790486884962,67.04590241387332,66.90566163730611,-0.3540975861266844,1.2125686359509333e-09,5.954097586126679,True,True,True,5.954097586126679
-0.045,-0.055,-1.049656189374239,-1.0550868626596304,67.24077840090847,67.01286667021542,66.88035862424931,66.77419821539546,66.78114538589857,67.04466789845773,66.93786945933344,-0.3553321015422739,1.4672865252555088e-09,5.955332101542268,True,True,True,5.955332101542268
-0.04,-0.1,-1.048465798862253,-1.1000772036779594,67.2435077425458,67.01363963034245,66.87276857765477,66.73829611394004,66.72310805536269,67.04330531684768,66.91826402396914,-0.3566946831523268,1.3258014195638124e-09,5.956694683152321,True,True,True,5.956694683152321
-0.049999999999999996,-0.015,-1.051269869829338,-1.0150965209002645,67.23659004002101,67.00799455022927,66.88163500184538,66.8001073970275,66.8276558455521,67.04207319736521,66.95079656693505,-0.35792680263479326,1.6043055216571278e-09,5.957926802634788,True,True,True,5.957926802634788
-0.034999999999999996,-0.145,-1.0472754083502667,-1.1450675446962881,67.2462373133065,67.01441270619578,66.86518544064204,66.7026112291673,66.66590854507008,67.04194515338145,66.89887104687634,-0.3580548466185576,1.1979592082653076e-09,5.958054846618552,True,True,True,5.958054846618552
-0.045,-0.06,-1.0500794793173518,-1.0600868619185935,67.2393190291102,67.00876738507547,66.87404161499377,66.76403272658789,66.76890385023134,67.04070934305982,66.93101292119975,-0.359290656940189,1.449608172258514e-09,5.959290656940183,True,True,True,5.959290656940183
-0.04,-0.105,-1.0488890888053657,-1.1050772029369222,67.24204824731316,67.00954033566853,66.86645513559479,66.72817607737659,66.71100109200844,67.03934790619216,66.9114441775923,-0.36065209380784324,1.3098277258790317e-09,5.960652093807838,True,True,True,5.960652093807838
-0.049999999999999996,-0.02,-1.0516931597724506,-1.0200965201592274,67.23513085822994,67.00389598162567,66.87531663646284,66.78990642363657,66.81530047479758,67.03811449210616,66.94391007495054,-0.3618855078938452,1.5849763185090907e-09,5.9618855078938395,True,True,True,5.9618855078938395
-0.034999999999999996,-0.15,-1.0476986982933794,-1.150067543955251,67.24477769463662,67.01031340204335,66.85887556590615,66.69253643639537,66.65393411785072,67.0379888875287,66.89208744336644,-0.3620111124713077,1.1835257997927102e-09,5.962011112471302,True,True,True,5.962011112471302
-0.045,-0.065,-1.0505027692604645,-1.0650868611775564,67.23785972388842,67.00466880693425,66.86772681630643,66.75387736954653,66.75668478714758,67.03675178237636,66.92416350076465,-0.36324821762364934,1.43214281390085e-09,5.963248217623644,True,True,True,5.963248217623644
-0.04,-0.11,-1.0493123787484784,-1.1100772021958851,67.24058881865793,67.00544174804517,66.86014390373754,66.7180661292317,66.69891628796606,67.03539149014688,66.90463137752768,-0.3646085098531273,1.2940464885348747e-09,5.964608509853122,True,True,True,5.964608509853122
-0.049999999999999996,-0.025,-1.0521164497155633,-1.0250965194181905,67.23367174301438,66.99979811993833,66.86900048164105,66.77971561602847,66.80296784305862,67.03415678153125,66.93703076073618,-0.3658432184687541,1.5658799999885195e-09,5.965843218468748,True,True,True,5.965843218468748
-0.034999999999999996,-0.155,-1.048121988236492,-1.1550675432142141,67.24331814254515,67.00621480499316,66.85256790100408,66.68247168852338,66.64198153912955,67.03403361618079,66.88531081523907,-0.3659663838192131,1.1692662897955012e-09,5.965966383819207,True,True,True,5.965966383819207
-0.045,-0.07,-1.050926059203577,-1.0700868604365192,67.23640048524311,67.00057093576085,66.86141422781651,66.74373213509462,66.74448814786349,67.03279521627348,66.91732118635571,-0.3672047837265211,1.4148878839527162e-09,5.967204783726515,True,True,True,5.967204783726515
-0.04,-0.115,-1.049735668691591,-1.1150772014548482,67.23912945658003,67.00134386744116,66.85383488171092,66.70796626030433,66.686853594836,67.03143606857738,66.8978256121745,-0.3685639314226279,1.278455388753752e-09,5.968563931422622,True,True,True,5.968563931422622
-0.049999999999999996,-0.03,-1.052539739658676,-1.0300965186771531,67.23221269437423,66.99570096513621,66.86268653700996,66.76953496504898,66.79065790124554,67.03020006550679,66.93015861256298,-0.3697999344932157,1.5470137602244687e-09,5.96979993449321,True,True,True,5.96979993449321
-0.034999999999999996,-0.16,-1.0485452781796047,-1.160067542473177,67.24185865703191,67.00211691501401,66.8462624455622,66.67241697632669,66.63005076090977,67.03007933920271,66.87854115096893,-0.36992066079729113,1.155178583087382e-09,5.9699206607972854,True,True,True,5.9699206607972854
-0.045,-0.075,-1.0513493491466896,-1.0750868596954823,67.23494131317416,66.9964737715243,66.85510384915302,66.73359701405191,66.73231388365483,67.02883964461716,66.91048596631165,-0.3711603553828411,1.3978408471030973e-09,5.971160355382835,True,True,True,5.971160355382835
-0.04,-0.12,-1.0501589586347035,-1.1200772007138111,67.23767016107946,66.99724669382557,66.84752806914254,66.69787646138931,66.67481296428059,67.0274816413492,66.89102686994349,-0.37251835865080807,1.2630521356954722e-09,5.972518358650802,True,True,True,5.972518358650802
-0.049999999999999996,-0.035,-1.0529630296017887,-1.0350965179361162,67.23075371230945,66.99160451718814,66.85637480219941,66.75936446154044,66.77837060032687,67.026244343899,66.92329361871286,-0.3737556561010109,1.528374827152047e-09,5.973755656101005,True,True,True,5.973755656101005
-0.034999999999999996,-0.165,-1.0489685681227174,-1.1650675417321399,67.24039923809686,66.99801973207488,66.83995919920702,66.66237229057812,66.61814173526038,67.02612605645957,66.87177843904345,-0.37387394354043124,1.1412606097255494e-09,5.973873943540426,True,True,True,5.973873943540426
-0.045,-0.08,-1.0517726390898023,-1.0800868589544452,67.23348220768148,66.99237731419367,66.8487956799442,66.72347199723512,66.72016194585859,67.02488506727312,66.90365782898262,-0.3751149327268877,1.3809991985872428e-09,5.975114932726882,True,True,True,5.975114932726882
-0.04,-0.125,-1.0505822485778162,-1.125077199972774,67.23621093215607,66.99315022716776,66.84122346565968,66.68779672327993,66.66279434802627,67.02352820832785,66.88423513925795,-0.3764717916721594,1.2478344661206425e-09,5.976471791672154,True,True,True,5.976471791672154
-0.049999999999999996,-0.04,-1.0533863195449011,-1.0400965171950791,67.22929479682003,66.98750877606358,66.85006527683854,66.74920409634187,66.76610589132837,67.02228961657404,66.91643576747848,-0.3777103834259634,1.5099604621051275e-09,5.977710383425958,True,True,True,5.977710383425958
-0.034999999999999996,-0.17,-1.04939185806583,-1.170067540991103,67.23893988573995,66.99392325614504,66.83365816156451,66.65233762204781,66.60625441431583,67.02217376781651,66.86502266796262,-0.3778262321834944,1.1275103247065565e-09,5.977826232183489,True,True,True,5.977826232183489
-0.045,-0.085,-1.052195929032915,-1.085086858213408,67.23202316876501,66.98828156373796,66.84248971981799,66.71335707545792,66.70803228587273,67.02093148410698,66.89683676273032,-0.3790685158930245,1.3643604638186413e-09,5.979068515893019,True,True,True,5.979068515893019
-0.055,0.0,-1.055,-1.0001061754357132,67.22510792847721,66.98264107938071,66.85133685869303,66.77507326739556,66.81265303227082,67.01969528885031,66.92936243324347,-0.3803047111496909,1.6509644606786784e-09,5.980304711149685,True,True,True,5.980304711149685
-0.04,-0.13,-1.051005538520929,-1.130077199231737,67.23475176980983,66.98905446743628,66.8349210708889,66.67772703676529,66.65079769786223,67.01957576937833,66.8774504085525,-0.38042423062167074,1.2328001440581286e-09,5.980424230621665,True,True,True,5.980424230621665
-0.049999999999999996,-0.045,-1.0538096094880138,-1.045096516454042,67.22783594790586,66.98341374173121,66.84375796055599,66.73905386028858,66.75386372533478,67.01833588339768,66.90958504716329,-0.38166411660232313,1.4917679594139265e-09,5.9816641166023174,True,True,True,5.9816641166023174
-0.034999999999999996,-0.17500000000000002,-1.0498151480089426,-1.1750675402500659,67.23748059996109,66.98982748719307,66.82735933226003,66.64231296150305,66.59438875027705,67.01822247313805,66.85827382623886,-0.38177752686195277,1.1139257076658316e-09,5.981777526861947,True,True,True,5.981777526861947
-0.045,-0.09,-1.0526192189760277,-1.090086857472371,67.2305641964248,66.98418652012612,66.83618596840196,66.70325223953036,66.69592485515587,67.01697889498429,66.89002275592782,-0.3830211050157146,1.3479221980254067e-09,5.983021105015709,True,True,True,5.983021105015709
