w0_offset,hump_amp,w0,w_z2,H0_eff_z0p1,H0_eff_z0p3,H0_eff_z0p5,H0_eff_z1p0,H0_eff_z1p5,H0_mean_lowz,H0_mean_z0p1_to_1p5,delta_H0_lowz,omega_de_1090,target_distance,cmb_safe,w_reasonable,not_too_extreme_z2,score
-0.01,-0.035,-1.0129630296017886,-1.0350192994374157,67.35787608826428,67.29454927924061,67.25398908253774,67.21034332876155,67.20069518969318,67.30213815001422,67.26349059369947,-0.09786184998579017,1.6254286799662797e-09,5.6978618499857845,True,True,True,5.6978618499857845
-0.005,-0.08,-1.0117726390898023,-1.0800096404557447,67.36061530737297,67.2953237821168,67.2462075767021,67.17289394830834,67.13946709201787,67.30071555539729,67.24290154130361,-0.09928444460271635,1.4686945012029084e-09,5.699284444602711,True,True,True,5.699284444602711
-0.01,-0.04,-1.013386319544901,-1.0400192986963785,67.35641139118164,67.29040246667527,67.24754827278701,67.19981220394652,67.18788308533983,67.29812071021463,67.25641148398606,-0.10187928978537286,1.6058449780261367e-09,5.701879289785367,True,True,True,5.701879289785367
-0.005,-0.085,-1.012195929032915,-1.0850096397147073,67.35915048677631,67.29117695687594,67.23977035814515,67.16240972120528,67.12679635763017,67.29669926726581,67.23586077612657,-0.10330073273419771,1.4509991844463881e-09,5.703300732734192,True,True,True,5.703300732734192
-0.015,0.0,-1.015,-1.0000289569370127,67.35220801794773,67.28548199815897,67.24889092961823,67.22687176230392,67.23693082910587,67.29552698190831,67.27007670742694,-0.10447301809169574,1.7558029197403983e-09,5.70447301809169,True,True,True,5.70447301809169
-0.01,-0.045,-1.0138096094880138,-1.0450192979553417,67.35494676068554,67.28625636346096,67.2411096953997,67.18929152279676,67.1750945389343,67.29410427318207,67.24933977625547,-0.10589572681793413,1.5864972269990054e-09,5.7058957268179284,True,True,True,5.7058957268179284
-0.005,-0.09,-1.0126192189760277,-1.0900096389736704,67.35768573276708,67.28703084103988,67.23333537164535,67.1519358949496,67.1141488593422,67.29268398181743,67.22882733994882,-0.10731601818257275,1.4335170667141756e-09,5.707316018182567,True,True,True,5.707316018182567
-0.015,-0.005,-1.0154232899431126,-1.0050289561959755,67.35074357754762,67.28133661689239,67.24245099396596,67.21631450021354,67.22402296517753,67.29151039613532,67.26297373075941,-0.1084896038646832,1.7346484258735171e-09,5.7084896038646775,True,True,True,5.7084896038646775
-0.01,-0.05,-1.0142328994311265,-1.0500192972143045,67.35348219677594,67.28211096956917,67.2346733500256,67.17878127619589,67.16232950033863,67.29008883879025,67.24227545858105,-0.10991116120975164,1.5673825840703146e-09,5.709911161209746,True,True,True,5.709911161209746
-0.005,-0.095,-1.0130425089191402,-1.0950096382326333,67.35622104534522,67.28288543458027,67.22690261685166,67.14147246039235,67.10152454735196,67.28866969892572,67.2218012209043,-0.11133030107428965,1.4162455793139752e-09,5.711330301074284,True,True,True,5.711330301074284
-0.015,-0.01,-1.0158465798862253,-1.0100289554549386,67.34927920373309,67.27719194486626,67.23601329028159,67.20576770621223,67.21113888213833,67.28749481296032,67.25587820544631,-0.11250518703968737,1.713748808339831e-09,5.712505187039682,True,True,True,5.712505187039682
-0.01,-0.055,-1.0146561893742392,-1.0550192964732674,67.35201769945284,67.27796628497188,67.22823923631466,67.16828145502272,67.1495879194688,67.28607440691313,67.23521851904619,-0.11392559308687566,1.5484982406766687e-09,5.71392559308687,True,True,True,5.71392559308687
-0.005,-0.1,-1.0134657988622529,-1.1000096374915962,67.35475642451075,67.2787407374687,67.22047209341228,67.13101940838081,67.0889233719148,67.28465641846391,67.21478240713748,-0.11534358153609503,1.3991821845019457e-09,5.715343581536089,True,True,True,5.715343581536089
-0.015,-0.015,-1.0162698698293378,-1.0150289547139015,67.34781489650409,67.27304798205229,67.22957781821567,67.19523137120744,67.19827852963977,67.28348023225736,67.24879011952386,-0.11651976774264483,1.6931009963050576e-09,5.716519767742639,True,True,True,5.716519767742639
-0.01,-0.06,-1.0150794793173519,-1.0600192957322305,67.35055326871608,67.27382230964032,67.22180735391561,67.15779205015134,67.13686974629401,67.28206097742401,67.22816894574348,-0.11793902257599598,1.5298414220931666e-09,5.71793902257599,True,True,True,5.71793902257599
-0.005,-0.105,-1.0138890888053655,-1.1050096367505593,67.35329187026353,67.27459674967663,67.21404380097498,67.12057672975713,67.0763452833427,67.28064414030506,67.20777088680299,-0.11935585969494866,1.3823243751098181e-09,5.719355859694943,True,True,True,5.719355859694943
-0.015,-0.02,-1.0166931597724504,-1.0200289539728644,67.34635065586059,67.26890472842203,67.223144577418,67.1847054861021,67.18544185738398,67.2794666539002,67.24170946103735,-0.12053334609980482,1.67270195593334e-09,5.720533346099799,True,True,True,5.720533346099799
-0.01,-0.065,-1.0155027692604643,-1.0650192949911934,67.34908890456576,67.26967904354612,67.21537770247731,67.14731305245144,67.12417493083798,67.2780485501964,67.22112672677572,-0.1219514498036034,1.5114093870257106e-09,5.721951449803598,True,True,True,5.721951449803598
