verdict,selected_proxy,Dsat,q_sat,phi0,best_BIC_model,BIC_mass_only,BIC_capacity_state,delta_BIC_capacity_minus_mass,mean_H0_filling,mean_H0_saturated,mean_H0_overflowing,H0_overflow_minus_filling,overflow_fraction_total,overflow_early_fraction,filling_early_fraction,interpretation
CAPACITY_OVERFLOW_PASS,hybrid,1.15,7.0,0.083,E_Gsat,-37426.47852245477,-41294.66625042741,-3868.187727972647,67.79439799952108,70.39508121075735,73.82531003054754,6.03091203102646,0.4106666666666667,0.8530844155844156,0.020276717557251907,"TITAN-like age bimodality plus realistic mass/size priors naturally sorts hosts into filling, saturated, and overflowing wells. Capacity-state gates beat mass-only and produce the expected H0 calibration sequence."
