mass_bin,N,mean_logMstar,mean_z,mean_mu_resid,std_mu_resid,median_mu_resid,mean_H0_proxy,sem_mu_resid
<8.5,210,7.442657047619047,0.19884109523809523,0.0012679051362931486,0.19339888730911206,-0.012053936804202053,67.62808650476927,0.013345791134715136
8.5-9.5,319,9.07955761755486,0.2769525078369906,-0.0072412026748722175,0.1747794429500736,-0.017122751775731943,67.84547070350341,0.00978577011767822
9.5-10,257,9.756019883268483,0.27903385214007786,-0.007391974785672671,0.1759985911382571,-0.018467089887588245,67.84550257862566,0.010978490480930822
10-10.5,344,10.257553197674419,0.17383581395348838,0.018997228014246328,0.1563499953002184,0.011422909556715793,66.98240538114386,0.008429826791783557
10.5-11,352,10.748340624999999,0.19122292613636363,-0.0069099278145308305,0.15993193563895514,-0.003866348266194891,67.7966909819441,0.008524400811591153
11+,216,11.276623148148147,0.21577398148148147,-0.0019785811345086,0.19159810110513922,-0.009269136577954001,67.72954502649488,0.013036599538715912
