z,elapsed_years_since_zmax,sfrd_msun_yr_mpc3,rho_star_msun_mpc3,lum_density_lsun_mpc3,lum_density_w_mpc3,fusion_chain_rate_mpc3_s,proton_processing_rate_mpc3_s,T_sink_K,entropy_rate_J_K_mpc3_s,entropy_rate_kB_mpc3_s
19.926654442407067,942118.1711036719,0.0008619535005950928,589.8107641419783,196.6035880473261,7.525985350451643e+28,1.7593073355469175e+40,7.03722934218767e+40,57.03559668278046,1.3064854773067059e+27,9.462835791766811e+49
19.923320553425572,985137.9326994019,0.0008623518415824339,616.8861751171293,205.62872503904308,7.871467594494569e+28,1.840068779788827e+40,7.360275119155308e+40,57.02651016836139,1.3666799231786945e+27,9.898822388446988e+49
19.919986664444075,1028174.8320206732,0.0008627504301674185,643.9848906318075,214.6616302106025,8.217247204461865e+28,1.920899737593111e+40,7.683598950372444e+40,57.01742365394232,1.4269453837895366e+27,1.0335323342786882e+50
19.916652775462577,1071228.878626171,0.0008631492665434258,671.106934462456,223.70231148748533,8.563324483740938e+28,2.0018002798809398e+40,8.007201119523759e+40,57.00833713952325,1.4872819460349877e+27,1.0772339284169892e+50
19.91331888648108,1114300.0820814816,0.0008635483509040179,698.2523304135983,232.75077680453276,8.909699736077515e+28,2.0827704776572463e+40,8.331081910628985e+40,56.999250625104175,1.5476896969287908e+27,1.120987084283399e+50
19.909984997499585,1157388.4519590063,0.0008639476834429387,725.421102317818,241.80703410593935,9.256373265575358e+28,2.1638104020106593e+40,8.655241608042637e+40,56.990164110685114,1.608168723602722e+27,1.1647918649872066e+50
19.906651108518087,1200493.9978381516,0.0008643472643541148,752.6132740359126,250.8710913453042,9.603345376698246e+28,2.244920124113967e+40,8.979680496455867e+40,56.98107759626604,1.6687191133070308e+27,1.2086483337235102e+50
19.90331721953659,1243616.7293050592,0.000864747093831655,779.8288694567569,259.9429564855856,9.950616374268218e+28,2.3260997152237056e+40,9.304398860894822e+40,56.97199108184697,1.729340953410227e+27,1.252556553773064e+50
19.89998333055509,1286756.655952796,0.0008651471720698507,807.0679124974571,269.0226374991524,1.0298186563467553e+29,2.407349246680623e+40,9.629396986722493e+40,56.9629045674279,1.7900343313995225e+27,1.2965165885025973e+50
19.896649441573597,1329913.7873812686,0.0008655474992631754,834.3304271033302,278.11014236777675,1.0646056249838494e+29,2.488668789909613e+40,9.954675159638453e+40,56.95381805300884,1.8507993348808757e+27,1.3405285013648476e+50
19.8933155525921,1373088.1331974121,0.0008659480756062881,861.6164372480583,287.2054790826861,1.0994225739285225e+29,2.5700584164201805e+40,1.0280233665680722e+41,56.944731538589764,1.9116360515794344e+27,1.3845923558988811e+50
19.8899816636106,1416279.7030149219,0.0008663489012940289,888.9259669335522,296.3086556445174,1.1342695338072125e+29,2.6515181978060287e+40,1.0606072791224115e+41,56.93564502417069,1.9725445693393236e+27,1.4287082157299382e+50
19.886647774629104,1459488.506454442,0.0008667499765214218,916.2590401901055,305.4196800633685,1.1691465352825747e+29,2.7330482057455243e+40,1.0932192822982097e+41,56.92655850975162,2.0335249761240864e+27,1.472876144569754e+50
19.88331388564761,1502714.55314348,0.0008671513014836744,943.6156810763742,314.5385603587914,1.2040536090534535e+29,2.8146485120016337e+40,1.1258594048006535e+41,56.917471995332555,2.0945773600167334e+27,1.5170962062165933e+50
19.879979996666112,1545957.8527165977,0.0008675528763761792,970.9959136795321,323.66530455984406,1.238990785855083e+29,2.8963191884223864e+40,1.1585276753689546e+41,56.90838548091348,2.1557018092201836e+27,1.5613684645555702e+50
19.876646107684614,1589218.4148151397,0.0008679547013945114,998.3997621151331,332.79992070504437,1.2739580964589098e+29,2.9780603069404666e+40,1.1912241227761867e+41,56.89929896649441,2.216898412057054e+27,1.6056929835584959e+50
