H0,omega_m,Omega_m,p0,p_high,theta_err_ppm,chi2_bao,sn_shape_max,best_Om_ref,score
69.0,0.15,0.31505986137366104,0.19,0.21000000000000002,664.6923874983322,19.869301185655512,0.013755802644666915,0.29000000000000004,31.3877557016089
71.0,0.145,0.2876413410037691,0.18,0.21000000000000002,734.0015961656068,17.93380641680584,0.012447809920971054,0.27,31.790134925718867
71.0,0.145,0.2876413410037691,0.22,0.24000000000000002,749.9278161170321,17.696250751682395,0.013871616229337747,0.26,32.23709832836899
69.0,0.15,0.31505986137366104,0.17,0.26,741.4313176899911,18.669774446843174,0.012285180268079898,0.30000000000000004,32.79009855367914
69.0,0.15,0.31505986137366104,0.18,0.23,745.1430183483976,19.265584868356534,0.013673830206350601,0.30000000000000004,33.61397189447081
71.0,0.145,0.2876413410037691,0.16,0.26,795.4102703334961,17.988415580438286,0.009462290152953301,0.27,34.029190371585116
71.0,0.145,0.2876413410037691,0.17,0.23,812.5621923433798,17.964677440196137,0.010932194711010368,0.27,34.76989255384174
69.0,0.15,0.31505986137366104,0.19,0.2,762.4592967160211,19.8874345393385,0.014049410807061236,0.29000000000000004,34.91450387811966
71.0,0.145,0.2876413410037691,0.18,0.2,845.1845865306508,17.970780424454244,0.012398726679101912,0.27,36.213526115336606
71.0,0.145,0.2876413410037691,0.22,0.25,851.2499901428577,17.67054561060917,0.013556241955370751,0.26,36.24563849344594
69.0,0.15,0.31505986137366104,0.17,0.25,831.7881280567645,18.684088433579685,0.012231385823405105,0.30000000000000004,36.354892680886586
69.0,0.15,0.31505986137366104,0.18,0.22,839.9078441578374,19.282335981278436,0.01362021675233649,0.30000000000000004,37.382241409176665
71.0,0.145,0.2876413410037691,0.16,0.25,898.1237599810921,18.021519866588232,0.009412923478684831,0.27,38.40868489369153
71.0,0.145,0.2876413410037691,0.17,0.22,920.3133808796408,18.000290301911882,0.010882966602501654,0.27,39.47080568274267
73.0,0.14,0.26271345468192914,0.19,0.2,39.32854495104157,39.96581889694271,0.010318503080981145,0.24,40.2706660227224
73.0,0.14,0.26271345468192914,0.19,0.21000000000000002,85.09227603012634,39.91233077423898,0.010361929881646859,0.24,40.36177213741908
69.0,0.15,0.31505986137366104,0.17,0.24000000000000002,923.732155456709,18.69958919268366,0.012177580940232247,0.30000000000000004,40.40235026219087
71.0,0.145,0.2876413410037691,0.22,0.26,950.7885839468594,17.64607189132471,0.013243330783957674,0.26,40.68450970104986
73.0,0.14,0.26271345468192914,0.18,0.23,11.31279527059672,40.58426893241059,0.009238043815784636,0.24,40.80082204968733
73.0,0.14,0.26271345468192914,0.18,0.24000000000000002,129.68959021608194,40.53356441977164,0.008868194308739419,0.24,41.15066134077592
73.0,0.14,0.26271345468192914,0.18,0.22,109.22005652413333,40.63644519415096,0.009610809915443497,0.24,41.165589880906296
73.0,0.14,0.26271345468192914,0.19,0.22,207.2357790452541,39.86040632034927,0.010405353031664788,0.24,41.204751452545544
73.0,0.14,0.26271345468192914,0.2,0.2,276.7216621327356,39.21648068691831,0.011949586976847115,0.24,41.487834216549
73.0,0.14,0.26271345468192914,0.17,0.26,44.5326639406527,41.23578497784974,0.009772298548369918,0.24,41.5241084790872
73.0,0.14,0.26271345468192914,0.17,0.25,70.3031713100064,41.28543696475681,0.0101392225009036,0.24,41.66600994446999
69.0,0.15,0.31505986137366104,0.18,0.21000000000000002,936.3974917983466,19.300377828851143,0.013566592877374717,0.30000000000000004,41.681515500758096
73.0,0.14,0.26271345468192914,0.18,0.25,245.97110049410298,40.48428111117232,0.008901568756797928,0.24,42.19492048395933
73.0,0.14,0.26271345468192914,0.18,0.21000000000000002,231.97186401222115,40.69014563658327,0.009986525536369584,0.24,42.28474600963728
73.0,0.14,0.26271345468192914,0.17,0.24000000000000002,187.1809986928021,41.33647502546936,0.010509016667619164,0.24,42.488491760560976
73.0,0.14,0.26271345468192914,0.19,0.23,327.1622377758477,39.80999152898856,0.010448772530935457,0.24,42.75881189315915
71.0,0.145,0.2876413410037691,0.16,0.24000000000000002,1002.6479447122452,18.055923881945827,0.009363550403421073,0.27,43.40768659823159
73.0,0.14,0.26271345468192914,0.2,0.21000000000000002,400.53129433165276,39.164761833568356,0.011992904492515777,0.24,43.5349691724596
73.0,0.14,0.26271345468192914,0.18,0.26,360.21605138420546,40.43637028292064,0.008945086567528904,0.24,43.880296809042825
73.0,0.14,0.26271345468192914,0.17,0.23,306.15963149102873,41.38894823107905,0.01088171344757427,0.24,44.028320448834904
69.0,0.15,0.31505986137366104,0.16,0.26,1013.5892470371881,18.139092074029893,0.010730868518741943,0.30000000000000004,44.111049964681555
73.0,0.14,0.26271345468192914,0.18,0.2,357.0060197531215,40.74542464504193,0.010365223948767266,0.24,44.20035176731133
73.0,0.14,0.26271345468192914,0.16,0.26,272.7695615785897,42.0657364864196,0.011416328563718992,0.24,44.25164872420097
71.0,0.145,0.2876413410037691,0.17,0.21000000000000002,1030.0320092811708,18.03732347857581,0.010833732096884319,0.27,44.85489636003861
69.0,0.15,0.31505986137366104,0.17,0.23,1017.3091561128202,18.716313606675282,0.012123765617452875,0.30000000000000004,44.956725816317075
73.0,0.14,0.26271345468192914,0.19,0.24000000000000002,444.9410042618392,39.76103433593573,0.010492188379366496,0.24,44.98556181024437
73.0,0.14,0.26271345468192914,0.16,0.25,388.20005351319253,42.1171509201958,0.01178608239389689,0.24,46.231912304376245
