model,points_file,N_points,N_galaxies,T_proxy,lambda_T_min,lambda_T_max,best_lambda_T,v3o_point_MAE,v3o_point_RMS,v3o_point_bias,v3p_T_point_MAE,v3p_T_point_RMS,v3p_T_point_bias,point_MAE_improvement_pct,v3o_galaxy_mean_MAE,v3p_T_galaxy_mean_MAE,galaxy_mean_MAE_improvement_pct
v3p_T_HubbleType_internal_proxy,/mnt/data/official_sparc175_v3o_pass1_points.csv,3391,175,A_T=(5-T)/10; early/redder systems positive,-3.0,1.0,-0.27,33.01040812325115,42.34699958967917,-28.59298764892077,28.763925844548297,36.07635957515498,-20.030776797954303,12.86407081926325,27.96142237717528,27.96238155196234,-0.0034303504811899173
