Galaxy,R,Vobs,Vgas,Vdisk,Vbul,T,L36,R_disk,Vflat,MHI,Q,M_star,M_gas,M_bar,f_gas,Sigma_bar,D_spatial,eta,L_chi,x,M_hist,g_hist,V_bar_sq,V_flux,residual,abs_res,A_T,D_total_v3p_T,V_flux_v3p_T,res_v3p_T,abs_res_v3p_T,V_flux_v3o_recomputed,res_v3o_recomputed,abs_res_v3o_recomputed
F568-1,2.2,69.4,-6.26,35.84,0.0,5,6.252,5.18,57.13,4.498,0.0,3126000000.0,598234000.0000001,3724234000.0,0.1606327636770407,22090094.45039959,0.6586929159792129,83.76661625024587,279.26408358196176,0.0078778479916996,428544001.4397409,380.81181430417263,681.4404000000001,38.97725479647303,-30.42274520352698,30.42274520352698,0.0,0.6586929159792129,38.97725479647303,-30.42274520352698,30.42274520352698,38.97725479647303,-30.42274520352698,30.42274520352698
F568-1,3.08,90.0,-3.53,40.15,0.0,5,6.252,5.18,57.13,4.498,0.0,3126000000.0,598234000.0000001,3724234000.0,0.1606327636770407,22090094.45039959,0.6586929159792129,83.76661625024587,279.26408358196176,0.0110289871883795,676459023.4036342,306.690565266795,818.4721499999999,41.98903536664933,-48.01096463335067,48.01096463335067,0.0,0.6586929159792129,41.98903536664933,-48.01096463335067,48.01096463335067,41.98903536664933,-48.01096463335067,48.01096463335067
F568-1,3.96,105.0,1.83,41.23,0.0,5,6.252,5.18,57.13,4.498,0.0,3126000000.0,598234000.0000001,3724234000.0,0.1606327636770407,22090094.45039959,0.6586929159792129,83.76661625024587,279.26408358196176,0.0141801263850593,951023912.2099112,260.83232924336346,853.3053499999999,43.430419912818245,-61.56958008718176,61.56958008718176,0.0,0.6586929159792129,43.430419912818245,-61.569580087181755,61.569580087181755,43.430419912818245,-61.569580087181755,61.569580087181755
F568-1,4.84,113.0,8.4,42.44,0.0,5,6.252,5.18,57.13,4.498,0.0,3126000000.0,598234000.0000001,3724234000.0,0.1606327636770407,22090094.45039959,0.6586929159792129,83.76661625024587,279.26408358196176,0.0173312655817392,1248046162.604452,229.13966861925047,971.1368,45.60891136737614,-67.39108863262386,67.39108863262386,0.0,0.6586929159792129,45.60891136737614,-67.39108863262386,67.39108863262386,45.60891136737614,-67.39108863262386,67.39108863262386
F568-1,5.53,117.0,13.64,43.19,0.0,5,6.252,5.18,57.13,4.498,0.0,3126000000.0,598234000.0000001,3724234000.0,0.1606327636770407,22090094.45039959,0.6586929159792129,83.76661625024587,279.26408358196176,0.0198020451791359,1494747655.1138666,210.22190770565217,1118.7376499999998,47.76258786552773,-69.23741213447227,69.23741213447227,0.0,0.6586929159792129,47.76258786552773,-69.23741213447227,69.23741213447227,47.76258786552773,-69.23741213447227,69.23741213447227
F568-1,7.48,124.0,27.27,47.2,0.0,5,6.252,5.18,57.13,4.498,0.0,3126000000.0,598234000.0000001,3724234000.0,0.1606327636770407,22090094.45039959,0.6586929159792129,83.76661625024587,279.26408358196176,0.0267846831717788,2248542052.7122817,172.8455381897319,1857.5729000000001,56.12893661614476,-67.87106338385524,67.87106338385524,0.0,0.6586929159792129,56.128936616144756,-67.87106338385524,67.87106338385524,56.128936616144756,-67.87106338385524,67.87106338385524
F568-1,8.37,127.0,32.13,48.6,0.0,5,6.252,5.18,57.13,4.498,0.0,3126000000.0,598234000.0000001,3724234000.0,0.1606327636770407,22090094.45039959,0.6586929159792129,83.76661625024587,279.26408358196176,0.0299716307684209,2617079688.0908666,160.6668893614603,2213.3169000000003,59.64980103869101,-67.35019896130899,67.35019896130899,0.0,0.6586929159792129,59.64980103869101,-67.35019896130899,67.35019896130899,59.64980103869101,-67.35019896130899,67.35019896130899
F568-1,9.24,130.0,36.26,48.96,0.0,5,6.252,5.18,57.13,4.498,0.0,3126000000.0,598234000.0000001,3724234000.0,0.1606327636770407,22090094.45039959,0.6586929159792129,83.76661625024587,279.26408358196176,0.0330869615651385,2990556572.6936264,150.64975671679392,2513.3284,62.49265678512297,-67.50734321487704,67.50734321487704,0.0,0.6586929159792129,62.49265678512297,-67.50734321487704,67.50734321487704,62.49265678512297,-67.50734321487704,67.50734321487704
F568-1,10.13,133.0,39.77,48.92,0.0,5,6.252,5.18,57.13,4.498,0.0,3126000000.0,598234000.0000001,3724234000.0,0.1606327636770407,22090094.45039959,0.6586929159792129,83.76661625024587,279.26408358196176,0.0362739091617806,3385208488.641453,141.881863912113,2778.2361,64.92687718833939,-68.07312281166061,68.07312281166061,0.0,0.6586929159792129,64.92687718833939,-68.07312281166061,68.07312281166061,64.92687718833939,-68.07312281166061,68.07312281166061
F568-1,13.23,142.0,47.41,49.96,0.0,5,6.252,5.18,57.13,4.498,0.0,3126000000.0,598234000.0000001,3724234000.0,0.1606327636770407,22090094.45039959,0.6586929159792129,83.76661625024587,279.26408358196176,0.0473745131500847,4848552316.313707,119.13867131697404,3495.7088999999996,71.21736811707919,-70.78263188292081,70.78263188292081,0.0,0.6586929159792129,71.21736811707919,-70.78263188292081,70.78263188292081,71.21736811707919,-70.78263188292081,70.78263188292081
F568-3,0.64,12.4,1.18,13.56,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0026425324215289,94035807.05493753,987.4012278336212,93.3292,26.93076281529206,14.53076281529206,14.53076281529206,-0.2,0.7631356398402878,20.233748474708584,7.8337484747085835,7.8337484747085835,26.93076281529206,14.530762815292059,14.530762815292059
F568-3,1.18,21.9,1.55,21.17,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0048721691521939,215923907.7804405,666.9558275006999,226.48695000000004,31.835433504992924,9.935433504992924,9.935433504992924,-0.2,0.7631356398402878,24.89744723604144,2.9974472360414417,2.9974472360414417,31.83543350499292,9.935433504992922,9.935433504992922
F568-3,1.8,32.3,1.6,27.72,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0074321224355501,383101645.198242,508.54496816344766,386.75919999999996,36.08517898936079,3.7851789893607934,3.7851789893607934,-0.2,0.7631356398402878,29.05175040683798,-3.2482495931620186,3.2482495931620186,36.08517898936079,3.7851789893607943,3.7851789893607943
F568-3,2.03,37.9,1.54,29.76,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.008381782524537,451014714.233612,470.7160315937015,445.20040000000006,37.42664751397344,-0.4733524860265632,0.4733524860265632,-0.2,0.7631356398402878,30.37085688934553,-7.52914311065447,7.52914311065447,37.426647513973435,-0.4733524860265632,0.4733524860265632
F568-3,2.78,53.1,1.46,36.4,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0114785002060162,690903865.33257,384.4929537093712,664.6116,41.63534569704029,-11.464654302959708,11.464654302959708,-0.2,0.7631356398402878,34.611445101670974,-18.488554898329028,18.488554898329028,41.635345697040286,-11.464654302959715,11.464654302959715
F568-3,3.0,62.4,1.62,38.08,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0123868707259168,766057309.6758633,366.082615973113,727.6676,42.7307318907521,-19.66926810924789,19.66926810924789,-0.2,0.7631356398402878,35.714460531645656,-26.685539468354342,26.685539468354342,42.7307318907521,-19.669268109247902,19.669268109247902
F568-3,3.64,68.0,2.96,42.4,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0150294031474457,995558245.2844608,323.1649568837089,907.6416,45.650433109190764,-22.34956689080924,22.34956689080924,-0.2,0.7631356398402878,38.65265874823492,-29.34734125176508,29.34734125176508,45.650433109190764,-22.349566890809236,22.349566890809236
F568-3,4.19,78.0,5.28,45.43,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0173003294471972,1204565611.756893,295.0956240430014,1059.82085,47.91942732066167,-30.08057267933833,30.08057267933833,-0.2,0.7631356398402878,40.936655871087694,-37.063344128912306,37.063344128912306,47.91942732066167,-30.08057267933833,30.08057267933833
F568-3,4.6,82.3,6.86,46.43,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0189932017797391,1366816094.2916372,277.8144143714483,1124.9320500000001,49.01916315185993,-33.28083684814007,33.28083684814007,-0.2,0.7631356398402878,41.96795068374535,-40.33204931625465,40.33204931625465,49.01916315185993,-33.28083684814007,33.28083684814007
F568-3,5.14,85.7,8.92,47.19,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0212228385104042,1588281769.9458916,258.56019573263734,1193.01445,50.21965607275458,-35.48034392724542,35.48034392724542,-0.2,0.7631356398402878,43.063048877620425,-42.63695112237958,42.63695112237958,50.219656072754574,-35.48034392724543,35.48034392724543
F568-3,5.39,85.5,9.95,47.91,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0222550777375639,1693637562.6970603,250.7282685168857,1246.68655,50.971677599486696,-34.528322400513304,34.528322400513304,-0.2,0.7631356398402878,43.80727563784102,-41.69272436215898,41.69272436215898,50.97167759948669,-34.52832240051331,34.52832240051331
F568-3,6.31,89.5,14.48,50.48,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0260537180935118,2095655006.3681903,226.37133153269696,1483.7855999999997,53.96469866469484,-35.53530133530516,35.53530133530516,-0.2,0.7631356398402878,46.83774282921207,-42.66225717078793,42.66225717078793,53.964698664694836,-35.535301335305164,35.535301335305164
F568-3,9.1,95.2,26.69,51.31,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0375735078686144,3434239624.4358478,178.36439491767155,2028.7141500000002,60.43037434726688,-34.76962565273312,34.76962565273312,-0.2,0.7631356398402878,53.22705379076269,-41.972946209237314,41.972946209237314,60.43037434726688,-34.769625652733126,34.769625652733126
F568-3,10.17,97.5,29.9,52.01,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0419914917608581,3988655150.177161,165.86125175795598,2246.53005,62.716337427965385,-34.783662572034615,34.783662572034615,-0.2,0.7631356398402878,55.51197685053431,-41.98802314946569,41.98802314946569,62.716337427965385,-34.783662572034615,34.783662572034615
F568-3,11.99,101.0,33.72,51.6,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.049506193334581,4976689928.988071,148.88898576506335,2468.3184,65.21884190418525,-35.781158095814746,35.781158095814746,-0.2,0.7631356398402878,57.88294299848189,-43.11705700151811,43.11705700151811,65.21884190418524,-35.78115809581476,35.78115809581476
F568-3,14.02,107.0,36.41,50.13,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0578879758591181,6138752294.913178,134.32116099028613,2582.1965499999997,66.82349307753832,-40.17650692246168,40.17650692246168,-0.2,0.7631356398402878,59.252545519498156,-47.747454480501844,47.747454480501844,66.8234930775383,-40.1765069224617,40.1765069224617
F568-3,15.94,117.0,38.69,49.27,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0658155731237049,7289868010.356037,123.39665458306,2710.68255,68.39316650114964,-48.60683349885037,48.60683349885037,-0.2,0.7631356398402878,60.65347275326412,-56.34652724673588,56.34652724673588,68.39316650114964,-48.606833498850364,48.606833498850364
F568-3,17.98,120.0,39.0,48.97,0.0,7,8.346,4.99,132.08,3.195,0.0,4173000000.0,424935000.0,4597935000.0,0.0924186618558113,29388800.979322724,0.6739097448360175,65.64405369298495,242.19191968502145,0.0742386452173284,8562859005.630617,113.91994666520696,2720.03045,69.05295859729995,-50.94704140270005,50.94704140270005,-0.2,0.7631356398402878,61.04316358526693,-58.95683641473307,58.95683641473307,69.05295859729995,-50.94704140270005,50.94704140270005
F568-V1,0.39,17.4,-1.11,12.25,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.0032699121557045,42845667.587164365,1211.540829600993,76.26335,23.425718207653468,6.025718207653469,6.025718207653469,-0.2,0.7881273481000441,17.29577616361684,-0.10422383638315935,0.10422383638315935,23.42571820765348,6.02571820765348,6.02571820765348
F568-V1,1.18,46.3,-2.76,28.99,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.009893580368542,192659204.169368,595.0947269492075,427.82764999999995,33.616059075984275,-12.683940924015722,12.683940924015722,-0.2,0.7881273481000441,27.54025453072247,-18.759745469277526,18.759745469277526,33.616059075984275,-12.683940924015722,12.683940924015722
F568-V1,1.95,69.1,-2.63,34.78,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.0163495607785228,380610711.348828,430.498991333935,611.7411000000001,38.09480454210486,-31.00519545789513,31.00519545789513,-0.2,0.7881273481000441,31.722634282333676,-37.37736571766632,37.37736571766632,38.09480454210487,-31.005195457895127,31.005195457895127
F568-V1,2.74,85.2,-0.03,37.08,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.0229732289913602,603057997.1052815,345.476340019457,687.4640999999999,40.42362269333752,-44.77637730666248,44.77637730666248,-0.2,0.7881273481000441,33.639699969713774,-51.56030003028623,51.56030003028623,40.42362269333752,-44.77637730666248,44.77637730666248
F568-V1,3.53,93.2,3.84,41.2,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.0295968972041977,849146943.065982,293.0851366194988,863.4656000000001,43.56668603723298,-49.63331396276703,49.63331396276703,-0.2,0.7881273481000441,36.71626756643033,-56.48373243356967,56.48373243356967,43.566686037232984,-49.63331396276702,49.63331396276702
F568-V1,4.3,100.0,7.34,44.37,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.0360528776141785,1108023726.2896817,257.7344686120365,1038.2240499999998,46.330144237113664,-53.669855762886336,53.669855762886336,-0.2,0.7881273481000441,39.4524849685946,-60.5475150314054,60.5475150314054,46.33014423711367,-53.66985576288633,53.66985576288633
F568-V1,5.09,108.0,9.92,45.35,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.042676545827016,1390502514.4390898,230.83229450929343,1126.71765,47.97555657886944,-60.02444342113056,60.02444342113056,-0.2,0.7881273481000441,40.93000606506551,-67.06999393493449,67.06999393493449,47.97555657886946,-60.02444342113054,60.02444342113054
F568-V1,5.87,112.0,12.15,44.94,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.0492163701384251,1684247258.180884,210.2277301551429,1157.4243,48.90256717198688,-63.09743282801312,63.09743282801312,-0.2,0.7881273481000441,41.62498949135611,-70.3750105086439,70.3750105086439,48.90256717198689,-63.09743282801311,63.09743282801311
F568-V1,6.4,113.0,13.65,45.12,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.0536600969141262,1891481181.6249456,198.6106037319957,1204.2296999999999,49.75276438435127,-63.24723561564873,63.24723561564873,-0.2,0.7881273481000441,42.38027439196597,-70.61972560803403,70.61972560803403,49.75276438435127,-63.24723561564873,63.24723561564873
F568-V1,7.44,113.0,17.06,45.76,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.0623798626626717,2314450547.4413805,179.83010145674547,1338.0323999999998,51.72976275644599,-61.270237243554014,61.270237243554014,-0.2,0.7881273481000441,44.26866750351519,-68.73133249648481,68.73133249648481,51.729762756445986,-61.270237243554014,61.270237243554014
F568-V1,8.21,112.0,19.87,46.01,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.0688358430726525,2640390627.754455,168.47762161078347,1453.27695,53.2585976479341,-58.7414023520659,58.7414023520659,-0.2,0.7881273481000441,45.77143111041607,-66.22856888958393,66.22856888958393,53.25859764793412,-58.74140235206588,58.74140235206588
F568-V1,9.0,111.0,22.99,44.52,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.07545951128549,2985144796.3418155,158.5041864942528,1519.5553,54.27792349057096,-56.72207650942904,56.72207650942904,-0.2,0.7881273481000441,46.694775047289,-64.305224952711,64.305224952711,54.27792349057096,-56.72207650942904,56.72207650942904
F568-V1,9.72,111.0,26.1,43.69,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.0814962721883292,3307855753.014943,150.58245997708997,1635.61805,55.67117351895247,-55.32882648104753,55.32882648104753,-0.2,0.7881273481000441,48.09092795761709,-62.90907204238291,62.90907204238291,55.67117351895247,-55.32882648104753,55.32882648104753
F568-V1,11.79,113.0,34.23,40.77,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.0988519597839919,4276516182.6904254,132.3191993278981,2002.78935,59.68946900480787,-53.31053099519213,53.31053099519213,-0.2,0.7881273481000441,52.17038785789512,-60.82961214210488,60.82961214210488,59.68946900480787,-53.31053099519213,53.31053099519213
F568-V1,17.63,118.0,36.03,33.12,0.0,7,3.825,2.85,90.54,2.491,15.8,1912500000.0,331303000.00000006,2243803000.0,0.1476524454241304,43965815.79248064,0.6959794200773329,45.88423726241734,119.26925905933604,0.1478167982181321,7276431904.939933,100.68718510568507,1846.6281,60.180920343687234,-57.819079656312766,57.819079656312766,-0.2,0.7881273481000441,51.54230260042495,-66.45769739957505,66.45769739957505,60.180920343687234,-57.819079656312766,57.819079656312766
F571-8,0.22,12.4,0.92,38.29,0.0,5,10.164,3.56,87.26,1.782,4.3,5082000000.0,237006000.0,5319006000.0,0.0445583253713193,66796024.58933924,0.7196597874594698,31.090402350770947,127.72967367104933,0.0017223875523755,28795575.33890813,2558.8259903070943,733.90845,36.0118059512094,23.6118059512094,23.6118059512094,0.0,0.7196597874594698,36.011805951209396,23.611805951209398,23.611805951209398,36.011805951209396,23.611805951209398,23.611805951209398
F571-8,0.78,37.5,2.67,85.69,0.0,5,10.164,3.56,87.26,1.782,4.3,5082000000.0,237006000.0,5319006000.0,0.0445583253713193,66796024.58933924,0.7196597874594698,31.090402350770947,127.72967367104933,0.006106646776604,160766954.2944424,1136.4960575189186,3678.51695,67.56466439541276,30.064664395412763,30.064664395412763,0.0,0.7196597874594698,67.56466439541276,30.064664395412763,30.064664395412763,67.56466439541276,30.064664395412763,30.064664395412763
F571-8,1.33,56.5,3.9,104.0,0.0,5,10.164,3.56,87.26,1.782,4.3,5082000000.0,237006000.0,5319006000.0,0.0445583253713193,66796024.58933924,0.7196597874594698,31.090402350770947,127.72967367104933,0.0104126156575427,331679514.5994875,806.4467980869928,5423.21,80.59642821772998,24.09642821772998,24.09642821772998,0.0,0.7196597874594698,80.59642821772997,24.096428217729965,24.096428217729965,80.59642821772997,24.096428217729965,24.096428217729965
F571-8,2.33,69.1,5.34,114.45,0.0,5,10.164,3.56,87.26,1.782,4.3,5082000000.0,237006000.0,5319006000.0,0.0445583253713193,66796024.58933924,0.7196597874594698,31.090402350770947,127.72967367104933,0.0182416499865223,709051393.7183564,561.7282008799601,6577.91685,88.8073395505704,19.70733955057041,19.70733955057041,0.0,0.7196597874594698,88.8073395505704,19.70733955057041,19.70733955057041,88.8073395505704,19.70733955057041,19.70733955057041
F571-8,3.44,85.5,7.09,107.32,0.0,5,10.164,3.56,87.26,1.782,4.3,5082000000.0,237006000.0,5319006000.0,0.0445583253713193,66796024.58933924,0.7196597874594698,31.090402350770947,127.72967367104933,0.0269318780916896,1200782815.9011683,436.4233048892555,5809.0593,85.5006167744949,0.000616774494901,0.000616774494901,0.0,0.7196597874594698,85.5006167744949,0.0006167744949010512,0.0006167744949010512,85.5006167744949,0.0006167744949010512,0.0006167744949010512
F571-8,3.78,87.1,7.29,103.7,0.0,5,10.164,3.56,87.26,1.782,4.3,5082000000.0,237006000.0,5319006000.0,0.0445583253713193,66796024.58933924,0.7196597874594698,31.090402350770947,127.72967367104933,0.0295937497635426,1363732202.247521,410.4930899168825,5429.989100000001,83.55628629783529,-3.543713702164709,3.543713702164709,0.0,0.7196597874594698,83.55628629783529,-3.543713702164709,3.543713702164709,83.55628629783529,-3.543713702164709,3.543713702164709
F571-8,4.77,105.0,8.42,92.03,0.0,5,10.164,3.56,87.26,1.782,4.3,5082000000.0,237006000.0,5319006000.0,0.0445583253713193,66796024.58933924,0.7196597874594698,31.090402350770947,127.72967367104933,0.0373444937492324,1866176363.176853,352.7575202348254,4305.656849999999,77.38417293943327,-27.61582706056673,27.61582706056673,0.0,0.7196597874594698,77.38417293943327,-27.61582706056673,27.61582706056673,77.38417293943327,-27.61582706056673,27.61582706056673
F571-8,5.44,112.0,8.94,86.43,0.0,5,10.164,3.56,87.26,1.782,4.3,5082000000.0,237006000.0,5319006000.0,0.0445583253713193,66796024.58933924,0.7196597874594698,31.090402350770947,127.72967367104933,0.0425899467496487,2227376343.609613,323.7100315606759,3814.9960500000007,74.67247566332642,-37.32752433667358,37.32752433667358,0.0,0.7196597874594698,74.67247566332642,-37.32752433667358,37.32752433667358,74.67247566332642,-37.32752433667358,37.32752433667358
F571-8,6.11,116.0,9.45,81.42,0.0,5,10.164,3.56,87.26,1.782,4.3,5082000000.0,237006000.0,5319006000.0,0.0445583253713193,66796024.58933924,0.7196597874594698,31.090402350770947,127.72967367104933,0.047835399750065,2603817329.501794,299.9773382860208,3403.9107,72.36554592433879,-43.63445407566121,43.63445407566121,0.0,0.7196597874594698,72.36554592433879,-43.63445407566121,43.63445407566121,72.36554592433879,-43.63445407566121,43.63445407566121
F571-8,7.22,124.0,10.47,76.23,0.0,5,10.164,3.56,87.26,1.782,4.3,5082000000.0,237006000.0,5319006000.0,0.0445583253713193,66796024.58933924,0.7196597874594698,31.090402350770947,127.72967367104933,0.0565256278552323,3257719945.0501456,268.7817061115557,3015.12735,70.39695496344592,-53.60304503655408,53.60304503655408,0.0,0.7196597874594698,70.3969549634459,-53.60304503655409,53.60304503655409,70.3969549634459,-53.60304503655409,53.60304503655409
F571-8,9.33,135.0,11.28,68.45,0.0,5,10.164,3.56,87.26,1.782,4.3,5082000000.0,237006000.0,5319006000.0,0.0445583253713193,66796024.58933924,0.7196597874594698,31.090402350770947,127.72967367104933,0.0730448902893791,4591098028.550664,226.8368632110668,2469.9396500000003,67.72243043304968,-67.27756956695032,67.27756956695032,0.0,0.7196597874594698,67.72243043304968,-67.27756956695032,67.27756956695032,67.72243043304968,-67.27756956695032,67.27756956695032
F571-8,11.1,140.0,11.8,64.24,0.0,5,10.164,3.56,87.26,1.782,4.3,5082000000.0,237006000.0,5319006000.0,0.0445583253713193,66796024.58933924,0.7196597874594698,31.090402350770947,127.72967367104933,0.0869022810516729,5787761707.718692,202.034268373869,2202.6287999999995,66.67240192875869,-73.32759807124131,73.32759807124131,0.0,0.7196597874594698,66.67240192875869,-73.32759807124131,73.32759807124131,66.67240192875869,-73.32759807124131,73.32759807124131
F571-8,15.55,144.0,11.28,55.43,0.0,5,10.164,3.56,87.26,1.782,4.3,5082000000.0,237006000.0,5319006000.0,0.0445583253713193,66796024.58933924,0.7196597874594698,31.090402350770947,127.72967367104933,0.1217414838156319,9050902882.05166,160.9872466762949,1663.48085,64.55100724091287,-79.44899275908713,79.44899275908713,0.0,0.7196597874594698,64.55100724091287,-79.44899275908713,79.44899275908713,64.55100724091287,-79.44899275908713,79.44899275908713
F571-V1,1.95,32.0,7.85,23.82,0.0,7,1.849,2.47,64.39,1.217,3.5,924500000.0,161861000.0,1086361000.0,0.1489937506961313,28340035.59020054,0.6719534967055223,67.74420037288553,121.49646456926844,0.0160498497377119,265336747.72673613,300.1155744024712,345.31870000000004,30.50482044013403,-1.4951795598659707,1.4951795598659707,-0.2,0.7609203837467361,25.26978309809475,-6.730216901905251,6.730216901905251,30.504820440134026,-1.4951795598659743,1.4951795598659743
F571-V1,3.88,57.6,15.1,35.57,0.0,7,1.849,2.47,64.39,1.217,3.5,924500000.0,161861000.0,1086361000.0,0.1489937506961313,28340035.59020054,0.6719534967055223,67.74420037288553,121.49646456926844,0.0319350856319601,672567730.7839508,192.14669990208853,860.62245,40.07682180038861,-17.523178199611394,17.523178199611394,-0.2,0.7609203837467361,35.109100364124814,-22.490899635875188,22.490899635875188,40.07682180038861,-17.523178199611394,17.523178199611394
F571-V1,5.83,70.9,20.84,33.21,0.0,7,1.849,2.47,64.39,1.217,3.5,924500000.0,161861000.0,1086361000.0,0.1489937506961313,28340035.59020054,0.6719534967055223,67.74420037288553,121.49646456926844,0.047984935369672,1163646737.0742238,147.24630358587362,985.75765,42.94419168997879,-27.95580831002122,27.95580831002122,-0.2,0.7609203837467361,37.58215853081914,-33.31784146918086,33.31784146918086,42.94419168997879,-27.95580831002122,27.95580831002122
