p,H0,theta_star,theta_err,theta_abs_err,theta_err_ppm,r_s_Mpc,D_M_Mpc,Omega_m0,Omega_b0,Omega_r0,Omega_flux0,q0,z_acc,accepted_theta,H0_distance_to_73,score
0.1775,73.0,0.01041903541386476,5.83541386476108e-06,5.83541386476108e-06,560.3862275535936,143.51333566735406,13774.147986518867,0.26834302871082755,0.041977857008819675,7.843873146931883e-05,0.7315785325577032,-0.6635879504680577,0.7718971688671195,True,0.0,0.2188490555691494
0.20500000000000002,73.0,0.01040658966546219,-6.610334537809556e-06,6.610334537809556e-06,-634.8033781939804,143.51333566840012,13790.621162348505,0.26834302871082755,0.041977857008819675,7.843873146931883e-05,0.7315785325577032,-0.6739008275328242,0.772225988995942,True,0.0,0.23504286037076205
0.175,73.0,0.01042018720886659,6.987208866590655e-06,6.987208866590655e-06,670.9953584479945,143.51333566725052,13772.625461578493,0.26834302871082755,0.041977857008819675,7.843873146931883e-05,0.7315785325577032,-0.6626503829681987,0.7718495764215759,True,0.0,0.24236926962507488
0.20750000000000002,73.0,0.010405478153546118,-7.721846453881409e-06,7.721846453881409e-06,-741.5440454309347,143.5133356684873,13792.094274839152,0.26834302871082755,0.041977857008819675,7.843873146931883e-05,0.7315785325577032,-0.6748383285909423,0.7722387737512961,True,0.0,0.26056117256414124
0.1725,73.0,0.010421342473549915,8.142473549915472e-06,8.142473549915472e-06,781.9376896550025,143.5133356671455,13771.09868823448,0.26834302871082755,0.041977857008819675,7.843873146931883e-05,0.7315785325577032,-0.6617128099316574,0.7717989329216696,True,0.0,0.27021806512566915
0.21000000000000002,73.0,0.010404369889476774,-8.83011052322559e-06,8.83011052322559e-06,-847.9728155826826,143.51333566857323,13793.563396253916,0.26834302871082755,0.041977857008819675,7.843873146931883e-05,0.7315785325577032,-0.6757758241128222,0.772248803347904,True,0.0,0.28993476748552666
0.16999999999999998,73.0,0.010422501225847378,9.301225847378747e-06,9.301225847378747e-06,893.2149432814839,143.513335667039,13769.567645732848,0.26834302871082755,0.041977857008819675,7.843873146931883e-05,0.7315785325577032,-0.6607752313579898,0.7717452144552234,True,0.0,0.3024344086913533
0.21250000000000002,73.0,0.010403264857020846,-9.935142979153669e-06,9.935142979153669e-06,-954.0912475659422,143.51333566865793,13795.028545467163,0.26834302871082755,0.041977857008819675,7.843873146931883e-05,0.7315785325577032,-0.6767133140977979,0.7722560994216326,True,0.0,0.3231296551986761
0.1675,73.0,0.010423663483821257,1.0463483821257849e-05,1.0463483821257849e-05,1004.8288538833259,143.51333566693089,13768.032313176682,0.26834302871082755,0.041977857008819675,7.843873146931883e-05,0.7315785325577032,-0.6598376472471958,0.7716883969419019,True,0.0,0.3390576537861226
0.21500000000000002,73.0,0.010402163040058584,-1.1036959941415278e-05,1.1036959941415278e-05,-1059.9008893918563,143.51333566874143,13796.489741227242,0.26834302871082755,0.041977857008819675,7.843873146931883e-05,0.7315785325577032,-0.6776507985465354,0.7722606834519126,True,0.0,0.36011217197463474
