H0,theta_star,r_s_Mpc,D_M_Mpc,model,flux_power
63.24324324324324,0.010222408854132326,143.51332656841092,14039.090846028606,lcdm,
63.288288288288285,0.010223783824234094,143.51332656838193,14037.202765203529,lcdm,
63.33333333333333,0.010225158401088438,143.5133265683529,14035.315731937839,lcdm,
63.37837837837838,0.01022653258499711,143.5133265683238,14033.429745177345,lcdm,
63.42342342342342,0.010227906376261456,143.51332656829476,14031.544803869461,lcdm,
63.468468468468465,0.010229279775182405,143.51332656826568,14029.660906963178,lcdm,
63.513513513513516,0.01023065278206051,143.51332656823658,14027.778053409042,lcdm,
63.55855855855856,0.0102320253971959,143.51332656820745,14025.896242159197,lcdm,
63.6036036036036,0.010233397620888318,143.5133265681783,14024.015472167346,lcdm,
63.648648648648646,0.010234769453437119,143.51332656814913,14022.135742388744,lcdm,
63.693693693693696,0.010236140895141231,143.51332656811994,14020.25705178024,lcdm,
63.73873873873874,0.010237511946299214,143.51332656809072,14018.379399300213,lcdm,
63.78378378378378,0.010238882607209227,143.5133265680615,14016.502783908603,lcdm,
63.82882882882883,0.010240252878169018,143.51332656803223,14014.62720456692,lcdm,
63.873873873873876,0.010241622759475962,143.51332656800295,14012.752660238208,lcdm,
63.91891891891892,0.010242992251427023,143.51332656797362,14010.879149887063,lcdm,
63.96396396396396,0.010244361354318792,143.51332656794435,14009.006672479623,lcdm,
64.009009009009,0.010245730068447458,143.51332656791504,14007.135226983557,lcdm,
64.05405405405405,0.010247098394108808,143.51332656788566,14005.26481236809,lcdm,
64.0990990990991,0.010248466331598262,143.51332656785627,14003.395427603964,lcdm,
64.14414414414415,0.010249833881210844,143.51332656782688,14001.52707166345,lcdm,
64.1891891891892,0.01025120104324117,143.5133265677974,13999.659743520366,lcdm,
64.23423423423424,0.010252567817983503,143.513326567768,13997.793442150038,lcdm,
64.27927927927928,0.010253934205731698,143.51332656773855,13995.928166529302,lcdm,
64.32432432432432,0.010255300206779217,143.51332656770907,13994.063915636547,lcdm,
64.36936936936937,0.01025666582141916,143.5133265676796,13992.200688451643,lcdm,
64.41441441441441,0.010258031049944225,143.51332656765007,13990.33848395598,lcdm,
64.45945945945945,0.010259395892646735,143.5133265676205,13988.477301132467,lcdm,
64.50450450450451,0.010260760349818628,143.51332656759095,13986.617138965508,lcdm,
64.54954954954955,0.01026212442175146,143.51332656756134,13984.757996441014,lcdm,
64.5945945945946,0.01026348810873641,143.51332656753178,13982.899872546393,lcdm,
64.63963963963964,0.01026485141106427,143.51332656750213,13981.042766270548,lcdm,
64.68468468468468,0.01026621432902546,143.51332656747246,13979.18667660387,lcdm,
64.72972972972973,0.010267576862910018,143.51332656744282,13977.331602538257,lcdm,
64.77477477477477,0.010268939013007601,143.51332656741315,13975.47754306708,lcdm,
64.81981981981983,0.01027030077960749,143.5133265673834,13973.624497185192,lcdm,
64.86486486486487,0.010271662162998602,143.51332656735366,13971.772463888929,lcdm,
64.90990990990991,0.010273023163469461,143.51332656732393,13969.921442176115,lcdm,
64.95495495495496,0.010274383781308226,143.5133265672942,13968.071431046039,lcdm,
65.0,0.01027574401680268,143.5133265672644,13966.222429499452,lcdm,
65.04504504504504,0.010277103870240232,143.51332656723454,13964.374436538596,lcdm,
65.09009009009009,0.01027846334190792,143.51332656720476,13962.527451167167,lcdm,
65.13513513513513,0.010279822432092408,143.51332656717483,13960.681472390315,lcdm,
65.18018018018017,0.010281181141079995,143.513326567145,13958.83649921467,lcdm,
65.22522522522523,0.010282539469156608,143.5133265671151,13956.992530648296,lcdm,
65.27027027027027,0.010283897416607806,143.5133265670852,13955.149565700722,lcdm,
65.31531531531532,0.010285254983718762,143.51332656705526,13953.307603382938,lcdm,
65.36036036036036,0.0102866121707743,143.51332656702533,13951.466642707373,lcdm,
