M_BH,phi_total,phi_sink,delta_flux,sigma_env_pred,sigma_bulge_sim,M_star,M_gas,R_disk_90,arm_contrast,v_flat,sink_saturation,morphology_index
38063582.50624928,1.0285714285714285,0.38063582506249277,0.6299373923003542,150.80007618271182,156.82982233306532,235542275660.5351,7517908403458.347,10.0,0.9257844522054116,217.42911815707066,1.0,0.8574005788287146
38063582.50624928,1.607142857142857,0.38063582506249277,0.7631599310722267,150.80007618271182,168.41453112565858,521273814729.9707,13746955537841.592,13.25,0.9199953203508644,333.92340368638656,1.0,1.2718179273722
38063582.50624928,2.1857142857142855,0.38063582506249277,0.8258528904942843,150.80007618271182,174.6941555316591,728574387213.5977,17784478373831.918,14.5,0.9172438256302584,400.4703077286676,1.0,1.4591080170402755
38063582.50624928,2.7642857142857142,0.38063582506249277,0.8623022855071085,150.80007618271182,178.57493887363194,876460438226.0647,20506791133232.71,15.5,0.915539190738892,442.8192880587692,1.0,1.6005971705183617
38063582.50624928,3.3428571428571425,0.38063582506249277,0.8861345822462628,150.80007618271182,181.19875650798699,985506385799.9651,22443284163128.457,16.0,0.9143352293886906,472.00810117822004,1.0,1.6793372140311318
38063582.50624928,3.9214285714285713,0.38063582506249277,0.9029343979804207,150.80007618271182,183.08955086545438,1068676484455.0143,23888206490475.22,16.5,0.9134068103782867,493.2981067736564,1.0,1.75121184891477
38063582.50624928,4.5,0.38063582506249277,0.9154142610972238,150.80007618271182,184.5160693607057,1134046055854.5845,25011699087256.742,16.75,0.9130666504219691,509.5056267840954,1.0,1.7929800416124562
78815492.45942527,0.45,0.7881549245942527,0.0,178.26606241944208,161.44396522299044,0.0,741946356749.4807,0.25,0.0,3.300151829110823,0.5709537375937389,0.0
78815492.45942527,1.0285714285714285,0.7881549245942527,0.23373826775558754,178.26606241944208,162.73404590958506,6808219446.911285,1163077017793.1667,2.5,0.9417002912368886,33.33723520111771,1.0,0.1148830653153155
78815492.45942527,1.607142857142857,0.7881549245942527,0.509592491363576,178.26606241944208,172.4340699879577,105830305044.56029,4112726579804.885,7.0,0.931658244866093,141.38258476570013,1.0,0.48027994091545395
78815492.45942527,2.1857142857142855,0.7881549245942527,0.6394062436496882,178.26606241944208,180.68771636400766,257404743665.57794,7894816091412.086,10.25,0.9257684567488659,227.84369724597366,1.0,0.7984854303857515
78815492.45942527,2.7642857142857142,0.7881549245942527,0.7148793554439395,178.26606241944208,186.568378583552,405527330872.241,11178486549849.934,12.0,0.9222391231909246,291.2275741630925,1.0,0.9969561963663415
78815492.45942527,3.3428571428571425,0.7881549245942527,0.7642271593094115,178.26606241944208,190.82951194960896,534921432094.84576,13840689365656.025,13.0,0.919987959015558,338.3627129079209,1.0,1.1230969944039175
78815492.45942527,3.9214285714285713,0.7881549245942527,0.7990133161326132,178.26606241944208,194.0282902924682,644636869629.9481,15987646890674.514,14.0,0.918500301913067,374.42378050777364,1.0,1.241803500933668
