p0,p_high,zt,w,theta_star,theta_err_ppm,theta_abs_err_ppm,r_s_Mpc,D_M_Mpc,sn_shape_max_abs,sn_shape_end,sn_offset,strict_cmb_pass,score
0.185,0.21,1.6999999999999997,0.9499999999999998,0.010421458751459651,793.1040851661372,793.1040851661372,143.2399900176926,13744.71592066035,0.12808215795886468,0.12808215795886468,-0.1699863535133872,True,5.876189845313237
0.185,0.21,1.5999999999999999,0.7999999999999998,0.010421408838765378,788.3108713343834,788.3108713343834,143.2399900176926,13744.78175012873,0.12808241850098057,0.12808241850098057,-0.16999162211038765,True,5.8643645408458855
0.185,0.21,1.7999999999999998,1.0999999999999996,0.010421502711171284,797.3256224105,797.3256224105,143.2399900176926,13744.657943057207,0.12808308355668174,0.12808308355668174,-0.1699820044463891,True,5.88674642409571
0.17,0.22,1.0999999999999999,0.7999999999999998,0.010421025978817186,751.5440803198369,751.5440803198369,143.23999001802093,13745.28672216966,0.12808373055319322,0.12808373055319322,-0.1700600290205827,True,6.213996144765782
0.185,0.21,1.5,0.6499999999999999,0.010421352807003877,782.9300314867448,782.9300314867448,143.2399900176926,13744.85565073906,0.12808522646013287,0.12808522646013287,-0.16999797470398548,True,5.8513540429833615
0.17,0.21,0.6,1.0999999999999996,0.010421470352182684,794.2181253298938,794.2181253298938,143.2399900176926,13744.700620646323,0.12808568418908806,0.12808568418908806,-0.17001986059810292,True,6.317203796201678
0.17500000000000002,0.21,0.8999999999999999,0.7999999999999998,0.010421413593407805,788.7674689629991,788.7674689629991,143.2399900176926,13744.77547924025,0.1280856961106842,0.1280856961106842,-0.17002961119743887,True,6.137722909358044
0.19,0.22,2.8,0.7999999999999998,0.010421220736908293,770.2470814249233,770.2470814249233,143.23999001802093,13745.029841918169,0.12808579513725604,0.12808579513725604,-0.16996643488933572,True,5.71461502838568
0.19,0.21,2.4,0.7999999999999998,0.01042146920275741,794.1077437686341,794.1077437686341,143.2399900176926,13744.702136604003,0.12808660162753327,0.12808660162753327,-0.16996581369420838,True,5.772995139722996
0.17500000000000002,0.22,1.2,0.49999999999999994,0.010420899903974474,739.4368661386545,739.4368661386545,143.23999001802093,13745.453016335949,0.1280900804421563,0.1280900804421563,-0.17007247840579254,True,6.020242333911374
