Galaxy,R,Vobs,Vgas,Vdisk,Vbul,T,L36,R_disk,Vflat,MHI,Q,M_star,M_gas,M_bar,f_gas,Sigma_bar,D_spatial,eta,L_chi,x,M_hist,g_hist,V_bar_sq,V_flux,residual,abs_res
IC2574,9.38,66.0,23.63,25.51,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.05192469557509247,1437543679.110368,70.27093422155032,883.75695,39.27974430922561,-26.720255690774387,26.720255690774387
IC2574,9.67,65.2,24.89,25.74,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.05353004330609212,1497499807.9959524,68.87699351834821,950.7859,40.20978024464231,-24.990219755357693,24.990219755357693
IC2574,9.96,67.1,25.8,24.84,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.05513539103709179,1558050088.4095774,67.5496484506463,974.1528,40.582598469891465,-26.51740153010853,26.51740153010853
IC2574,10.23,67.5,27.17,23.97,0.0,9,1.016,2.78,80.32,1.036,2.0,508000000.0,137788000.00000003,645788000.0,0.21336413807627275,13299046.683586374,0.6324887829442423,126.63010551690569,180.64622037956545,0.05663002513147078,1614946963.9016569,66.36931749157715,1025.48935,41.28495449844694,-26.215045501553057,26.215045501553057
IC4202,0.77,35.1,2.22,20.98,133.76,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.010297951448460282,533514744.15595734,3870.1280119544585,12749.224919999997,125.41620106351863,90.31620106351863,90.31620106351863
IC4202,1.59,77.9,3.89,40.96,176.62,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.021264601042924478,1424725372.5643864,2423.802698515048,22690.22998,162.92352890432656,85.02352890432655,85.02352890432655
IC4202,2.36,115.0,4.02,58.24,176.92,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.03156255249138476,2428973459.11088,1875.681600119322,23622.589679999994,167.4789486958931,52.47894869589311,52.47894869589311
IC4202,3.13,156.0,0.9,74.68,172.53,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.041860503939845035,3553445852.7751226,1559.988445595959,23625.98183,168.84533059790357,12.845330597903569,12.845330597903569
IC4202,3.95,192.0,0.0,91.45,173.49,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.05282715353430924,4857852813.014206,1339.0923084134547,25250.697320000003,174.7572943777545,-17.242705622245495,17.242705622245495
IC4202,4.73,204.0,0.0,107.35,174.08,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.0632588446119703,6185032126.756404,1188.9950129079323,26974.70373,180.5509627253605,-23.449037274639494,23.449037274639494
IC4202,5.5,209.0,0.0,120.52,167.74,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.07355679606043058,7566884384.691146,1075.8508667425453,26958.230519999997,181.31577506406882,-27.684224935931184,27.684224935931184
IC4202,6.27,220.0,0.0,132.68,159.21,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.08385474750889085,9011874084.728828,985.9170747960865,26545.46807,180.90651765199468,-39.093482348005324,39.093482348005324
IC4202,7.08,231.0,0.0,150.86,150.44,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.09468765747415428,10593064108.067198,908.8986113709999,27221.905319999998,183.45819002842768,-47.54180997157232,47.54180997157232
IC4202,7.86,235.0,0.24,170.8,142.84,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.10511934855181534,12169373111.495987,847.195166510696,28868.663520000002,188.4877118773902,-46.51228812260979,46.51228812260979
IC4202,8.66,245.0,0.0,187.59,136.33,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.11581851888787797,13836030146.934172,793.4801564258522,30605.11228,193.58886960424115,-51.411130395758846,51.411130395758846
IC4202,9.45,246.0,3.8,199.82,130.53,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.1263839495947398,15527480275.204407,747.8211157630457,31905.11283,197.41332876470315,-48.58667123529685,48.58667123529685
IC4202,10.24,239.0,0.0,208.12,125.41,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.13694938030160167,17260842284.729862,707.9823416787863,32666.33487,199.79007495066108,-39.20992504933892,39.20992504933892
IC4202,11.02,240.0,3.35,212.98,120.9,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.14738107137926273,19010478715.73864,673.2714814288117,32923.229699999996,200.85487652866559,-39.145123471334415,39.145123471334415
IC4202,11.79,240.0,15.63,214.9,116.92,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.157679022827723,20772457820.1419,642.7182476144695,32904.502380000005,201.2017656964635,-38.7982343035365,38.7982343035365
IC4202,12.47,246.0,22.51,214.77,113.67,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.16677331761337624,22355484707.36661,618.3174999807725,32614.38478,200.81036827006776,-45.189631729932245,45.189631729932245
IC4202,13.34,241.0,30.77,213.03,109.94,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.17840866535384436,24415534950.73847,590.0854956235183,32098.445869999996,199.92545206055613,-41.074547939443875,41.074547939443875
IC4202,14.11,250.0,37.16,210.67,106.85,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.18870661680230463,26269433281.04121,567.4884553066795,31563.635799999996,198.92435221555263,-51.07564778444737,51.07564778444737
IC4202,14.59,242.0,39.71,209.26,105.08,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.19512611900394222,27438925543.76613,554.39189460722,31201.022379999995,198.21604405879796,-43.78395594120204,43.78395594120204
IC4202,14.98,244.0,41.88,208.03,103.7,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.20034196454277275,28396650731.567387,544.2567798359783,30919.75785,197.66821801175564,-46.33178198824436,46.33178198824436
IC4202,15.75,248.0,44.73,205.55,101.13,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.21063991599123302,30306585757.367924,525.4558740225599,30285.26798,196.37005371455018,-51.62994628544982,51.62994628544982
IC4202,16.52,249.0,46.3,203.07,98.75,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.22093786743969332,32240726942.44708,508.0952023596025,29588.496199999998,194.89029976625474,-54.10970023374526,54.10970023374526
IC4202,17.1,246.0,46.79,201.06,97.06,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.22869476593333873,33712869312.6634,495.8654517818375,28996.316420000003,193.58619693942393,-52.41380306057607,52.41380306057607
IC4202,17.88,241.0,46.99,198.19,94.92,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.23912645701099977,35712400450.83172,480.44576390135904,28154.562629999997,191.68967861769787,-49.310321382302135,49.310321382302135
IC4202,18.65,247.0,47.18,195.23,92.94,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.24942440845946004,37707563586.5493,466.2632155913599,27329.819369999997,189.80418420250606,-57.195815797493935,57.195815797493935
IC4202,19.62,234.0,47.77,191.47,90.61,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.262397152491936,40249540967.828156,449.70040671832544,26359.47382,187.57024230888422,-46.42975769111578,46.42975769111578
IC4202,20.78,249.0,51.51,186.83,88.05,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.27791094947922684,43328991001.76906,431.566617716141,25532.9663,185.74423440888123,-63.255765591118774,63.255765591118774
IC4202,22.13,236.0,57.31,181.4,85.32,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.2959657994213325,46963655990.303665,412.4387149207196,24833.067779999998,184.28330510709733,-51.716694892902666,51.716694892902666
IC4202,23.0,245.0,59.87,177.88,83.69,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.3076011471618006,49333235724.69352,401.09226249658144,24307.875369999998,183.12017203853148,-61.87982796146852,61.87982796146852
IC4202,23.58,243.0,61.24,175.64,82.65,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.315358045655446,50924243263.479454,393.91030029749373,23956.758149999998,182.3325616312536,-60.66743836874639,60.66743836874639
IC4202,25.03,238.0,61.05,170.07,80.22,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.33475029188955957,54939360073.8594,377.1570689447734,22693.678829999997,179.25936590785898,-58.74063409214102,58.74063409214102
IC4202,25.9,247.0,60.16,166.98,78.87,4,179.749,4.78,8888.53,12.326,11.0,89874500000.0,1639358000.0,91513858000.0,0.017913767770559953,637457452.6929584,0.8619920951868809,2.9506672015207163,74.77215287465043,0.3463856396300276,57372994719.51041,367.84795503807266,21914.719629999996,177.31887002089223,-69.68112997910777,69.68112997910777
KK98-251,0.25,4.25,1.87,2.88,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.002021070553229454,3232615.304487391,222.45099982756582,7.6441,7.953417501734173,3.7034175017341733,3.7034175017341733
KK98-251,0.41,6.84,3.32,3.93,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.0033145557072963043,6331986.275629577,162.00656212205834,18.74485,9.22862614206708,2.3886261420670802,2.3886261420670802
KK98-251,0.57,9.56,4.8,4.8,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.004608040861363154,9907002.899776217,131.14536116243931,34.56,10.455278851498434,0.8952788514984338,0.8952788514984338
KK98-251,0.74,12.3,6.44,6.36,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.0059823688375591835,14121924.532188736,110.91513228585802,61.69840000000001,11.990646266633627,-0.3093537333663736,0.3093537333663736
KK98-251,0.9,15.1,8.03,7.43,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.0072758539916260336,18420764.942933436,97.80994092680473,92.08335,13.420592268380865,-1.6794077316191345,1.6794077316191345
KK98-251,1.07,17.5,9.79,8.56,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.008650181967822064,23296281.87192659,87.51437825643093,132.4809,15.037329707577111,-2.4626702924228887,2.4626702924228887
KK98-251,1.24,19.7,11.57,9.52,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.01002450994401809,28455438.570864182,79.59435503630037,179.1801,16.6696460743776,-3.0303539256224,3.0303539256224
KK98-251,1.4,21.8,13.11,10.08,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.01131799509808494,33546392.52102794,73.61225258041544,222.6753,18.048059552555273,-3.7519404474447278,3.7519404474447278
KK98-251,1.57,24.4,14.44,10.55,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.01269232307428097,39185275.206828214,68.3728922024421,264.16485,19.274602220482635,-5.125397779517364,5.125397779517364
KK98-251,1.72,27.3,15.54,10.95,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.013904965406218642,44343601.03356093,64.46654851313296,301.44284999999996,20.305795070437124,-6.994204929562876,6.994204929562876
KK98-251,1.89,30.3,16.53,11.36,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.01527929338241467,50383524.3898258,60.66319640644038,337.76570000000004,21.27014671336736,-9.02985328663264,9.02985328663264
KK98-251,2.06,32.6,17.3,11.57,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.0166536213586107,56617203.677411914,57.38182144128044,366.22245000000004,22.009747889720085,-10.590252110279916,10.590252110279916
KK98-251,2.46,33.3,18.07,12.23,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.019887334243777824,71988684.02479519,51.162808349706175,401.31135,22.96022339918053,-10.339776600819466,10.339776600819466
KK98-251,2.79,34.6,18.07,12.94,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.022555147374040706,85350441.24979295,47.15825416883737,410.2467,23.276989262597006,-11.323010737402996,11.323010737402996
KK98-251,3.13,34.2,17.41,12.45,0.0,10,0.085,1.34,52.1,0.115,1.6,42500000.0,15295000.0,57795000.0,0.2646422700925686,5122722.174201431,0.5860130010266327,258.4571902986572,123.69681978718003,0.025303803326432762,99702180.11463438,43.76997861331974,380.60934999999995,22.751030373582882,-11.44896962641712,11.44896962641712
NGC0024,0.21,17.4,1.51,18.55,0.0,5,3.889,1.34,1182.58,0.676,7.9,1944500000.0,89908000.00000001,2034408000.0,0.04419369172751976,180321947.79778156,0.7791679392539996,11.553584266100993,33.36022327137041,0.00629492189820627,23812256.97794735,2322.3214095016674,174.33135000000001,25.729726893135695,8.329726893135696,8.329726893135696
NGC0024,0.32,31.0,2.27,25.65,0.0,5,3.889,1.34,1182.58,0.676,7.9,1944500000.0,89908000.00000001,2034408000.0,0.04419369172751976,180321947.79778156,0.7791679392539996,11.553584266100993,33.36022327137041,0.009592261940123841,42176916.5961007,1771.475804270854,334.11414999999994,30.01643562061747,-0.9835643793825284,0.9835643793825284
NGC0024,0.43,36.1,3.03,29.58,0.0,5,3.889,1.34,1182.58,0.676,7.9,1944500000.0,89908000.00000001,2034408000.0,0.04419369172751976,180321947.79778156,0.7791679392539996,11.553584266100993,33.36022327137041,0.01288960198204141,62961948.541363016,1464.5412336453953,446.66909999999996,32.8088681680353,-3.291131831964698,3.291131831964698
NGC0024,0.54,46.0,3.84,33.96,0.0,5,3.889,1.34,1182.58,0.676,7.9,1944500000.0,89908000.00000001,2034408000.0,0.04419369172751976,180321947.79778156,0.7791679392539996,11.553584266100993,33.36022327137041,0.01618694202395898,85725185.76150979,1264.3906333797497,591.3864,35.69534062066175,-10.304659379338247,10.304659379338247
NGC0024,0.64,58.0,4.53,36.83,0.0,5,3.889,1.34,1182.58,0.676,7.9,1944500000.0,89908000.00000001,2034408000.0,0.04419369172751976,180321947.79778156,0.7791679392539996,11.553584266100993,33.36022327137041,0.019184523880247682,107893969.24498817,1132.9156525035694,698.7453499999999,37.73342507117906,-20.266574928820937,20.266574928820937
