p,H0,omega_m_h2,omega_b_h2,omega_c_h2,theta_star,theta_err,theta_abs_err,theta_err_ppm,r_s_Mpc,D_M_Mpc,Omega_m0,Omega_b0,Omega_c0,Omega_r0,Omega_flux0,q0,z_acc,accepted_theta,accepted_omega_window,H0_distance_to_73,score
0.16599999999999998,73.0,0.14200000000000002,0.02237,0.11963000000000001,0.010412111842973505,-1.0881570264940216e-06,1.0881570264940216e-06,-104.49785142838144,143.76241066106707,13807.228814784918,0.2664665040345281,0.041977857008819675,0.22448864702570845,7.843873146931883e-05,0.7334550572340026,-0.6622514666779757,0.7769303538980307,True,True,0.0,0.3538298247925969
0.32799999999999996,73.0,0.14800000000000002,0.02237,0.12563000000000002,0.010412103313335261,-1.0966866647380002e-06,1.0966866647380002e-06,-105.31696930223181,142.29044324079274,13665.869321384354,0.2777256520923251,0.041977857008819675,0.2357477950835054,7.843873146931883e-05,0.7221959091762057,-0.7043576145367982,0.7459511329949162,True,True,0.0,0.18919962625277315
0.186,73.0,0.14300000000000002,0.02237,0.12063000000000001,0.010414311478705869,1.1114787058699033e-06,1.1114787058699033e-06,106.73747799618786,143.51334541635114,13780.396880753253,0.2683430287108276,0.041977857008819675,0.22636517170200793,7.843873146931883e-05,0.7315785325577031,-0.6667756385506642,0.7720379804512679,True,True,0.0,0.32325686053363273
0.142,73.0,0.14100000000000001,0.02237,0.11863000000000001,0.010412073644686866,-1.1263553131336812e-06,1.1263553131336812e-06,-108.16610774148977,144.01300907942493,13831.34752921314,0.26458997935822864,0.041977857008819675,0.22261212234940894,7.843873146931883e-05,0.735331581910302,-0.6561804969885667,0.7816270771033109,True,True,0.0,0.3856267603780459
0.32199999999999995,73.0,0.14800000000000002,0.02237,0.12563000000000002,0.010414371527271886,1.171527271887074e-06,1.171527271887074e-06,112.50405945214477,142.29044324069193,13662.892942514973,0.2777256520923251,0.041977857008819675,0.2357477950835054,7.843873146931883e-05,0.7221959091762057,-0.702137126413426,0.7461139965307811,True,True,0.0,0.1897797636498757
0.114,73.0,0.14,0.02237,0.11763000000000001,0.01041442163562789,1.2216356278915014e-06,1.2216356278915014e-06,117.31606306337163,144.26515758417673,13852.440647365716,0.26271345468192914,0.041977857008819675,0.22073559767310946,7.843873146931883e-05,0.7372081065866015,-0.6485509121801893,0.7859837810651179,True,True,0.0,0.41824000742422096
0.24399999999999997,73.0,0.14500000000000002,0.02237,0.12263000000000002,0.010411701924743211,-1.4980752567877315e-06,1.4980752567877315e-06,-143.86310229206504,143.01974812741278,13736.442818011248,0.2720960780634266,0.041977857008819675,0.23011822105460694,7.843873146931883e-05,0.7278254832051041,-0.6824222644833391,0.7620393906239087,True,True,0.0,0.2675731646220195
0.264,73.0,0.14600000000000002,0.02237,0.12363000000000002,0.010414721072419919,1.521072419919875e-06,1.521072419919875e-06,146.07156492911642,142.77518357028944,13708.978145212566,0.2739726027397261,0.041977857008819675,0.23199474573090642,7.843873146931883e-05,0.7259489585288046,-0.6868121912643179,0.7568948420212316,True,True,0.0,0.2409969326567618
0.2919999999999999,73.0,0.14700000000000002,0.02237,0.12463000000000002,0.0104147469546542,1.546954654201016e-06,1.546954654201016e-06,148.5570866017186,142.5320871519096,13685.602518476366,0.2758491274160256,0.041977857008819675,0.23387127040720593,7.843873146931883e-05,0.7240724338525052,-0.6941318726599857,0.7515847637235923,True,True,0.0,0.21564037641671424
0.29999999999999993,73.0,0.14700000000000002,0.02237,0.12463000000000002,0.010411609787971968,-1.5902120280315152e-06,1.5902120280315152e-06,-152.7111769707213,142.53208715206995,13689.72618592856,0.2758491274160256,0.041977857008819675,0.23387127040720593,7.843873146931883e-05,0.7240724338525052,-0.697100429309371,0.7514233711351073,True,True,0.0,0.21553734445028855
