PGC,NGC,UGC,IC,ra,dec,Dist,logMstar,logSFR,GammaStar,PGC_NAME
17209,,,,80.7518692,-38.870182,64.0619431,9.51142979,-0.152107865,0.1999999879999999,PGC17209
17210,,,,80.7232513,72.9628601,70.0487442,10.678524,-0.553476751,0.5,PGC17210
17217,,,,80.81164549999998,-11.4247293,40.5,9.96269608,-0.6879172329999999,0.4863680599999999,PGC17217
17232,,,,81.00454709999998,-5.33858347,51.6416168,9.3214407,-0.3496958319999999,0.236493915,PGC17232
17240,,,,81.1099167,71.192749,50.4661369,9.55786991,-0.537256598,0.3375471529999999,PGC17240
17241,,,,81.14997099999998,-46.0422211,48.7079811,9.08314896,-0.966952324,0.32622093,PGC17241
17248,,,,81.22724909999998,-12.6888514,46.3447304,10.4907904,-0.727119029,0.5,PGC17248
17252,,,,81.266716,72.5741043,65.8566589,10.1197214,0.4825098809999999,0.1999999879999999,PGC17252
17274,,,,81.4462891,-39.9064713,62.8926926,10.1447029,0.61809957,0.2053170199999999,PGC17274
17276,,,,81.48674769999998,-46.7283401,58.1567688,10.9145279,-0.98300451,0.5,PGC17276
17285,,,,81.57624819999998,-28.5324268,65.2830276,9.14872265,-0.5955772999999999,0.252964944,PGC17285
17296,,,,81.6980667,-63.7609024,13.1000004,10.4126492,-0.95391947,0.5,PGC17296
17298,,,,81.7190781,-25.3711929,23.5830555,8.200190539999998,-1.83351851,0.2565523089999999,PGC17298
17301,,,,81.7547455,-21.5570717,20.1186962,8.75329494,-1.83422899,0.4006448389999999,PGC17301
17304,,,,81.7884216,-6.11799288,34.6417923,9.1117487,-1.28714108,0.4170235689999999,PGC17304
17306,,,,81.7889557,-46.0686378,58.1567688,9.49931622,-0.394004256,0.287823141,PGC17306
17308,,,,81.83172609999998,-22.6847515,23.5830555,8.40041542,-1.8708272,0.315588087,PGC17308
17317,,,,81.98929599999998,63.8594704,64.091423,10.6626348,-1.32202494,0.5,PGC17317
17318,,,,82.0112076,64.2339478,68.2338104,10.384779,-0.8368157739999998,0.5,PGC17318
17319,,,,82.0082321,-5.31064987,29.0,9.88258553,0.1512000259999999,0.1999999879999999,PGC17319
17322,,,,82.0965805,76.6636658,64.091423,10.5742264,0.2975906729999999,0.384431362,PGC17322
17323,,,,82.05883029999998,-16.1243477,25.0,9.5258646,-0.0988681911999999,0.2262815089999999,PGC17323
17329,,,,82.15203859999998,-41.4911995,56.3638191,9.42468548,-0.8814929719999999,0.3922363819999999,PGC17329
17331,,,,82.1732178,-56.9353065,60.5062561,10.4437294,-1.11963677,0.5,PGC17331
17332,,,,82.48362729999998,74.5126953,73.0130463,10.6064205,-0.942075312,0.5,PGC17332
17333,,,,82.24245449999998,74.9114151,73.6206512,,,,PGC17333
17338,,,,82.23754119999998,-47.3904305,58.7489433,10.0096054,0.0889552683,0.2943949399999999,PGC17338
17340,,,,82.281456,-19.9340229,38.7257462,9.39667988,-0.3630186619999999,0.2564872799999999,PGC17340
17341,,,,82.28015139999998,-39.422142,63.4745903,10.0486603,0.0284564439,0.31877166,PGC17341
17346,,,,82.34625239999998,-85.9285507,63.4745903,10.1164846,0.2039002329999999,0.292449832,PGC17346
17352,,,,82.42082209999998,-24.7140846,49.8885002,9.63075638,-0.0257652272,0.233257294,PGC17352
17359,,,,82.54735569999998,55.8708267,29.1100006,8.85871983,-0.611608028,0.1999999879999999,PGC17359
17377,,,,82.7229614,-46.9418907,54.600956,9.323183060000002,-0.825569987,0.3511995969999999,PGC17377
17379,,,,82.63243869999998,-23.1068668,47.5334778,9.59421253,-1.20871294,0.462038308,PGC17379
17389,,,,82.86542509999998,-49.4008179,59.3198471,10.4459438,-0.8609483239999999,0.5,PGC17389
17395,,,,82.9161606,-10.392292,34.7999992,9.7648859,0.2422356159999999,0.1999999879999999,PGC17395
17397,,,,82.92107389999998,-73.7500229,58.7489433,9.84437466,-0.421243042,0.38153246,PGC17397
17402,,,,82.961792,-23.1446552,20.8999996,9.33709812,-0.8955758809999999,0.3729039129999999,PGC17402
17410,,,,83.0899582,-45.9309998,54.0007668,9.8638773,-0.4534611399999999,0.395197004,PGC17410
17415,,,,83.1191254,-13.927,53.4599991,10.6112862,0.4625263809999999,0.351201266,PGC17415
17416,,,,83.1352921,-49.9035835,58.7489433,9.96025944,-0.260402083,0.3697725829999999,PGC17416
17419,,,,83.16175079999998,67.7104187,73.0130463,10.5116663,-0.936184406,0.5,PGC17419
17422,,,,83.2014618,-14.0627775,38.0,10.5244875,0.460587829,0.3296784159999999,PGC17422
17426,,,,83.3230515,79.3720016,47.5334778,,,,PGC17426
17427,,,,83.2301254,-14.1329718,44.5861015,10.2723103,-1.45910704,0.5,PGC17427
17430,,,,83.28838349999998,-78.0193787,21.2715816,8.78416443,-1.53116059,0.3270326259999999,PGC17430
17432,,,,83.2976685,-52.6419983,58.7489433,10.5250015,0.174532041,0.4040234979999999,PGC17432
17433,,,,83.30377199999998,-36.3988724,16.5,9.68903446,-0.476565242,0.355524063,PGC17433
17434,,,,83.3157654,-48.6956444,61.6879349,10.2485018,-1.09426236,0.5,PGC17434
17435,,,,83.3363647,-50.0689049,59.3198471,9.77857304,0.0261524877999999,0.2548200489999999,PGC17435
17436,,,,83.34066769999998,-21.945755,18.2000008,10.477416,0.0671458617,0.420095712,PGC17436
17452,,,,83.5046768,-23.3100414,28.5799999,10.3892746,-1.30626619,0.5,PGC17452
17455,,,,83.53006739999998,-28.4657173,53.4072342,10.1410236,0.0206208452999999,0.343960404,PGC17455
17456,,,,83.5602417,70.191391,65.4636917,10.3144846,-0.3054031729999999,0.477755696,PGC17456
17458,,,,83.5741577,-55.8825607,51.6416168,9.6880455,-0.446611464,0.347594112,PGC17458
17460,,,,83.5696259,2.81358337,55.7699013,9.69524097,0.345407784,0.1999999879999999,PGC17460
17463,,,,83.5904617,-23.5332489,21.8474255,9.56411648,-1.22490668,0.5,PGC17463
17469,,,,83.67214199999998,-29.2321835,53.4072342,10.8477573,-2.8786602,0.5,PGC17469
17478,,,,83.7465439,-50.9216957,61.6879349,9.81417084,-0.3249711989999999,0.282183528,PGC17478
17487,,,,83.85659029999998,-17.815237,42.2474174,10.5799017,-1.33317566,0.5,PGC17487
17488,,,,83.90087889999998,67.7626953,73.0130463,10.1837749,-0.1401826589999999,0.3969557289999999,PGC17488
17491,,,,83.91709899999998,-15.4371672,31.1314831,9.04206085,-1.50980043,0.39073205,PGC17491
17492,,,,83.9435883,-52.142334,59.3198471,9.7681675,-0.4548496009999999,0.370385885,PGC17492
17493,,,,83.94677729999998,-18.0392761,44.5861015,8.840781209999998,-0.991623104,0.2104453149999999,PGC17493
17495,,,,83.96691889999998,-53.4867783,61.1223526,9.40340805,-0.319247335,0.2480460999999999,PGC17495
17499,,,,84.0209351,-32.9145317,64.0619431,9.706460000000002,-0.539670229,0.309133023,PGC17499
17504,,,,84.0707474,7.32626534,54.600956,10.4017363,-1.1437844,0.5,PGC17504
17511,,,,84.19439699999998,-22.4064159,68.2338104,10.0776415,-0.0994409173999999,0.291635752,PGC17511
17513,,,,84.1965256,-18.6054363,45.0800018,9.27462006,-0.7709852459999998,0.325096995,PGC17513
17515,,,,84.2215652,-15.2040834,43.4110146,10.4470186,-0.3411416709999999,0.5,PGC17515
17518,,,,84.2592163,-34.6346893,64.6844788,9.24813175,-0.872625351,0.277645588,PGC17518
17525,,,,84.32990259999998,-26.431284,18.3823051,,,,PGC17525
17540,,,,84.597374,79.58694459999998,72.4102173,10.185544,0.971048236,0.1999999879999999,PGC17540
17545,,,,84.6542206,-63.5921326,62.2873993,9.98315525,-0.207279518,0.3619292969999999,PGC17545
17552,,,,84.7427902,-41.7371941,11.4604006,8.669282909999998,-1.58737183,0.3118324579999999,PGC17552
17556,,,,84.8143768,-17.024889,59.3198471,9.73112297,-1.41435003,0.5,PGC17556
17559,,,,84.8395844,-29.3726082,52.2396126,9.52604294,-0.436134964,0.304481357,PGC17559
17560,,,,84.8435516,-29.3840485,51.0505219,9.3284893,-1.09655559,0.424093604,PGC17560
17561,,,,84.90460969999998,77.31249239999998,69.2468109,11.0259504,0.316298097,0.5,PGC17561
17567,,,,84.99594879999998,-58.5855179,12.8000002,8.46833134,-1.11209905,0.2167083019999999,PGC17567
17568,,,,85.0087204,-81.9814758,65.2830276,10.0828609,-0.0850640087999999,0.356122255,PGC17568
17574,,,,85.074585,-17.8360558,41.0771446,10.0742016,-1.70071483,0.5,PGC17574
17587,,,,85.1661911,16.4610367,70.0165176,10.2630968,0.0343543366,0.3046918209999999,PGC17587
17592,,,,85.2384567,-82.11933139999998,65.2529984,11.0466604,0.4268959159999999,0.4777212739999999,PGC17592
17595,,,,85.2538605,-35.7084007,14.6000004,9.01663113,-1.32561588,0.3340918119999999,PGC17595
17597,,,,85.3334122,-18.2777691,54.7000008,9.78230572,-0.3265147809999999,0.274714738,PGC17597
17608,,,,85.4478302,-31.3761654,36.9657974,8.77861691,-1.27970409,0.262449354,PGC17608
17609,,,,85.4629974,-64.3010864,13.1000004,9.44711876,-0.6321994659999999,0.333556116,PGC17609
17616,,,,85.4814987,18.4923897,65.8566589,10.5678692,0.6990520359999999,0.281976581,PGC17616
17619,,,,85.5022659,-22.9466095,18.2000008,8.81252575,-0.916846871,0.1999999879999999,PGC17619
17621,,,,85.47949219999998,-12.5623083,29.9778137,8.871550559999998,-0.942681968,0.2691123189999999,PGC17621
17625,,,,85.5199814,69.3786621,59.9239311,11.5155649,1.08051074,0.426808059,PGC17625
17628,,,,85.5789642,77.15147399999998,65.2830276,,,,PGC17628
17642,,,,85.65376279999998,69.2366104,59.3472061,9.98895741,-0.559299469,0.457831651,PGC17642
17645,,,,85.7196198,69.8927231,64.6844788,10.2490435,-2.72569275,0.5,PGC17645
17646,,,,85.73442079999998,-29.7305641,51.6416168,9.79462337,-0.1903216239999999,0.245029613,PGC17646
17651,,,,85.7754745,-20.5212898,41.0771446,9.41277409,-0.209572122,0.1999999879999999,PGC17651
17652,,,,85.77713009999998,-52.7033653,16.3999996,8.111496929999998,-1.50208342,0.223855183,PGC17652
17655,,,,85.8123016,-18.6421795,32.4000015,8.95679379,-1.34618056,0.323811769,PGC17655
17657,,,,85.8137512,-30.0783329,64.2699966,10.8304281,-0.415749401,0.5,PGC17657
17659,,,,85.8459167,69.4309998,62.8926926,9.87102699,0.14816007,0.2480940369999999,PGC17659
17661,,,,85.91542049999998,68.9451981,59.3198471,10.2818975,-1.43738878,0.5,PGC17661
17662,,,,85.86687469999998,-30.4950161,15.4952946,9.13162994,-1.64102972,0.4532630149999999,PGC17662
17665,,,,85.8871613,-27.6514721,39.3187523,10.0001526,-0.321045786,0.3962222639999999,PGC17665
17667,,,,85.92845149999998,-41.1811256,59.3198471,8.919823649999998,-0.98577261,0.2907683249999999,PGC17667
17668,,,,85.9679718,-19.2914562,32.0,9.64762211,-1.03915107,0.428619742,PGC17668
17670,,,,85.97755429999998,-33.275383,36.3914909,9.33736515,-0.407428265,0.1999999879999999,PGC17670
17675,,,,86.2358475,69.1593094,65.2529984,10.5240574,0.27496767,0.377196044,PGC17675
17684,,,,86.06674959999998,-55.5325317,60.5062561,9.97881031,0.5825400349999998,0.1999999879999999,PGC17684
17692,,,,86.12361149999998,69.2990265,61.1223526,10.2560921,-0.2819340229999999,0.455003947,PGC17692
17693,,,,86.1249619,-55.6621246,59.9239311,10.2179375,-0.445458144,0.489962459,PGC17693
17700,,,,86.13837429999998,79.5891647,67.639473,10.3828335,-0.969184935,0.5,PGC17700
17702,,,,86.1639328,-28.5545998,39.9025192,10.0247259,-1.53167677,0.5,PGC17702
17716,,,,86.25875089999998,5.06916666,6.45654154,8.34368706,-2.21491647,0.392600298,PGC17716
17725,,,,86.27899929999998,79.23627469999998,25.9059887,9.08584213,-1.16980994,0.3115749959999999,PGC17725
17736,,,,86.35262299999998,72.3562241,12.5900002,8.905158999999998,-1.08901501,0.3123334349999999,PGC17736
17738,,,,86.3955002,73.609024,18.9583302,8.8522644,-1.34813094,0.2975016529999999,PGC17738
17751,,,,86.4078751,64.0301666,64.6844788,10.554347,-1.71367037,0.5,PGC17751
17757,,,,86.4112473,69.0605469,65.8566589,9.93410969,0.2956560549999999,0.2292816789999999,PGC17757
17759,,,,86.4148026,58.602684,65.8566589,9.83534908,0.114939868,0.1999999879999999,PGC17759
17772,,,,86.4746246,-21.9991112,39.9025192,,,,PGC17772
17776,,,,86.4493942,58.7010231,63.1829033,10.6075678,1.03273666,0.1999999879999999,PGC17776
17793,,,,86.6007538,-52.0885735,16.3999996,8.58828926,-0.7636969089999999,0.1999999879999999,PGC17793
17794,,,,86.6319809,69.051033,65.8566589,10.7709675,-1.07836914,0.5,PGC17794
17804,,,,86.6975555,-16.7823811,29.0,10.5978441,0.184608385,0.420897454,PGC17804
17810,,,,86.7192078,-18.7263889,36.5999985,10.0594339,0.0695065185,0.2461970149999999,PGC17810
17819,,,,86.7578888,-34.2505302,11.8000002,9.98236752,-0.4235949809999999,0.4189320209999999,PGC17819
17822,,,,86.76987459999998,-51.5529747,16.3999996,9.06065178,-0.8560520409999999,0.293442786,PGC17822
17831,,,,86.8259735,56.1123772,50.1199989,10.7377853,0.253758937,0.440157175,PGC17831
17839,,,,86.8638,79.63592529999998,71.219696,10.740819,0.6011252999999999,0.348881096,PGC17839
17842,,,,86.87064359999998,-23.5760555,12.0392599,8.59679317,-2.16174769,0.449185461,PGC17842
17860,,,,86.9642029,-17.6024113,40.4761963,10.7903366,-0.934588432,0.5,PGC17860
17872,,,,87.067749,-19.5699863,39.3187523,9.33835888,-0.4216872449999999,0.2565670609999999,PGC17872
17891,,,,87.1493988,-18.6702213,27.0644836,10.0245609,-0.984637976,0.5,PGC17891
17904,,,,87.1737518,79.5235825,72.4102173,10.352788,-0.2501473719999999,0.473020643,PGC17904
17928,,,,87.33795929999998,17.8410835,65.2830276,10.15236,0.5184589619999999,0.1999999879999999,PGC17928
17939,,,,87.3813782,17.6855278,65.2529984,10.8753633,-0.782672584,0.5,PGC17939
17940,,,,87.3810425,17.6491394,63.4745903,10.4282913,0.5064465999999999,0.230448008,PGC17940
17949,,,,87.4698334,-43.3990822,60.5340958,10.5454721,-0.997381866,0.5,PGC17949
17965,,,,87.57240299999998,-10.2981644,10.3133583,9.07047462,-2.03979445,0.5,PGC17965
17968,,,,87.60604859999998,49.7137337,49.8885002,9.72587681,-0.3297051189999999,0.32759279,PGC17968
17969,,,,87.6112595,-19.7258759,31.7999992,9.97232723,-0.278094351,0.37754491,PGC17969
17972,,,,87.6705017,-32.1375847,65.2529984,,,,PGC17972
17975,,,,87.6943054,-21.5672588,24.7514114,10.2147532,-1.17673874,0.5,PGC17975
17976,,,,87.6947098,-18.170681,39.3187523,10.1128569,-1.24627638,0.5,PGC17976
17978,,,,87.72721099999998,-14.7800703,12.0,9.15921211,-0.57215625,0.250021517,PGC17978
17993,,,,87.812027,-53.5748024,61.1223526,10.6320791,0.544814348,0.3355602919999999,PGC17993
18000,,,,87.8272858,-38.320446,41.2999992,10.295022,-0.0990040526,0.4157123859999999,PGC18000
18004,,,,87.8246307,79.696167,65.2529984,10.9676838,-0.114688829,0.5,PGC18004
18011,,,,87.8968277,-59.0456581,52.2400017,10.4573126,0.189307526,0.382160068,PGC18011
18015,,,,87.9160461,-18.022747,41.0771446,8.96749592,-1.04200435,0.316118836,PGC18015
18024,,,,87.9951248,-83.2971497,65.8566589,9.58764935,-0.2752670649999999,0.280575275,PGC18024
18027,,,,88.03868869999998,-11.1233892,10.8892927,8.310893059999998,-1.70306408,0.251859009,PGC18027
18028,,,,88.0388794,-18.0235844,39.9025192,10.28825,-1.07182109,0.5,PGC18028
18030,,,,88.0475006,-7.45618057,29.0,10.8516788,0.299101055,0.459027261,PGC18030
18033,,,,88.0523987,41.7863998,64.6844788,9.508041380000002,-0.4414243999999999,0.30138123,PGC18033
18035,,,,88.1078339,-19.4413891,25.9059887,8.85258007,-1.07640815,0.2320796699999999,PGC18035
18040,,,,88.1517563,-17.7871685,30.6200008,9.48040295,-0.364495516,0.2763120829999999,PGC18040
18041,,,,88.191124,-60.9201126,65.2830276,9.13806057,-0.5537978409999998,0.2411137369999999,PGC18041
18047,,,,88.2503128,-17.8760548,36.5999985,10.2770052,0.315078497,0.304420024,PGC18047
18051,,,,88.31026459999998,-59.06633,24.1000004,8.292485239999998,-1.13256192,0.1999999879999999,PGC18051
18063,,,,88.5227509,76.6641922,67.639473,10.1405382,-0.33221209,0.3690194789999999,PGC18063
18066,,,,88.56104279999998,-51.9765282,24.7514114,9.10561466,-1.20678854,0.326269656,PGC18066
18070,,,,88.6697769,15.1701479,56.3638191,9.90104675,0.4052816329999999,0.1999999879999999,PGC18070
18074,,,,88.70429989999998,-39.7683868,65.8566589,9.63138676,0.0675301477,0.1999999879999999,PGC18074
18089,,,,88.8554764,51.9104652,,,,,PGC18089
18092,,,,88.86891939999998,-76.92023469999998,64.6844788,10.4875441,0.187860295,0.322955459,PGC18092
18096,,,,88.9274826,3.39171672,12.0,8.51744461,0.45129317,0.1999999879999999,PGC18096
18097,,,,88.94314579999998,-69.5608749,60.5062561,10.5215921,0.827385545,0.241639435,PGC18097
18099,,,,88.96141819999998,-22.8068333,65.1600037,9.72286415,-0.3849287029999999,0.340756118,PGC18099
18111,,,,89.1915817,68.7433319,62.8926926,,,,PGC18111
18115,,,,89.10491179999998,-19.6919575,32.0,9.63124943,-0.0972543060999999,0.249371484,PGC18115
18117,,,,89.1096344,-34.1021767,59.9239311,9.82898808,0.1880853329999999,0.1999999879999999,PGC18117
18121,,,,89.15220639999998,75.3162842,22.1000004,9.3863306,-2.03918028,0.5,PGC18121
18128,,,,89.2762909,76.5089722,75.99758149999998,10.1100941,-0.247333571,0.338094771,PGC18128
18134,,,,89.3359985,43.2405281,53.4072342,9.46565819,0.00172782724,0.1999999879999999,PGC18134
18136,,,,89.36228939999998,11.9492226,51.0505219,,,,PGC18136
18143,,,,89.4332504,-21.2819443,38.7257462,8.982432369999998,-0.852987468,0.2740790839999999,PGC18143
18147,,,,89.46758269999998,-20.0846386,40.7000008,10.5697985,-0.153635249,0.5,PGC18147
18148,,,,89.4726181,-23.1808434,28.1800003,10.0356693,-0.679351926,0.5,PGC18148
18154,,,,89.51643369999998,-59.8619957,26.4850216,8.9857645,-0.815385103,0.266062379,PGC18154
18161,,,,89.60579679999998,68.4610291,61.2067642,10.6677504,0.318278879,0.4037567679999999,PGC18161
18169,,,,89.66410829999998,-25.4148502,28.7000008,9.00810051,-1.8200599,0.4693898859999999,PGC18169
18172,,,,89.6979828,-26.65308,20.6918926,8.9501915,-2.35854983,0.5,PGC18172
18173,,,,89.7050018,-79.57238769999998,65.2529984,9.11562157,0.0214412715,0.1999999879999999,PGC18173
18181,,,,89.7819977,78.509697,68.8335266,10.3149948,0.177891552,0.348219037,PGC18181
18200,,,,89.9488754,62.1579437,67.639473,10.8079748,-0.115036979,0.5,PGC18200
18212,,,,90.0176849,-33.9206467,33.0,9.22942734,0.0974633693999999,0.1999999879999999,PGC18212
18213,,,,90.0226212,-33.918251,36.9828033,9.34501743,0.202196702,0.1999999879999999,PGC18213
18216,,,,90.04474639999998,-31.7872505,16.0694256,7.9971714,-2.30092359,0.3225423989999999,PGC18216
18222,,,,90.1053543,-21.6713619,23.0038319,8.65665436,-2.05814862,0.4366192219999999,PGC18222
18232,,,,90.1447906,-28.9923058,29.3999996,9.11169147,-0.7792233229999999,0.2872470919999999,PGC18232
18258,,,,90.2831802,-23.6723289,21.0,9.68243027,0.1944733559999999,0.1999999879999999,PGC18258
18259,,,,90.283371,-21.7386856,18.2000008,8.94740677,-0.373718649,0.1999999879999999,PGC18259
18275,,,,90.3847046,64.6185532,62.8926926,10.0995846,-3.01168561,0.5,PGC18275
18277,,,,90.405159,73.1168976,19.5344009,8.41518593,-1.78591156,0.2976788879999999,PGC18277
18299,,,,90.52175140000001,36.1044159,21.0,9.38698673,-0.8088977929999999,0.296363264,PGC18299
18312,,,,90.6580429,65.3711395,70.0165176,10.8730698,0.516258657,0.40571937,PGC18312
18315,,,,90.6778336,-12.4993057,24.8899994,9.3035965,-0.3727692959999999,0.237656221,PGC18315
18331,,,,90.7656479,-20.2966118,39.9025192,9.45225716,-1.30049741,0.447517186,PGC18331
18349,,,,90.9032898,-20.6542091,32.4000015,9.77044868,-0.216825232,0.310634255,PGC18349
18354,,,,90.9684601,-69.5774307,59.3198471,11.1837864,0.122720599,0.5,PGC18354
18355,,,,90.934288,-69.5882645,53.4072342,10.814599,0.1404184099999999,0.49300009,PGC18355
18362,,,,91.0195007,-40.0924988,67.0501556,9.43680477,-0.7701181169999999,0.366201162,PGC18362
18369,,,,91.1144257,-20.3537712,40.7000008,9.82264614,-1.2449888,0.5,PGC18369
18373,,,,91.1454163,-12.6247225,21.8999996,9.47232342,-0.507714748,0.308855832,PGC18373
18374,,,,91.1424637,57.6278152,45.1856155,10.8285742,-0.454109609,0.5,PGC18374
18377,,,,91.1790771,-26.125021,28.7000008,10.3724813,-0.6707585449999999,0.5,PGC18377
18379,,,,91.1872101,-73.39981079999998,62.8926926,10.8795071,0.1375544519999999,0.5,PGC18379
18380,,,,91.206749,56.1658058,28.8137627,9.57247829,-1.36592126,0.5,PGC18380
18384,,,,91.2244415,80.1439285,61.6879349,10.4839878,-0.8779402969999999,0.5,PGC18384
18388,,,,91.324852,-27.8569717,18.9583302,9.72309971,-0.70414418,0.42468968,PGC18388
18394,,,,91.42379,-86.6318665,22.0,10.2750559,0.2067255819999999,0.264862865,PGC18394
18396,,,,91.43731690000001,-33.0816078,9.94999981,,,,PGC18396
18406,,,,91.59771730000001,-42.6381416,64.6844788,9.17616749,-0.7012122269999999,0.2840146419999999,PGC18406
18407,,,,91.6137085,-39.8645401,67.0501556,10.4446611,0.0451322160999999,0.4171957969999999,PGC18407
18426,,,,91.7867508,64.6733856,64.091423,10.0936632,-2.61462474,0.5,PGC18426
18437,,,,91.8741302,-61.8075981,18.2999992,10.052392,-0.1871037479999999,0.374685735,PGC18437
18445,,,,91.9362106,-23.486639,25.1000004,9.51470661,-0.7177308199999999,0.3056338129999999,PGC18445
18453,,,,92.0092087,-21.7466812,31.6000004,10.4192629,-0.911379993,0.5,PGC18453
18464,,,,92.0994644,-52.5122795,61.71632,11.0183554,-0.7523478869999999,0.5,PGC18464
18467,,,,92.1266251,64.7237473,64.2687836,10.6417131,-0.7067063449999998,0.5,PGC18467
18487,,,,92.2358475,-29.1574421,58.0800018,9.441390040000002,-0.602658749,0.259023279,PGC18487
18488,,,,92.2391357,-27.8020172,40.4761963,9.804560660000002,-0.2401720579999999,0.324879199,PGC18488
18494,,,,92.2837906,42.0851402,53.4072342,10.3820286,0.2171030039999999,0.3553507329999999,PGC18494
18533,,,,92.5072098,-22.6256104,49.6599998,9.6899538,-1.0949775,0.456815422,PGC18533
18535,,,,92.4910889,79.925972,67.639473,10.7970829,-0.809143245,0.5,PGC18535
18536,,,,92.5394287,-34.1058121,9.94999981,9.14568043,-1.02935398,0.291122675,PGC18536
18553,,,,92.6437912,79.86685939999998,60.5340958,10.2140303,-0.136442527,0.4040244219999999,PGC18553
18557,,,,92.6517334,71.3857422,18.6000004,9.6683321,-0.807471275,0.437907696,PGC18557
18573,,,,92.734787,-45.0031395,61.71632,9.657835960000002,0.0580808036,0.1999999879999999,PGC18573
18580,,,,92.777298,-28.7057495,18.3823051,,,,PGC18580
18581,,,,92.7778549,-15.4935083,21.8999996,9.44316864,-0.592811584,0.257094353,PGC18581
18601,,,,93.0339966,-23.5388203,20.1094418,8.77473259,-1.77336597,0.389690578,PGC18601
18602,,,,93.0401917,-21.805933,25.1000004,10.6419172,-0.346273571,0.5,PGC18602
18607,,,,93.0684586,64.2688065,70.0165176,10.5538301,0.5136125089999999,0.323752046,PGC18607
18618,,,,93.1282501,-45.0710564,60.5062561,10.505312,-1.50646448,0.5,PGC18618
18620,,,,93.1476288,-84.58272549999998,65.2529984,10.5273371,-0.425153434,0.5,PGC18620
18637,,,,93.2717972,64.5612488,60.5062561,10.6306915,-0.7525554899999999,0.5,PGC18637
18640,,,,93.2508087,-52.4613342,61.1223526,9.47755718,-0.4248405399999999,0.22603105,PGC18640
18641,,,,93.2613297,-27.7298203,39.3187523,10.4902868,-1.5509721,0.5,PGC18641
18645,,,,93.4498749,81.0743484,65.2529984,10.6438913,-0.301089317,0.5,PGC18645
18646,,,,93.2971268,70.2627945,59.9239311,,,,PGC18646
18651,,,,93.3285599,53.1123772,54.0007668,9.6420536,-0.7698025699999999,0.420524508,PGC18651
18652,,,,93.323288,-43.6632309,64.0619431,9.98105717,-0.2528246339999999,0.373219132,PGC18652
18653,,,,93.3273239,-51.3168602,12.0392599,8.53141499,-1.63451016,0.28884384,PGC18653
18658,,,,93.3816986,-43.7046928,63.4745903,10.4600115,-0.392218202,0.5,PGC18658
18662,,,,93.4164963,69.7292252,61.1223526,10.3100348,-4.29892874,0.5,PGC18662
18663,,,,93.3971252,-53.2338181,61.1223526,9.93868446,-1.06924236,0.5,PGC18663
18672,,,,93.5084152,80.00377659999998,65.8566589,10.5738316,-1.01237023,0.5,PGC18672
18674,,,,93.5102539,64.7092743,65.2529984,10.5897341,-2.04962611,0.5,PGC18674
18682,,,,93.4899292,80.4763336,59.3198471,10.4330063,0.227476701,0.3658397199999999,PGC18682
18686,,,,93.7565765,87.7142487,34.6417923,9.73432827,-1.42126966,0.5,PGC18686
18687,,,,93.5841675,66.3040848,59.9239311,9.93410683,-0.184599489,0.3435287479999999,PGC18687
18699,,,,93.6978531,66.5674362,61.71632,10.8499699,0.0991245880999999,0.5,PGC18699
18705,,,,93.774086,0.1921944019999999,22.0799999,9.49646091,-0.999057889,0.4433057899999999,PGC18705
18709,,,,93.7839813,71.1367416,62.9505882,10.6820211,-0.2027052189999999,0.5,PGC18709
18711,,,,93.6233521,80.4498672,59.9239311,10.7256098,0.914135456,0.2684681119999999,PGC18711
18715,,,,93.8291702,-26.5773582,23.5,,,,PGC18715
18716,,,,93.9248047,67.7081146,59.3198471,8.9726963,-0.795103788,0.258348197,PGC18716
18718,,,,93.8711395,-22.602705,26.4850216,9.0871706,-2.53929019,0.5,PGC18718
18719,,,,93.91362,79.7089157,61.71632,9.77398682,-0.4280053079999999,0.364922106,PGC18719
18722,,,,93.9018021,71.03759,61.1223526,11.1591673,-0.5414662359999999,0.5,PGC18722
18728,,,,93.9559174,64.4306107,61.71632,10.2948418,0.00815089419,0.3870827849999999,PGC18728
18729,,,,93.9548798,66.8392029,61.71632,10.2321692,0.4536727959999999,0.260812879,PGC18729
18747,,,,94.0568466,57.051487,60.1727524,9.85076237,-0.4255487319999999,0.3843457399999999,PGC18747
18749,,,,94.0917969,-21.3727093,31.6000004,10.7676382,0.982717574,0.262297422,PGC18749
18751,,,,94.1165314,-21.3759003,31.6000004,10.5642738,0.662065387,0.2899544239999999,PGC18751
18755,,,,94.1751251,66.5066681,64.091423,10.5727663,-0.486556798,0.5,PGC18755
18764,,,,94.2536697,81.1377487,57.2004623,10.6074486,0.290410072,0.395117223,PGC18764
18765,,,,94.2700729,-27.3886147,23.5,9.77212334,0.196936741,0.2155868559999999,PGC18765
18771,,,,94.3474197,66.5334167,73.0130463,10.2494459,-1.00661337,0.5,PGC18771
18775,,,,94.3803558,-23.0717983,27.0644836,8.642087939999998,-2.23277783,0.483078361,PGC18775
18778,,,,94.4269791,78.8218002,65.3431168,9.29432487,-0.6401805879999999,0.297746807,PGC18778
18779,,,,94.4230423,66.6008911,62.8926926,10.359623,-0.725858569,0.5,PGC18779
18781,,,,94.4551086,-21.0605469,49.8899994,9.44607067,-0.229007989,0.237369865,PGC18781
18786,,,,94.54319760000001,-24.9206333,25.9059887,8.65802288,-1.99848557,0.420030177,PGC18786
