name,Mb,Mstar,Rb,Sigma_b,V_obs,V_b,age_gyr,Morphology_T,Mgas,Galaxy,L_chi,D_hist,G_bound,V_b_safe,Y_residual,D_hist_residual,Y_residual_controlled
UGC06818,2229070000.0,794000000.0,1.39,183617571.03558367,71.2,83.04904269087335,6.55,9.0,1435070000.0,UGC06818,32.06468511415785,780105000.0,0.015708178716023372,83.04904269087335,-0.2649942681379289,121439828.85191381,-0.3024359035133339
UGC06917,6106590000.0,3416000000.0,2.76,127585326.60359396,108.7,97.549493192252,6.55,9.0,2690590000.0000005,UGC06917,65.54964467310032,3356220000.0,0.22803207223301783,97.549493192252,0.24167819150691044,802293408.9343739,0.04412655389050513
UGC06923,2520970000.0,1445000000.0,1.44,193491915.93671656,79.6,86.772631864914,6.0,10.0,1075970000.0,UGC06923,33.079183729349346,1300500000.0,0.042468752383641103,86.772631864914,-0.15848745369185782,352215348.672966,-0.19675083341286842
UGC06930,8771210000.0,4466000000.0,3.94,89926397.76836967,107.2,97.85022326582904,7.649999999999999,7.0,4305210000.000001,UGC06930,96.2300173767976,5124734999.999999,0.4078332767911593,97.85022326582904,0.20023401005817698,1792673579.206335,-0.1355858481687609
UGC06973,29266490000.0,26935000000.0,1.07,4068395973.840095,174.2,342.98380047560784,10.4,2.0,2331490000.0,UGC06973,19.264388969992183,42018600000.0,0.9788582556366913,342.98380047560784,-0.7420419503137294,-2658884099.95533,0.764252868654939
UGC06983,6595110000.000001,2649000000.0,3.21,101866670.23173204,109.0,94.0023439591433,8.2,6.0,3946110000.000001,UGC06983,77.62252782956243,3258270000.0,0.21777250663615705,94.0023439591433,0.3445458917172036,1116737392.0710552,0.08718493992380805
UGC07125,7512569999.999999,1356000000.0,3.38,104658682.36615317,65.2,97.77235884165594,6.55,9.0,6156569999.999999,UGC07125,81.5567662248177,1332270000.0,0.044475629096032594,97.77235884165594,-0.555304222848727,-1631569886.2686625,-0.8265561399493766
UGC07151,1961280000.0,1142000000.0,1.25,199774340.3438544,73.5,82.1476172012311,8.2,6.0,819280000.0,UGC07151,28.641262307435547,1404660000.0,0.04919594316157561,82.1476172012311,-0.1994568664704025,750844018.2845079,-0.2161611322286597
UGC07261,2722540000.0,876500000.0,1.2,300906735.25375605,74.7,98.78174389109896,7.1,8.0,1846040000.0,UGC07261,26.609211869399317,933472500.0,0.02234017947470168,98.78174389109896,-0.4281424941150206,-1032709389.257833,-0.39933152087514967
UGC07399,1568850000.0,578000000.0,1.64,92835452.28648128,103.0,64.14295511713298,7.1,8.0,990850000.0,UGC07399,39.95324492066997,615570000.0,0.009839125232264307,64.14295511713298,1.5785557212177577,1557284456.9152622,1.4758592844495315
UGC07524,3584070000.0,1218000000.0,3.46,47647971.606750086,79.5,66.74678772487553,6.55,9.0,2366070000.0,UGC07524,88.9114849317553,1196685000.0,0.036194688580122626,66.74678772487553,0.41864430248283213,3630852878.2533484,0.09464129058883103
UGC07603,531140000.0,188000000.0,0.53,300938257.2938031,61.6,65.65181653208282,7.649999999999999,7.0,343140000.0,UGC07603,11.752303422992776,215729999.99999997,0.0012189537098442076,65.65181653208282,-0.11962453659898853,-382581326.63268733,-0.02374320710707996
UGC07690,947700000.0,429000000.0,0.57,464238656.7195728,57.4,84.562573188205,6.0,10.0,518700000.00000006,UGC07690,12.208459582258866,386100000.0,0.0038940450715957047,84.562573188205,-0.5392478131660718,-1009803182.4162765,-0.3891669690487458
UGC08286,1481360000.0,627500000.0,1.05,213846500.22549668,82.4,77.8961215343565,8.2,6.0,853860000.0000001,UGC08286,23.92800250313928,771825000.0,0.015381598310398772,77.8961215343565,0.11898110777416225,270389894.44126564,0.12820347172552427
UGC08490,1466100000.0,508500000.0,0.67,519797420.5101976,78.6,97.01180225937428,6.55,9.0,957600000.0,UGC08490,14.221106579996842,499601250.0,0.006502935629441666,97.01180225937428,-0.34355862522728287,-1466252389.0192623,-0.1831225954568627
UGC08550,527540000.0,144500000.0,0.45,414620240.3886344,56.9,71.00707416088125,7.649999999999999,7.0,383040000.0,UGC08550,9.725810244263096,165813749.99999997,0.0007204832724767246,71.00707416088125,-0.3578724596419903,-844357811.9924959,-0.2131126417225367
UGC08699,30122540000.0,25151000000.0,3.09,502105250.20510274,182.4,204.7607598489414,10.4,2.0,4971540000.0,UGC08699,65.7688452287714,39235560000.0,0.9758277205919841,204.7607598489414,-0.20648305916410029,5433622987.808281,-0.1705338526964259
UGC09037,59680740000.0,34307000000.000004,4.28,518521529.0845381,152.3,244.89244800915336,8.2,6.0,25373740000.0,UGC09037,90.86314059901557,42197610000.0,0.979033496605596,244.89244800915336,-0.6132333475618438,-27395998599.378143,-0.5374547977089965
UGC09133,185922240000.0,141463000000.0,6.97,609096240.0185609,226.8,338.71112386331777,10.4,2.0,44459240000.0,UGC09133,146.07746472016888,220682280000.0,0.9992175991460162,338.71112386331777,-0.5516396694121566,-7095068381.933441,-0.012493740061212177
UGC09992,590940000.0,168000000.0,1.04,86955456.79615812,33.6,49.43507548173275,6.0,10.0,422940000.0,UGC09992,25.46917691750625,151200000.0,0.0005991549187033136,49.43507548173275,-0.5380359803758294,1051927082.7351482,-0.5768346609344756
UGC10310,2461180000.0,870500000.0,1.8,120897828.0367009,71.4,76.68591669125288,6.55,9.0,1590680000.0,UGC10310,42.93429572860949,855266250.0,0.018821172344006716,76.68591669125288,-0.13310759767917105,931878147.4223003,-0.2399060957425928
UGC11455,204896550000.0,187161000000.0,5.93,927353661.0363086,269.4,385.4962463669197,8.2,6.0,17735550000.000004,UGC11455,120.17119510145386,230208029999.99997,0.9992809636551191,385.4962463669197,-0.511623367970578,-25173279795.529114,0.3753317441392162
UGC11914,76195040000.0,75014000000.0,2.44,2036888144.162304,288.1,366.4785959164847,10.4,2.0,1181040000.0,UGC11914,46.42990232751505,117021840000.0,0.9972230846309489,366.4785959164847,-0.3819988448942541,18719578694.05539,0.5377958417829609
UGC12506,117074980000.0,69785500000.0,7.38,342114514.7910339,234.0,261.20653765930524,8.2,6.0,47289480000.0,UGC12506,161.97498930923325,85836165000.0,0.9948510152997461,261.20653765930524,-0.1974656507656533,-51074758270.7023,-0.21082770199763962
UGC12632,2970020000.0,650500000.0,2.42,80713981.98241088,71.7,72.6527706984757,6.55,9.0,2319520000.0,UGC12632,59.61901303984631,639116250.0,0.010598106788485112,72.6527706984757,-0.026056084497920427,1507201845.5271993,-0.21788227494187126
UGCA442,419790000.0,70000000.0,1.18,47983089.31380836,56.4,39.11607031253159,6.55,9.0,349790000.0,UGCA442,30.30541733098738,68775000.0,0.00012402326676676874,39.11607031253159,1.0789678426041989,1582805811.4771864,1.0089173222449963
UGCA444,95110000.0,6000000.0,0.83,21973039.1021486,37.0,22.200063771209827,6.0,10.0,89110000.0,UGCA444,22.690924994568743,5400000.0,7.646857934917536e-07,22.200063771209827,1.7777618190853237,1224082569.8410888,1.7386404969410982
