mass_bin,N,unique_SNIDs,mean_logMstar,lowF_mean_mu,highF_mean_mu,high_minus_low_mu,lowF_H0,highF_H0,high_minus_low_H0
"(-0.001, 8.5]",9,9,7.413622222222222,-0.17186457249547865,-0.08087330818711708,0.09099126430836157,74.45022832660852,70.11295133340555,-4.337276993202977
"(8.5, 9.5]",10,10,9.038874999999999,-0.07143577483447751,-0.07694685101106638,-0.005511076176588872,70.04074152416601,70.69040807530088,0.6496665511348709
"(9.5, 10.0]",14,14,9.728976428571428,0.20607603393616053,0.05036553617095505,-0.15571049776520549,61.939349804453904,66.66502060178412,4.725670797330217
"(10.0, 10.5]",30,30,10.309740000000001,0.20702145698029165,0.009142244294691525,-0.19787921268560013,61.81256785164969,67.40780083766349,5.595232986013798
"(10.5, 11.0]",25,25,10.719828,0.013988801896961453,-0.06598809433981782,-0.07997689623677928,67.33312708380161,69.6531403949141,2.32001331111249
"(11.0, 13.5]",12,12,11.452633333333331,-0.03568798115934214,-0.11513122530479332,-0.07944324414545118,68.62137326734188,73.71125404333287,5.089880775990991
