mass_bin,N,unique_SNIDs,mean_logMstar,lowF_mu,highF_mu,high_minus_low_mu,lowF_H0,highF_H0,high_minus_low_H0
"(4.999, 8.5]",6,5,6.992,-0.13462412139327698,,,73.01225482970149,,
"(8.5, 9.5]",8,3,9.231124999999999,0.3110534886002451,-0.004134992351618233,-0.31518848095186336,58.4118326346525,67.52870604446464,9.116873409812143
"(9.5, 10.0]",8,4,9.73075,0.6020861257986381,0.18742734673840467,-0.4146587790602334,51.09010951596154,62.882404835782,11.792295319820461
"(10.0, 10.5]",13,6,10.251076923076925,0.1933588873381154,0.03620069358118808,-0.15715819375692733,62.48055961063296,66.72548689924034,4.244927288607379
"(10.5, 11.0]",14,6,10.651642857142857,0.08540201625502378,-0.16913146843882323,-0.254533484693847,65.6496580366964,73.04662635143752,7.39696831474113
"(11.0, 13.0]",8,6,11.732425,0.2305277638643979,-0.008263008493296177,-0.23879077235769408,61.445281969184606,67.77681239144495,6.331530422260343
