mass_bin,N,unique_SNIDs,mean_logMstar,lowF_mu,highF_mu,high_minus_low_mu,lowF_H0,highF_H0,high_minus_low_H0
"(4.999, 8.5]",6,5,6.992,-0.13462412139327698,,,73.01225482970149,,
"(9.5, 10.0]",3,2,9.689333333333332,0.6279428578946806,0.8547449360388963,0.2268020781442157,50.475042861783464,45.46852954554254,-5.006513316240927
"(10.0, 10.5]",6,3,10.323333333333332,0.2882011972346839,,,60.061544058098555,,
"(10.5, 11.0]",7,3,10.675142857142855,0.11127500227443667,-0.3042593651152732,-0.41553436738970984,65.25405404181447,77.62821866360123,12.374164621786761
"(11.0, 13.0]",8,6,11.732425,0.2305277638643979,-0.008263008493296177,-0.23879077235769408,61.445281969184606,67.77681239144495,6.331530422260343
