label,gap_m,thickness_m,far_gap_m,mass_kg,voxel_count,steps_m,phase_exposure_integral_s,X_half_dephasing_exposure_s,gradient_heating_exposure_s_per_m2,visibility_loss_gamma1,delta_E_Rb87_gamma1_J,F1_mean,F2_mean,F1_min,F1_max,F2_min,F2_max
v2_1_plate_optimum_fine,0.012,0.027,0.0010000000000000009,25.012800000000002,207360,"[0.0025, 0.001, 0.0025]",-1.1830263686928366,0.6997757481868842,18859.1236610446,0.5033033235665569,7.266563644244388e-40,-0.5763570718750595,0.606674974864192,-0.5824059547121511,-0.5557388338660849,0.6003854240298628,0.6284288221561227
v2_1_plate_5mm_clearance_fine,0.027,0.008,0.005000000000000001,7.411200000000004,61440,"[0.0025, 0.0010000000000000005, 0.0025]",-0.41275091128703445,0.08518184786349133,12140.99029640151,0.08165472990899358,4.678015812324785e-40,-0.1565727869647905,0.25618966438514396,-0.15902956998475629,-0.14856198198663875,0.2533080889182198,0.26650848194329
